Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,0.90700,1.16100,-2.06800,2.58100,0.51300,0.51300,0.51300,0.52600,-2.06800,-2.06800,8.11400,8.20000,0.06000,0.06000,0.09990,,,-11.34450,-11.34450,102.19120,-11.34450,-0.50450,-0.065,-0.065
2023-06-30,3.02700,0.89600,-3.92300,-0.09300,-4.01600,-4.01600,-4.01600,-4.00700,-3.92300,-3.92300,7.75800,7.75800,-0.52000,-0.52000,0.21330,,,65.34330,65.34330,-241.05640,65.34330,-0.77600,-0.5214,-0.5214
2023-03-31,5.44500,0.98400,-6.42900,-1.17300,-7.60200,-7.60200,-7.60200,-7.53600,-6.42900,-6.42900,5.56500,5.56500,-1.35000,-1.35000,0.79660,,,352.43460,352.43380,-89.99650,352.43390,-0.31590,-0.28270,-0.28270
2022-12-31,0.54500,3.36700,-3.91200,4.43800,0.52400,0.52400,0.52400,0.57500,-3.91200,-3.91200,2.18500,2.18500,1.28000,1.28000,1.91250,,,16.04410,16.04410,7.65520,16.04410,0.68410,-1.1387,-1.1387
2022-09-30,0.19400,0.46900,-0.66300,-0.00100,-0.66200,-0.66200,-0.66200,-0.66200,-0.66300,-0.66300,1.46600,1.46600,-0.45000,-0.45000,0.93650,,,1697.37200,1697.43400,-115.13040,1697.43600,-0.02630,-0.3712,-0.3712
2022-06-30,0.15100,0.45400,-0.60500,0.00100,-0.60400,-0.60400,-0.60400,-0.60400,-0.60500,-0.60500,1.46100,1.46100,-0.41000,-0.41000,2.46930,,,-101.00340,-101.00330,-60.09950,-101.00330,0.40500,-0.585,-0.585
2022-03-31,1.80800,1.05500,-2.86300,0.00200,-2.86100,-2.86100,-2.86100,-2.86100,-2.86300,-2.86300,1.39700,1.39700,-2.05000,-2.05000,2.45420,,,-246.85150,-246.85080,-146.26790,-246.85070,0.78500,-1.38150,-1.38150
2021-12-31,0.39000,0.52400,-0.91400,0.01300,-0.91300,-0.91300,-0.91300,-0.91300,-0.91400,-0.91400,1.13300,1.13300,-0.70090,-0.70090,7.78000,,,-26.45610,-26.45610,-23.05560,-26.45610,2.45450,-1.0111,-1.0111
2021-09-30,0.27800,0.59400,-0.87200,-0.00100,-0.87100,-0.87100,-0.87100,-0.87100,-0.87200,-0.87200,1.10800,1.10800,-0.79000,-0.79000,0.81130,,,544.38850,544.37510,-126.59880,544.37500,-0.14280,-0.4776,-0.4776
2021-06-30,0.32800,0.62300,-0.95100,-0.00200,-0.94900,-0.94900,-0.94900,-0.94900,-0.95100,-0.95100,1.10430,1.10430,-0.89960,-0.89960,2.16940,,,-147.81800,-147.81930,-79.68100,-147.81930,0.57470,-0.6375,-0.6375
2021-03-31,0.25800,0.74300,-1.00100,-0.00300,-0.99800,-0.99800,-0.99800,-0.99800,-1.00100,-1.00100,1.10430,1.10430,-0.89960,-0.89960,4.14500,,,-67.66110,-67.66100,-51.33750,-67.66100,1.32040,-1.18360,-1.18360
2020-12-31,0.48400,0.51500,-0.99900,0.00600,-0.99300,-0.99300,-0.99300,-0.99300,-0.99900,-0.99900,1.10100,1.10100,-0.89960,-0.89960,3.66250,,,-42.09410,-42.09410,-30.60090,-42.09410,2.11170,-1.086,-1.086
2020-09-30,0.46600,0.57100,-1.03700,0.00900,-1.02800,-1.02800,-1.02800,-1.02800,-1.03700,-1.03700,1.10180,1.10180,-0.89960,-0.89960,3.89270,,,-31.78730,-31.78730,-23.62130,-31.78730,2.89500,-0.8399,-0.8399
2020-06-30,1.21900,0.68400,-1.90300,0.01500,-1.88800,-1.88800,-1.88800,-1.88800,-1.90300,-1.90300,1.09890,1.09890,-1.64920,-1.64920,4.33410,,,-46.03760,-46.03760,-35.41550,-46.03760,3.68100,-1.1985,-1.1985
2020-03-31,0.69700,0.57700,-1.27400,0.03200,-1.24200,-1.24200,-1.24200,-1.24200,-1.27400,-1.27400,1.09890,1.09890,-1.19940,-1.19940,7.25460,,,-21.51400,-21.51390,-18.54840,-21.51390,5.18800,-1.06560,-1.06560
2019-12-31,4.85500,0.61900,-5.47400,0.05900,-5.41500,-5.41500,-5.41500,-5.41500,-5.47400,-5.47400,1.04870,1.04870,-3.89810,-3.89810,4.21510,,,-79.63230,-79.63240,-60.74030,-79.63240,6.11130,-5.574,-5.574
2019-09-30,1.70600,0.61700,-2.32300,0.08100,-2.24200,-2.24200,-2.24200,-2.24200,-2.32300,-2.32300,1.09230,1.09230,-2.09900,-2.09900,7.23940,,,-18.74430,-18.74430,-16.15510,-18.74430,10.76320,-1.5022,-1.5022
2019-06-30,6.39200,0.71600,-7.10800,0.12600,-6.98200,-6.98200,-6.98200,-6.98200,-7.10800,-7.10800,1.08820,1.08820,-6.44680,-6.44680,8.84210,,,-50.21580,-50.21580,-44.53660,-50.21580,12.58790,-11.8902,-11.8902
2019-03-31,10.24100,1.11900,-11.36000,0.09100,-11.26900,-11.26900,-11.26900,-11.26900,-11.36000,-11.36000,0.91670,0.91670,-12.29390,-12.29390,3.16220,,,-55.37320,-55.37320,-37.86250,-55.37320,18.42800,-6.07420,-6.07420
2018-12-31,2.71500,1.38700,-4.10200,0.18300,-3.91900,-3.91900,-3.91900,-3.91900,-4.10200,-4.10200,0.68290,0.68290,-5.54720,-5.54720,0.87760,,,621.07740,621.07790,-86.60780,621.07790,-0.88680,-1.9504,-1.9504
2018-09-30,1.78800,0.82000,-2.60800,0.01300,-2.59500,-2.59500,-2.59500,-2.59500,-2.60800,-2.60800,0.68670,0.68670,-3.74810,-3.74810,2.13160,,,-92.87760,-92.87760,-49.30650,-92.87760,3.92880,-5.9424,-5.9424
2018-06-30,3.75400,0.92700,-4.68100,0.02400,-4.65700,-4.65700,-4.65700,-4.65700,-4.68100,-4.68100,0.68380,0.68380,-6.74660,-6.74660,2.13530,,,-92.82440,-92.82440,-49.35350,-92.82440,7.12690,-8.6569,-8.6569
2018-03-31,9.43900,0.98600,-10.42500,0.04800,-10.37700,-10.37700,-10.37700,-10.37700,-10.42500,-10.42500,0.67360,0.67360,-15.44230,-15.44230,2.57990,,,-110.94840,-110.94840,-67.94340,-110.94840,13.28890,-10.12320,-10.12320
2017-12-31,5.22100,1.10400,-6.32500,0.08000,-6.24300,-6.24300,-6.24300,-6.24300,-6.32500,-6.32500,0.44260,0.44260,-9.44530,-9.44530,7.94620,,,-32.21360,-32.21360,-28.15970,-32.21360,28.30540,-11.5605,-11.5605
2017-09-30,2.00000,0.84800,-2.84800,-0.10000,-2.94800,-2.94800,-2.94800,-2.94800,-2.74200,-2.84800,0.66520,0.66520,-4.49780,-4.49780,13.15380,,,-12.18890,-12.18890,-11.26220,-12.18890,35.32480,-0.9712,-0.9712
2017-06-30,0.44700,1.29700,-1.74400,-0.66200,-2.40600,-2.40600,-2.40600,-2.40600,-1.70900,-1.74400,0.23080,0.23080,-10.49480,-10.49480,4.85050,0.01430,0.23490,-8.85990,-8.85990,-6.93270,-8.73320,40.54740,-2.6696,-2.6696
2017-03-31,0.13300,0.37100,-0.50400,-0.15500,-0.66100,-0.66100,-0.66100,-0.66100,-0.47100,-0.50400,0.20160,0.20160,-3.29840,-3.29840,,,,,,,,,-0.16860,-0.16860
2016-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,8.204,8.204
2016-09-30,0.18300,0.20000,-0.38300,-0.16100,-0.54400,-0.54400,-0.54400,-0.54400,-0.35100,-0.38300,0.19000,0.19000,-2.84860,-2.84860,,,,,,,,,-2.1984,-2.1984
2016-06-30,0.42100,0.21700,-0.63800,-0.13300,-0.77100,-0.77100,-0.77100,-0.77100,-0.63800,-0.63800,0.18580,0.18580,-4.19790,-4.19790,,,,,,,,,-6.0056,-6.0056
2015-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
