Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,106.15000,13.81200,92.33800,2.08500,77.47100,-0.73900,81.29600,11.04200,1.69300,12.73500,0.69100,12.04400,12.04400,0.14000,12.62700,11.04200,32.91000,33.63200,0.00000,0.00000,0.86350,86.98820,10.40230,10.40230,11.99720,0.13190,0.23490,15.24930,5.90190,-4.88400,-4.12090,2.66490,-4.88400,-0.76480,0.3034,0.2892
2023-06-30,103.64400,14.63500,89.00900,2.23000,76.66200,-0.20400,80.09000,8.91900,1.25100,10.17000,0.42700,9.74300,9.74300,0.03600,9.91300,8.91900,30.52600,31.83700,0.00120,0.00110,0.85810,85.87960,8.60540,8.60540,9.81240,0.03470,0.23260,24.99860,3.60020,-3.78740,-3.20770,2.18650,-3.78740,-0.79910,0.9049,0.8877
2023-03-31,126.23300,15.29000,110.94300,2.46300,76.76000,-0.12800,80.33500,30.60800,0.92500,31.53300,0.92800,30.60500,30.60500,1.46700,31.59200,30.60800,29.17200,30.49600,0.05000,0.05000,0.84200,87.88750,24.24720,24.24720,24.98000,1.16210,0.29240,33.94270,2.65150,-11.56370,-9.82550,7.08950,-11.56370,-0.82450,0.12680,0.11390
2022-12-31,127.65700,14.36900,113.28800,2.07700,85.31900,-0.08900,88.52300,24.76500,0.38100,25.14600,-2.45500,27.60100,27.60100,4.29600,25.80300,24.76500,24.63500,24.74700,0.13000,0.13000,0.72420,88.74410,19.39960,19.39960,19.69810,3.36530,0.28850,22.99300,3.91420,-9.25020,-7.98320,6.23740,-9.25020,-0.93210,0.3523,0.3526
2022-09-30,119.93400,14.48200,105.45200,2.17300,80.62100,-0.09600,83.72600,21.72600,-3.83400,17.89200,1.38300,16.50900,16.50900,-4.01200,22.56200,21.72600,23.53300,23.56600,-0.17000,-0.17000,0.68960,87.92500,18.11500,18.11500,14.91820,-3.34520,0.27560,20.28310,4.43720,-5.03290,-4.38670,3.79350,-5.03290,-1.02530,0.3528,0.3504
2022-06-30,128.01400,16.22900,111.78500,2.28900,85.41400,-0.09700,88.41300,23.37200,11.70500,35.07700,1.04000,34.03700,34.03700,11.88100,23.98500,23.37200,22.28800,22.29600,0.53000,0.53000,0.67830,87.32250,18.25740,18.25740,27.40090,9.28100,0.30010,32.44150,2.77420,-9.46510,-8.71500,7.97830,-9.46510,-1.14670,1.2048,1.2019
2022-03-31,136.79800,17.61700,119.18100,2.27800,98.78200,-0.09700,101.76100,17.42000,7.12500,24.54500,1.52200,23.02300,23.02300,5.82500,18.31100,17.42000,23.85100,23.85100,0.24000,0.24000,0.63460,87.12190,12.73410,12.73410,17.94250,4.25810,0.32850,8.09500,11.11790,-5.84320,-5.41160,5.52880,-5.84320,-1.25610,0.04480,0.04290
2021-12-31,146.67200,17.58900,129.08300,1.64500,97.47200,-0.10100,99.81800,29.26500,5.88900,35.15400,-0.72700,35.88100,35.88100,8.57200,29.86500,29.26500,,,,0.00000,0.62300,88.00790,19.95270,19.95270,23.96780,5.84430,0.34790,17.05690,5.27650,-8.85380,-8.20770,8.51160,-8.85380,-1.28320,0,0
2021-09-30,140.66700,62.02400,78.64300,2.13700,438.84400,-10.09700,451.70700,-373.06400,9.86400,-363.20000,3.08500,-366.28500,-366.28500,-399.53300,-372.43500,-373.06400,,,,0.00000,0.54290,55.90720,-265.21080,-265.21080,-258.19840,-284.02750,0.34870,18.47240,4.87210,82.88360,77.21650,-90.79290,82.88360,-1.39740,0,0
2021-06-30,142.13000,26.82600,115.30400,1.92700,121.58700,-0.02700,124.23700,-8.93300,0.53700,-8.39600,,-8.39600,-8.39600,-7.89500,-8.23700,-8.93300,,,,0.00000,0.20790,81.12570,-6.28510,-6.28510,-5.90730,-5.55480,0.34260,,,-167.91980,-167.91900,-2.02360,-167.91970,0.28470,0,0
2021-03-31,119.71400,132.81200,-13.09800,1.77800,599.21400,-0.02000,601.76300,-614.86100,-0.22200,-615.08300,,-615.08300,-615.08300,-614.45300,-614.11000,-614.86100,,,,0.00000,2.44770,-10.94110,-513.60830,-513.60830,-513.79370,-513.26750,0.28830,,,-12301.65000,-12301.66000,-148.13290,-12301.65000,0.32510,0.00000,
2020-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
2020-09-30,98.15900,26.74900,71.41000,1.25500,136.79900,-0.03400,138.72700,-67.31700,-0.97600,-68.29300,,-68.29300,-68.29300,-67.59900,-67.31700,-67.31700,,,,0.00000,11.52120,72.74930,-68.57960,-68.57960,-69.57390,-68.86680,0.23630,,,-1365.84900,-17.03850,-16.43940,-17.03850,32.94020,0,0
2020-06-30,,,,,0.02840,-0.02840,,-0.05680,,-0.05680,,-0.05680,-0.05680,-0.02840,-0.05680,-0.05680,10.35000,10.35000,-0.00270,-0.00270,,,,,,,,,,,,,,,0,0
2020-03-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0.00000,
2019-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
