Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,1.13400,0.96800,,-2.10200,5.20900,3.10700,3.10700,3.10700,3.10700,-2.10200,-2.10200,4.69200,4.69200,0.80000,0.80000,4.36410,1.16920,-6.91010,-115.41620,-115.41610,16.72050,19.52860,-0.61860,-1.7385,-1.8244
2023-06-30,1.45400,1.14100,,-2.59500,-1.16700,-3.76200,-3.76200,-3.76200,-3.76200,-2.59500,-2.59500,3.38000,3.38000,-1.20000,-1.20000,4.11550,1.43960,-3.27500,52.89650,52.89650,-18.90740,-23.25090,-1.95650,0.9447,0.9466
2023-03-31,1.99500,1.19100,,-3.18600,-0.32900,-3.51500,-3.51500,-3.51500,-3.51500,-3.04800,-3.18600,3.23800,3.23800,-1.08600,-1.08600,4.28270,1.28230,-4.54280,73.07690,73.07690,-15.09100,-20.62670,-1.46470,-0.94470,-0.94660
2022-12-31,1.43400,1.58800,,-3.02200,-2.09400,-5.11600,-5.11600,-5.11600,-5.11600,-2.83800,-3.02200,1.88500,1.88500,-4.14600,-4.14600,6.14630,1.09610,-11.41020,290.68210,290.68180,-18.90120,-27.92270,-0.71170,-0.4396,-0.5934
2022-09-30,1.19400,0.96700,,-2.16100,6.93900,4.77800,4.77800,4.77800,4.77800,-2.16100,-2.16100,1.95400,1.95400,4.00000,4.00000,5.75520,0.85550,6.01170,180.91640,180.91640,22.65740,26.14500,0.14140,-3.4145,-3.7042
2022-06-30,1.97400,1.28900,,-3.26300,0.28000,-2.98300,-2.98300,-2.98300,-2.98300,-3.26300,-3.26300,1.86700,1.86700,-1.60000,-1.60000,1.70600,0.92080,15.80890,-233.59430,-233.59460,-12.20090,-18.50500,0.68370,0.5934,0.8733
2022-03-31,1.16300,1.45200,,-2.61500,0.14000,-2.47500,-2.47500,-2.47500,-2.47500,-2.48100,-2.61500,1.86200,1.86200,-1.32900,-1.32900,5.82260,0.80120,4.03140,-48.61520,-48.61520,-8.22780,-9.66230,2.73330,-0.59340,-0.87330
2021-12-31,-4.39700,-18.32360,,22.73260,13.41700,36.14960,36.14960,36.14960,36.14960,22.73260,22.73260,1.41100,1.41100,25.94560,25.94560,7.30070,0.96510,27.66190,3681.24400,3681.23100,112.84070,128.43610,0.53140,-5.2629,-5.3614
2021-09-30,0.62700,1.92110,,-2.54810,-0.25430,-2.80250,-2.80250,-2.80250,-2.80250,-2.54810,-2.54810,1.43300,1.43300,-2.47840,-2.47840,0.51370,,15.41050,-216.23890,-216.23860,-11.16830,-216.23850,0.90430,2.5206,2.5478
2021-06-30,6.19400,22.82650,,-29.02050,-10.07670,-39.09720,-39.09720,-39.09720,-39.09720,-28.83050,-29.02050,1.43300,1.43300,-27.28320,-27.28320,0.61290,,5.64210,-1119.30000,-1119.30100,-144.75610,-1119.30100,2.43720,-1.6465,-1.6684
2021-03-31,0.82500,1.20100,,-2.02600,-0.43000,-2.45600,-2.45600,-2.45600,-2.45600,-1.84500,-2.02600,1.32710,1.32710,-2.00000,-2.00000,0.73540,,2.99680,-39.35900,-39.35900,-8.64450,-39.35900,4.35390,-0.87410,-0.87940
