Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-12-31,3.52640,1.58110,1.36190,-3.74560,-0.70110,-4.44660,-4.44660,-4.44660,-4.44660,-3.51960,-3.74560,1.10820,1.10820,-3.06400,-0.72000,0.16550,,-4.13940,97.94360,97.94370,-25.12090,97.94360,-3.93680,-8.1345,-8.5415
2020-09-30,3.68560,2.13980,22.11710,16.29170,-0.08440,16.20730,16.20730,16.20730,16.20730,16.47670,16.29170,1.15260,1.34620,14.06400,11.72000,2.48330,1.03210,-32.18130,-3029.42300,-3029.40200,74.44100,97.15440,-0.46380,0.1063,-0.4898
2020-06-30,3.44700,1.19410,,-4.64110,-7.46960,-12.11070,-12.11070,-12.11070,-12.11070,-4.64110,-4.64110,1.08370,1.08370,-11.20000,-11.20000,6.48120,2.02990,-1.97090,67.78980,67.78980,-48.97150,-69.81810,-15.50650,-12.3318,-13.0045
2020-03-31,5.34800,0.27500,,-5.62300,4.58700,-1.03600,-1.03600,-1.03600,-1.03600,-5.62300,-5.62300,1.02150,1.02150,-1.00000,-1.00000,,,,,,,,,0.00000,
2019-09-30,4.58340,0.79260,,-5.37600,-0.12270,-5.49880,-5.49880,-5.49880,-5.49880,-5.37600,-5.37600,0.94480,0.94480,-5.68400,-5.68400,25.14420,1.23240,-5.30300,93.70760,93.70750,-16.04450,-21.77730,-5.83360,-12.6703,-13.2835
2019-03-31,1.57800,0.39500,,-1.97300,2.12800,0.15600,0.15600,0.15600,0.15600,-1.90100,-1.97300,0.65360,0.65360,0.40000,0.40000,3.45250,1.52560,-2.90240,-1.85210,-1.85210,0.57020,0.97350,-12.88910,-5.57260,-6.91760
2018-12-31,-4.64430,-0.32090,,4.96520,-5.78440,-0.81820,-0.81820,-0.81820,-0.81820,4.96920,4.96520,0.65360,0.65360,-1.04400,-1.04400,3.52540,1.49430,-3.02310,9.82470,9.82470,-2.89750,-4.85640,-12.74170,-1.8996,-3.2541
2018-09-30,12.48800,1.04900,,-13.53700,1.97400,-11.56400,-11.56400,-11.56400,-11.56400,-13.53700,-13.53700,0.65400,0.65400,-16.00000,-16.00000,20.55820,0.74660,2.94650,-288.95560,-288.95550,-51.93340,-73.21770,6.11930,-21.4495,-29.7263
2018-06-30,8.00130,0.39590,,-8.39720,1.41340,-6.98380,-6.98380,-6.98380,-6.98380,-8.39720,-8.39720,0.65370,0.65370,-10.95600,-10.95600,19.55980,0.55350,1.23970,-152.58460,-152.58460,-41.87930,-68.12800,6.99850,3.9385,7.063
2018-03-31,3.34200,0.25100,,-3.59300,-0.44800,-4.04100,-4.04100,-4.04100,-4.04100,-3.55100,-3.59300,0.65350,0.65350,-8.00000,-8.00000,6.31040,,,-33.70590,-33.70590,-19.70350,-33.70590,18.33180,-3.93850,-7.06300
2017-09-30,0.33010,0.57250,,-0.90270,1.26910,0.36640,0.36640,0.36640,0.36640,-0.90270,-0.90270,0.47810,0.52580,1.12500,1.12500,26.06740,,,1.88360,1.88360,1.54490,1.88360,29.76130,-3.3835,-3.5122
2017-03-31,0.51600,0.30100,,-0.81700,-2.44100,-3.25800,-3.25800,-3.25800,-3.25800,-0.77600,-0.81700,0.40620,0.40620,-8.00000,-8.00000,31.14490,,,-40.26200,-40.26200,-28.44920,-40.26200,19.92110,-1.60510,-1.60760
2016-12-31,0.45430,0.32510,,-0.77940,0.16700,-0.61250,-0.61250,-0.61250,-0.61250,-0.74140,-0.77940,0.33770,0.33770,-2.59600,-2.59600,19.04200,,,-9.19330,-9.19330,-7.82190,-9.19330,19.72760,-1.676,-1.679
2016-09-30,0.63670,0.27590,,-0.91260,0.29300,-0.61960,-0.61960,-0.61960,-0.61960,-0.86960,-0.91260,0.33770,0.33770,-2.10400,-2.10400,30.05180,,,-8.37220,-8.37220,-7.19660,-8.37220,21.91590,-0.6012,-0.6011
2016-06-30,0.38790,0.26200,,-0.65000,-0.03590,-0.68590,-0.68590,-0.68590,-0.68590,-0.61000,-0.65000,0.33770,0.33770,-2.10000,-2.10000,27.55330,,,-8.81530,-8.81520,-7.31250,-8.81410,23.04410,-2.6295,-2.6296
2016-03-31,0.54800,0.20500,,-0.75300,0.28200,-0.47100,-0.47100,-0.47100,-0.47100,-0.71200,-0.75300,0.33770,0.33770,-1.20000,-1.20000,21.72180,,,-5.51330,-5.51330,-4.62490,-5.51330,25.29760,-2.52890,-2.54070
2015-12-31,0.72000,0.31000,,-1.03000,-2.49570,-3.50000,-3.50000,-0.84700,-0.84700,-1.03000,-1.03000,0.33750,0.33750,-2.50000,-2.50000,22.00000,,,-9.86030,-9.86030,-8.00570,-9.86030,,-7.7926,-7.8193
2015-09-30,0.32000,0.25000,,-0.57000,0.53870,-0.03000,-0.03000,-0.03500,-0.03500,-0.57000,-0.57000,0.33770,0.33770,-0.10000,-0.10000,30.32350,,,-0.37670,-0.37630,-0.30700,-0.37630,,0.1304,0.1312
2015-06-30,0.69000,0.15000,,-0.84000,2.24000,1.38000,1.38000,-1.38000,-1.38000,-0.80000,-0.84000,9.58930,9.58930,-0.10000,-0.10000,28.42110,,,-14.49580,-14.46540,-11.45230,-14.48060,,-0.0402,-0.041
2015-03-31,0.29000,0.16000,,-0.45000,-0.00900,-0.46000,-0.46000,-0.46800,-0.46800,-0.41000,-0.45000,5.42970,5.42970,-0.10000,-0.10000,6.36590,,,-12.66920,-12.68290,-11.38690,-12.71740,,-0.09020,-0.09020
