Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-03-31,1.69990,1.94210,,-3.64200,0.01000,-3.63190,,-3.63190,-3.63190,-3.63190,-3.64170,-3.64200,18.48140,18.48140,-0.20000,-0.20000,0.96570,,0.00830,-17.39870,-18.83010,-14.98590,-17.39870,1.11960,-0.2036,-0.2036
2018-12-31,2.11310,1.75940,,-3.87250,-0.00230,-3.87470,,-3.87470,-3.87470,-3.87470,-3.87220,-3.87250,17.76400,17.76400,-0.22000,-0.22000,1.81740,,0.00720,-16.02570,-17.15140,-13.79970,-16.02570,1.35840,-0.12150,-0.12150
2018-09-30,1.73770,1.92370,,-3.66140,0.81450,-2.84690,,-2.84690,-2.84690,-2.84690,-3.66120,-3.66140,10.73190,10.73190,-0.16000,-0.16000,3.15870,,0.00620,-10.21660,-10.83350,-9.16870,-10.21660,1.72020,-0.2291,-0.2291
2018-06-30,0.77890,1.23910,,-2.01800,-0.00390,-2.02190,,-2.02190,-2.02190,-2.02190,-2.01780,-2.01800,10.67720,10.67720,-0.19000,-0.19000,1.29430,,0.00800,-9.34540,-10.08510,-8.48620,-9.34540,2.02630,-0.1665,-0.1665
2018-03-31,3.43990,1.42710,,-4.86690,0.44530,-4.42170,,-4.42170,-4.42170,-4.42170,-4.86630,-4.86690,9.96600,9.96600,-0.44000,-0.44000,1.98010,,0.00740,-18.81420,-20.17650,-16.96490,-18.81420,2.20320,-0.3753,-0.3753
2017-12-31,0.60650,2.63630,,-3.24280,-0.00340,-3.24620,,-3.24620,-3.24620,-3.24620,-3.24210,-3.24280,8.60500,8.60500,-0.38000,-0.38000,2.85910,,0.00670,-12.55460,-13.37550,-11.40080,-12.55460,2.59190,-0.28370,-0.28370
2017-09-30,0.47450,1.92800,,-2.40250,-0.64070,-3.04330,,-3.04330,-3.04330,-3.04330,-2.40190,-2.40250,5.48250,5.48250,-0.42000,-0.42000,1.38680,,0.00790,-13.86620,-14.94690,-12.46400,-13.86620,2.62970,-0.5541,-0.5545
2017-06-30,0.19060,2.06460,,-2.25520,-0.16720,-2.42240,,-2.42240,-2.42240,-2.42240,-2.25450,-2.25520,5.04760,5.04760,-0.48000,-0.48000,0.05580,,0.46720,-20.89390,-24.20690,-11.23200,-20.89390,2.29270,-0.4714,-0.4714
2017-03-31,0.85990,1.68380,,-2.54370,-0.19960,-2.74340,,-2.74340,-2.74340,-2.74340,-2.54300,-2.54370,4.99350,4.99350,-0.55000,-0.55000,0.04670,,0.14460,-19.60650,-22.11440,-12.85880,-19.60650,2.77840,-0.1603,-0.1603
2016-12-31,1.41120,1.37370,,-2.78490,0.60900,-2.17590,,-2.17590,-2.17590,-2.17590,-2.78420,-2.78490,4.90340,4.90340,-0.44000,-0.44000,0.07760,,0.09850,-14.34950,-16.02660,-10.12880,-14.34950,3.06750,-0.26810,-0.26810
2016-09-30,1.92320,1.48330,,-3.40660,0.81700,-2.58960,,-2.58960,-2.58960,-2.58960,-3.40590,-3.40660,3.62320,3.62320,-0.64040,-0.64040,0.17220,,0.04010,-15.44520,-17.05970,-11.79750,-15.44520,3.43860,-0.7752,-0.7752
2016-06-30,0.38110,1.74530,,-2.12640,-1.48950,-3.61590,,-3.61590,-3.61590,-3.61590,-2.12640,-2.12640,4.84420,4.84420,-0.75000,-0.75000,0.41630,,0.00950,-19.91130,-21.81760,-15.71190,-19.91130,3.72770,-0.2207,-0.2207
2016-03-31,-0.20030,0.87190,,-0.67160,-0.19780,-0.86950,,-0.86950,-0.86950,-0.86950,-0.67160,-0.67160,2.48410,2.48410,-0.29990,-0.29990,0.86820,,0.03780,-4.25670,-4.61660,-3.50880,-4.25670,4.30470,-0.3289,-0.3289
2015-12-31,0.82920,0.41550,,-1.24470,0.02400,-1.22070,,-1.22070,-1.22070,-1.22070,-1.24470,-1.24470,2.29550,2.29550,-0.59970,-0.59970,0.17630,,,76.76620,76.50630,-351.90440,76.76620,-0.68700,-0.30370,-0.30370
2015-09-30,0.62220,0.34620,,-0.96840,0.06010,-0.90830,,-0.90830,-0.90830,-0.90830,-0.96840,-0.96840,2.12240,2.12240,-0.32050,-0.32050,0.53470,,,142.99440,141.78900,-122.49140,142.99460,-0.27910,-0.3444,-0.3444
2015-06-30,0.41550,0.35820,,-0.77370,-0.05120,-0.82500,,-0.82500,-0.82500,-0.82500,-0.77370,-0.77370,2.15530,2.15530,-0.44980,-0.44980,0.44660,,,69.88490,69.56660,-85.72780,69.88490,-0.53270,-0.2733,-0.2733
2015-03-31,0.28220,0.32670,,-0.60890,0.26360,-0.34530,,-0.34530,-0.34530,-0.34530,-0.60890,-0.60890,2.07750,2.07750,-0.14990,-0.14990,0.45160,,,37.60990,37.38990,-45.08850,37.60990,-0.43580,-0.1394,-0.1394
2014-12-31,0.47710,0.40180,,-0.87890,0.05520,-0.82370,,-0.82370,-0.82370,-0.82370,-0.87890,-0.87890,2.00350,2.00350,-0.44980,-0.44980,0.49640,,,100.01970,99.36800,-100.13010,100.01970,-0.39730,-0.36680,-0.36680
2014-09-30,-0.43680,0.54030,,-0.10350,0.02530,-0.07820,,-0.07820,-0.07820,-0.07820,-0.11400,-0.10350,1.28880,1.28880,0.00000,0.00000,0.67500,,-0.80870,10.53380,10.45770,-5.01800,10.53380,-0.37050,0.3644,0.3644
2014-06-30,,0.00130,,-0.00130,-0.03360,-0.03490,,-0.03490,-0.03490,-0.03490,0.00220,-0.00130,1.19010,1.19010,0.00000,0.00000,,,-0.93130,111.25640,111.25640,,111.25640,-0.02610,-0.0385,-0.0385
2014-03-31,,0.04980,,-0.04980,-0.04050,-0.09030,,-0.09030,-0.09030,-0.09030,-0.03930,-0.04980,1.18440,1.18440,-0.14990,-0.14990,,,-0.96620,360.33770,360.33770,,360.33770,-0.02090,-0.0274,-0.0274
2013-12-31,,0.68880,,-1.16910,-0.10280,-1.27190,,-1.27190,-1.27190,-1.27190,-0.48870,-1.16910,1.18440,1.18440,-1.03610,-1.03610,0.28330,,-1.37700,3551.15900,3551.16000,-8981.74700,3551.15900,-0.01250,-0.44060,-0.44060
2013-09-30,,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.011,0.011
2013-06-30,,0.00020,-0.00320,-0.00340,-0.00100,-0.00440,,-0.00440,-0.00440,-0.00440,-0.00340,-0.00340,1.20060,1.20060,-0.00370,-0.00370,,,,,,,,,-0.0027,-0.0027
2013-03-31,,0.00070,-0.00870,-0.00930,-0.00090,-0.01020,,-0.01020,-0.01020,-0.01020,-0.00930,-0.00930,1.20060,1.20060,-0.00850,-0.00850,,,,,,,,,-0.0081,-0.0081
2012-12-31,,0.00060,,-0.00060,-0.00080,-0.00140,,-0.00140,-0.00140,-0.00140,-0.00060,-0.00060,1.20060,1.20060,-0.00120,-0.00120,,,,,,,,,-0.00020,-0.00020
