Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-12-31,2.62190,6.71890,,-9.34080,0.25360,-9.08720,0.14400,-9.23120,-9.23120,-9.23120,-9.28980,-9.34080,158.95590,158.95590,-0.06000,-0.06000,5.05660,,,-10.81760,-12.14820,-9.47760,-10.81760,0.53680,-0.03860,-0.03860
2023-09-30,2.88270,7.24200,,-10.12470,0.32480,-9.79990,0.14400,-9.94390,-9.94390,-11.09510,-10.07480,-10.12470,151.29470,151.29470,-0.07000,-0.07000,5.94750,,,-10.87580,-12.11420,-9.59730,-10.87580,0.57560,-0.0473,-0.0473
2023-06-30,3.76470,4.90740,,-8.67210,0.33680,-8.33530,0.14400,-8.47930,-8.47930,-8.47930,-8.62310,-8.67210,153.77540,153.77540,-0.06000,-0.06000,7.09980,,,-8.62600,-9.53230,-7.68020,-8.62600,0.61880,-0.0581,-0.0581
2023-03-31,4.72690,5.95840,,-10.68530,0.30330,-10.38200,0.14400,-10.52600,-10.52600,-10.52600,-10.63720,-10.68530,146.25190,146.25190,-0.07000,-0.07000,5.62040,,,-11.46540,-12.76510,-10.09780,-11.46540,0.62730,-0.0537,-0.0537
2022-12-31,3.44550,3.80440,,-7.24990,3.80020,-3.44960,0.14400,-3.59360,-3.59360,-3.59360,-7.20270,-7.24990,146.21110,146.21110,-0.02000,-0.02000,9.32680,,,-3.55690,-3.91950,-3.21710,-3.55690,0.69100,-0.03300,-0.03300
2022-09-30,3.85720,3.69230,,-7.54960,0.13480,-7.41470,,-7.99070,-7.99070,-7.99070,-7.50330,-7.54960,146.08240,146.08240,-0.06000,-0.06000,9.83760,,,-7.72600,-8.49360,-7.00950,-7.72600,0.70740,-0.0434,-0.0434
2022-06-30,4.88820,4.02850,,-8.91670,0.05300,-8.86360,0.00000,-8.86360,-8.86360,-8.86360,-8.87130,-8.91670,146.12960,146.12960,-0.06000,-0.06000,11.39500,,,-8.03330,-8.77680,-7.36700,-8.03330,0.75510,-0.0527,-0.0527
2022-03-31,3.45220,4.13840,,-7.59060,0.02960,-7.56110,,-7.56110,-7.56110,-7.56110,-7.54620,-7.59060,146.04190,146.04190,-0.05000,-0.05000,14.48540,,,-6.39710,-6.94640,-5.91700,-6.39710,0.80880,-0.0661,-0.0661
2021-12-31,5.45780,3.80140,,-9.25920,0.03400,-9.22520,,-9.22520,-9.22520,-9.22520,-9.21560,-9.25920,146.01220,146.01220,-0.06000,-0.06000,9.25490,,,-7.40640,-8.00720,-6.70850,-7.40640,0.85300,-0.03190,-0.03190
2021-09-30,2.29420,2.90900,,-5.20320,0.24220,-4.96110,,-4.96110,-4.96110,-4.96110,-5.16050,-5.20320,108.59910,108.59910,0.01000,0.01000,18.28450,,,-3.73620,-4.01920,-3.48320,-3.73620,0.90960,-0.0873,-0.0873
2021-06-30,2.20370,3.78070,,-5.98440,0.16040,-5.82400,,-5.82400,-5.82400,-7.27490,-5.94270,-5.98440,137.15130,137.15130,-0.05000,-0.05000,32.47930,,0.00120,-4.24240,-4.55230,-3.97290,-4.24240,0.94040,0.0081,0.008
2021-03-31,1.55130,2.63650,,-4.18780,0.06540,-4.12240,,-4.12240,-4.12240,-4.12240,-4.14720,-4.18780,95.99740,95.99740,-0.04000,-0.04000,35.17140,0.00130,0.00270,-3.27800,-3.54110,-3.06120,-3.27370,0.93360,0.028,0.028
2020-12-31,6.19120,1.96520,,-8.15640,0.00950,-8.14690,,-8.14690,-8.14690,-8.14690,-8.11660,-8.15640,55.57700,55.57700,-0.15000,-0.15000,1.57250,0.00630,0.01310,-31.57610,-49.51310,-23.07140,-31.37600,0.46420,-0.17210,-0.17210
2020-09-30,1.48810,2.65270,,-4.14080,0.02010,-4.12060,,-4.12060,-4.12060,-4.12060,-4.10160,-4.14080,39.16530,39.16530,-0.06000,-0.06000,3.41260,0.00490,0.01000,-12.23800,-16.94070,-9.41350,-12.17850,0.60580,-0.106,-0.106
2020-06-30,2.64420,2.04460,,-4.68890,0.00880,-4.68010,,-4.68010,-4.68010,-4.68010,-4.65790,-4.68890,41.60040,41.60040,-0.11000,-0.11000,2.37370,0.00570,0.01170,-16.28320,-24.13020,-12.18790,-16.19050,0.62060,-0.0471,-0.0471
2020-03-31,2.01590,2.41720,,-4.43310,0.00810,-4.42500,,-4.42500,-4.42500,-4.42500,-4.38560,-4.43310,34.31880,34.31880,-0.13000,-0.13000,1.41160,,0.00770,-19.71590,-21.21580,-16.70260,-19.71590,0.58940,-0.104,-0.104
2019-12-31,2.66450,1.78340,,-4.44790,0.12560,-4.32240,,-4.32240,-4.32240,-4.32240,-4.41320,-4.44790,29.19800,29.19800,-0.15000,-0.15000,0.78110,,0.00850,-21.21220,-23.00360,-17.30140,-21.21220,0.67520,-0.17520,-0.17520
2019-09-30,2.01770,1.63950,,-3.65720,0.00730,-3.64990,,-3.64990,-3.64990,-3.64990,-3.65700,-3.65720,20.16190,20.16190,-0.15000,-0.15000,1.72360,,0.00640,-13.44210,-20.49810,-9.93270,-13.44210,0.93860,-0.1837,-0.1837
2019-06-30,2.76630,1.66050,,-4.42670,0.02110,-4.40560,,-4.40560,-4.40560,-4.40560,-4.42650,-4.42670,22.00040,22.00040,-0.20000,-0.20000,1.12870,,0.00800,-20.48430,-22.11600,-17.24640,-20.48430,0.97420,-0.1081,-0.1081
