Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-12-31,6.47030,2.25380,-8.78140,0.38000,-8.40140,-8.40140,-8.40140,-8.40140,-8.69330,-8.78140,38.17100,38.17100,-0.22000,-0.22000,1.47060,,1.36100,-112.15030,-126.85030,-39.09430,-112.15030,0.18800,-0.1424,-0.1424
2023-09-30,8.87570,1.94280,-10.87580,0.16540,-10.71050,-10.71050,-10.71050,-10.71050,-10.78070,-10.87580,36.74300,36.74300,-0.29000,-0.29000,1.72300,0.28240,1.63070,-141.89920,-161.72920,-45.07740,-101.83120,0.20460,-0.33140,-0.33140
2023-06-30,8.29980,2.61960,-10.97680,1.86490,-9.11190,-9.11190,-9.11190,-9.11190,-10.83940,-10.97680,32.48300,32.48300,-0.24000,-0.24000,2.34850,0.25420,0.93430,-59.39870,-63.46470,-25.95640,-44.30250,0.42110,-0.4193,-0.4193
2023-03-31,11.19680,2.52030,-13.77450,-1.26670,-15.04120,-15.04120,-15.04120,-15.04120,-13.67460,-13.77450,35.32600,35.32600,-0.43000,-0.43000,2.75220,0.25430,0.63530,-69.25590,-72.73950,-33.28970,-51.64550,0.60110,-0.2671,-0.2671
2022-12-31,7.03290,4.40460,-11.49480,-4.19220,-15.68700,-15.68700,-15.68700,-15.68700,-11.39490,-11.49480,31.16900,31.16900,-0.50000,-0.50000,5.89840,0.33720,0.50870,-60.17710,-62.82200,-33.24080,-39.88650,0.75550,-0.214,-0.214
2022-09-30,6.76990,2.00710,-8.83430,-1.58140,-10.41570,-10.41570,-10.41570,-10.41570,-8.73440,-8.83430,27.21200,27.21200,-0.38000,-0.38000,5.27150,0.68100,2.13480,-174.73280,-216.71930,-45.56560,-55.73970,0.19760,-0.33880,-0.33880
2022-06-30,5.87280,3.36180,-9.29180,1.20310,-8.08880,-8.08880,-8.08880,-8.08880,-9.18390,-9.29180,24.66300,24.66300,-0.33000,-0.33000,4.50440,0.76780,3.30670,-220.34540,-328.97810,-40.21340,-51.16350,0.14690,-0.2446,-0.2446
2022-03-31,3.57710,2.11430,-5.74880,-1.29180,-7.04060,-7.04060,-7.04060,-7.04060,-5.64890,-5.74880,24.98400,24.98400,-0.28000,-0.28000,5.74230,0.53870,1.16780,-70.72620,-81.06430,-26.88460,-32.62620,0.39840,-0.2353,-0.2353
2021-12-31,4.71370,1.89400,-6.66500,1.25070,-5.41430,-5.41430,-5.41430,-5.41430,-6.59350,-6.66500,24.96200,24.96200,-0.22000,-0.22000,7.00860,0.40890,0.69160,-33.70230,-36.73660,-16.98690,-19.92300,0.64300,-0.1832,-0.1832
2021-09-30,3.09480,2.39520,-5.54730,0.00650,-5.54080,-5.54080,-5.54080,-5.54080,-5.48990,-5.54730,23.72000,23.72000,-0.23000,-0.23000,16.34420,,,-27.38300,-29.39380,-25.21030,-27.38300,0.81060,-0.10690,-0.10690
