Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-04-30,1660.34800,857.83300,802.51500,478.68700,478.68700,323.82800,16.05300,339.88100,74.21500,265.66600,265.66600,265.66600,380.82400,323.82800,64.20600,65.31500,4.14000,4.07000,1.55380,,,48.33410,19.50360,19.50360,20.47050,16.00060,0.32180,0.70400,14.41090,6.24530,12.02350,12.45930,5.14860,12.02350,34.34350,3.47220,2.86730
2024-01-31,2278.93700,1230.32200,1048.61500,590.52390,590.52400,458.09120,13.14700,471.23790,116.79900,354.43890,354.43890,354.43900,524.65420,458.09080,64.57400,65.27200,5.49000,5.42000,1.44650,,,46.01340,20.10110,20.10110,20.67800,15.55280,0.43210,0.98710,18.54090,4.85410,16.65710,17.28500,6.72110,16.65710,33.16960,10.2207,9.4151
2023-10-31,1853.65000,1031.29000,822.36000,507.28300,507.28300,315.07700,7.18200,322.25900,84.97400,237.28500,237.28500,237.28500,370.26100,315.07700,64.14200,64.77400,3.70000,3.66000,1.31210,,,44.36440,16.99770,16.99770,17.38510,12.80100,0.37960,0.73830,14.92020,6.03210,13.08630,13.66880,4.85860,13.08630,28.27210,4.4413,3.7991
2023-07-31,1862.61400,1105.04700,757.56700,486.01900,486.01900,271.54800,3.33500,274.88300,73.37600,201.50700,201.50700,201.50700,326.78900,271.54800,64.16300,64.52600,3.14000,3.12000,1.22130,,,40.67230,14.57890,14.57890,14.75790,10.81850,0.40740,0.84950,15.91370,5.65550,12.43140,13.05410,4.40760,12.43140,25.27020,5.945,5.2557
2023-04-30,1755.45100,1080.39200,675.05910,475.58200,475.58200,199.47710,5.49800,204.97500,48.44400,156.53100,156.53100,156.53100,255.07910,199.47710,65.84900,66.69600,2.38000,2.35000,1.11580,,,38.45500,11.36330,11.36330,11.67650,8.91690,0.39260,0.77080,16.07510,5.59870,10.67140,11.26530,3.50100,10.67140,22.83990,5.13560,4.38550
2023-01-31,2453.07900,1443.22900,1009.84900,540.06290,540.06300,469.78650,1.38300,471.17000,116.17700,354.99310,354.99310,354.99300,526.52950,469.78670,68.02100,69.10000,5.30000,5.23000,1.24420,,,41.16660,19.15090,19.15090,19.20730,14.47130,0.52610,0.99110,21.20480,4.24430,20.86900,21.86260,7.61290,20.86900,25.68560,6.5324,4.874
2022-10-31,2192.57400,1282.04800,910.52600,570.89300,570.89300,339.63310,0.37000,340.00300,88.28000,251.72300,251.72300,251.72300,394.58810,339.63310,66.70400,67.61700,3.77000,3.72000,1.11110,,,41.52770,15.49020,15.49020,15.50700,11.48070,0.47730,0.75960,17.42320,5.16550,17.81560,18.95950,5.47940,17.81560,21.22930,3.151,1.8351
2022-07-31,2137.53700,1208.72800,928.80910,563.28800,563.28800,365.52100,0.34400,365.86500,98.79000,267.07500,267.07500,267.07500,417.72500,365.52100,68.18000,69.08100,3.92000,3.87000,1.06500,,,43.45230,17.10010,17.10010,17.11620,12.49450,0.49490,0.78370,16.01150,5.62100,20.89330,22.38670,6.18350,20.89330,19.06260,3.013,1.8425
2022-04-30,1891.22700,1062.67900,828.54810,505.06700,505.06700,323.48110,0.16300,323.64400,69.53100,254.11300,254.11300,254.11300,373.73210,323.48110,70.85100,72.65200,3.59000,3.50000,1.10620,,,43.81010,17.10430,17.10430,17.11290,13.43640,0.44910,0.76120,15.38260,5.85080,19.40170,20.75330,6.03490,19.40170,18.92170,2.53980,1.55990
2022-01-31,2501.02900,1375.79200,1125.23600,600.66480,600.66500,524.57130,0.08900,524.66090,121.72000,402.94090,402.94090,402.94100,578.10630,524.57130,74.27200,76.35400,5.50000,5.35000,1.31170,,,44.99100,20.97420,20.97420,20.97780,16.11100,0.54070,1.10380,18.99280,4.73860,24.21220,25.52110,8.71110,24.21220,23.11980,7.5771,6.4672
2021-10-31,2047.53900,1152.05400,895.48500,565.21800,565.21800,330.26700,-0.12100,330.14600,80.62200,249.52400,249.52400,249.52400,378.38600,330.26700,74.01000,75.94300,3.37000,3.29000,1.28680,,,43.73470,16.13000,16.13000,16.12400,12.18650,0.45730,0.90570,14.67650,6.13220,16.16750,17.11440,5.57310,16.16750,21.04810,4.1696,3.335
2021-07-31,1948.33900,1089.95100,858.38790,535.28800,535.28800,323.10000,0.03900,323.13900,77.06900,246.07000,246.07000,246.07000,370.71900,323.10000,74.78600,76.58400,3.29000,3.21000,1.31350,,,44.05740,16.58340,16.58340,16.58540,12.62970,0.45900,0.93110,13.73870,6.55080,16.11760,17.07280,5.79670,16.11760,20.51330,3.1674,2.685
2021-04-30,1749.02900,996.17600,752.85300,477.67600,477.67600,275.17700,-1.87200,273.30500,45.50300,227.80200,227.80200,227.80200,321.99100,275.17700,75.80000,78.48500,3.01000,2.90000,1.28280,,,43.04410,15.73310,15.73310,15.62610,13.02450,0.42550,0.91600,12.27740,7.33050,15.73980,16.72730,5.54230,15.73980,19.23700,3.04370,2.50390
2021-01-31,2292.67300,1327.44900,965.22400,563.13700,563.13700,402.08680,-2.26400,399.82300,90.86800,308.95500,308.95500,308.95500,449.15680,402.08680,77.26000,79.05500,4.02000,3.92000,1.33500,,0.18130,42.10040,17.53790,17.53790,17.43920,13.47580,0.49180,1.31910,15.95150,5.64210,18.71110,19.73220,6.62790,18.71110,21.62940,6.9668,6.3968
