Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,28.64210,5.03480,,-33.67690,3.56460,-30.11220,1.09760,-31.20980,-31.20980,-31.20980,-33.63650,-33.67690,275.88700,275.88700,-0.11000,-0.11000,5.62320,0.05310,0.05600,-15.44700,-15.44700,-11.93260,-14.62750,0.75050,-0.081,-0.081
2023-06-30,21.82130,6.63310,,-28.45440,-2.65260,-31.10700,0.30300,-31.41000,-31.41000,-31.41000,-28.37330,-28.45440,275.63200,275.63200,-0.11000,-0.11000,7.01770,,,-13.55410,-13.55410,-11.55390,-13.55410,0.86100,-0.1005,-0.1009
2023-03-31,21.52830,6.15430,,-27.68270,2.08440,-25.59830,0.17370,-25.77200,-25.77200,-25.77200,-27.66060,-27.68270,275.49400,275.49400,-0.09000,-0.09000,8.99280,,,-9.81800,-9.81800,-8.69680,-9.81800,0.97550,-0.07220,-0.07240
2022-12-31,18.02670,8.96390,,-26.99060,7.24940,-19.74120,0.31290,-20.05410,-20.05410,-20.05410,-26.99060,-26.99060,254.13100,254.13100,-0.06000,-0.06000,12.52180,,,-6.98940,-6.98940,-6.40960,-6.98940,1.06630,-0.0917,-0.092
2022-09-30,14.29890,6.84500,-17.42420,-38.56820,2.31390,-36.25430,0.49040,-36.74470,-36.74470,-36.74470,-38.56820,-38.56820,272.04000,272.04000,-0.14000,-0.14000,11.88940,,,-12.06030,-12.06030,-11.01690,-12.06030,1.14380,-0.0545,-0.056
2022-06-30,10.41730,15.72890,-87.35200,-113.49820,6.40640,-107.09190,0.12970,-107.22160,-107.22160,-107.22160,-113.49820,-113.49820,248.99000,248.99000,-0.43000,-0.43000,14.39350,,,-34.85180,-34.85180,-32.37330,-34.85180,1.16390,-0.0785,-0.0785
2022-03-31,9.11470,1.31800,,-10.43270,0.42270,-10.01000,,-10.01000,-10.01000,-10.01000,-10.43270,-10.43270,200.00000,200.00000,-0.05000,-0.05000,0.01870,,-0.00490,32.95490,32.95490,-4.22260,32.95490,-5.28260,-0.00930,-0.00930
2021-12-31,8.53500,1.87640,,-10.41140,-12.14100,-22.55240,,-22.55240,-22.55240,-22.55240,-10.36930,-10.41140,220.00000,220.00000,-0.45000,-0.45000,2.05250,,,-210.78230,-210.78240,-104.55130,-210.78240,0.04860,-0.0338,-0.0338
2021-09-30,2.80600,0.93910,,-3.74510,-0.01400,-3.75910,,-3.75910,-3.75910,-3.75910,-3.73330,-3.74510,220.00000,220.00000,-0.02000,-0.02000,0.30100,,,12.38680,12.38680,-1.59390,12.38680,-5.27780,-0.0109,-0.0109
2021-06-30,1.93880,1.70630,,-3.64510,-0.04630,-3.69140,,-3.69140,-3.69140,-3.69140,-3.64510,-3.64510,220.00000,220.00000,-0.02000,-0.02000,0.59900,,,10.23550,10.23550,-1.56310,10.23550,-6.27210,0.0585,0.0585
2021-03-31,,0.37720,,-0.37720,12.12420,11.74710,,11.74710,11.74710,11.74710,-0.37720,-0.37720,5.75000,5.75000,0.41000,0.41000,7.43550,,,-34.11930,-34.11940,5.01800,-34.11930,-5.98770,-0.08150,-0.08150
2020-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
2020-09-30,,,-0.00100,-0.00100,,-0.00100,,-0.00100,-0.00100,-0.00100,-0.00100,-0.00100,5.75000,5.75000,0.00000,0.00000,,,2.50000,-4.16670,-4.16670,-0.75270,-4.16670,0.00420,0,0
