Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,7.00000,7.00000,23.73800,8.78900,-25.52700,2.42400,-23.10300,-23.10300,-23.10300,-23.10300,-26.95700,-25.52700,72.68200,72.68200,-0.32000,-0.32000,13.82650,0.04430,0.04630,100.00000,-364.67140,-364.67140,-330.04290,-330.04290,0.02810,1.00000,90.00000,-10.69610,-10.69610,-9.26620,-10.22240,2.97130,-0.2762,-0.2779
2023-06-30,,,20.99900,5.78500,-26.78400,2.47600,-24.30800,-24.30800,-24.30800,-24.30800,-28.29500,-26.78400,72.46200,72.46200,-0.34000,-0.34000,17.72610,0.04110,0.04280,,,,,,,,,-10.46510,-10.46510,-9.22930,-10.03510,3.20240,-0.2976,-0.3166
2023-03-31,,,18.31800,6.20600,-24.52400,2.32500,-22.19900,-22.19900,-22.19900,-22.19900,-25.91900,-24.52400,72.32800,72.32800,-0.31000,-0.31000,19.43950,0.03770,0.03920,,,,,,,,,-8.79200,-8.79200,-7.81160,-8.46050,3.56540,-0.28840,-0.29250
2022-12-31,,,14.85900,5.17500,-20.03400,1.85300,-18.18100,-18.18100,-18.18100,-18.18100,-21.61900,-20.03400,67.36900,67.36900,-0.25000,-0.25000,25.98180,0.03520,0.03640,,,,,,,,,-6.73690,-6.73690,-6.06910,-6.50000,3.94010,-0.2781,-0.2843
2022-09-30,,,13.86000,5.06700,-18.92700,1.08000,-17.84700,-17.84700,-17.84700,-17.84700,-19.04100,-18.92700,72.15400,72.15400,-0.25000,-0.25000,31.15450,0.03340,0.03450,,,,,,,,,-6.30220,-6.30220,-5.85590,-6.09180,4.14190,-0.1815,-0.1889
2022-06-30,,,11.34600,4.97700,-16.32300,0.13600,-16.18700,-16.18700,-16.18700,-16.18700,-15.59900,-16.32300,64.28000,64.28000,-0.25000,-0.25000,39.64450,0.03170,0.03270,,,,,,,,,-5.44350,-5.44350,-5.09820,-5.27110,4.35110,-0.1943,-0.1967
2022-03-31,,,10.94400,4.93400,-15.87800,-0.14600,-16.02400,-16.02400,-16.02400,-16.02400,-15.06900,-15.87800,60.63000,60.63000,-0.26000,-0.26000,35.25310,0.04000,0.04160,,,,,,,,,-6.89750,-6.89750,-6.36210,-6.62180,3.90020,-0.21960,-0.22700
2021-12-31,,,9.78100,4.32200,-14.10300,-0.10900,-14.21200,-14.21200,-14.21200,-14.21200,-13.30800,-14.10300,52.75900,52.75900,-0.26000,-0.26000,25.77380,0.04660,0.04890,,,,,,,,,-7.21880,-7.21880,-6.52130,-6.88240,3.49940,-0.202,-0.2069
2021-09-30,,,10.52700,3.97200,-14.49900,0.03700,-14.46200,-14.46200,-14.46200,-14.46200,-13.71300,-14.49900,52.04900,52.04900,-0.28000,-0.28000,15.84770,,,,,,,,,,,-12.10400,-12.10400,-11.04910,-12.10400,2.45860,-0.1901,-0.1906
2021-06-30,,,9.34100,3.66800,-13.00900,0.04700,-12.96200,-12.96200,-12.96200,-12.96200,-12.10500,-13.00900,51.90500,51.90500,-0.25000,-0.25000,22.43370,,,,,,,,,,,-9.97950,-9.97950,-9.28030,-9.97950,2.69780,-0.2486,-0.2491
2021-03-31,,,9.28600,3.76200,-13.04800,0.05400,-12.99400,-12.99400,-12.99400,-12.99400,-12.16200,-13.04800,51.05800,51.05800,-0.25000,-0.25000,19.26700,,,,,,,,,,,-9.23940,-9.23940,-8.52980,-9.23940,2.92510,-0.16370,-0.16370
2020-12-31,,,8.11700,2.95100,-11.06800,0.12700,-10.94100,-10.94100,-10.94100,-10.94100,-10.29200,-11.06800,44.00400,44.00400,-0.20000,-0.20000,22.47920,,,,,,,,,,,-7.76080,-7.76080,-7.20550,-7.76080,3.04090,-0.2868,-0.289
2020-09-30,,,8.25900,3.29200,-11.55100,0.26200,-11.28900,-11.28900,-11.28900,-11.28900,-11.01400,-11.55100,49.99900,49.99900,-0.23000,-0.23000,24.83630,,,,,,,,,,,-7.50980,-7.50980,-7.00270,-7.50980,3.24900,-0.1246,-0.1242
