Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-03-31,265.78200,226.21500,39.56700,42.41400,44.26600,-4.69900,3.29600,-1.40300,-1.26700,-0.13600,-0.13600,-0.13600,-2.84700,-4.69900,6.57000,6.57000,-0.02000,-0.02000,1.22500,,,14.88700,-1.76800,-1.76800,-0.52790,-0.05120,0.35540,1.27720,70.46580,-0.07170,-0.09590,-0.01820,-0.07170,29.00690,1.36670,0.94370
2023-12-31,276.68200,211.06900,65.61310,45.57800,47.41500,18.19800,1.50700,19.70500,5.14700,14.55800,14.55800,14.55800,20.03500,18.19800,6.73100,6.84900,2.16000,2.12000,1.30370,,,23.71420,6.57720,6.57720,7.12190,5.26160,0.38350,1.54230,58.35390,7.31040,9.62070,2.01760,7.31040,30.30130,8.3434,7.8111
2023-09-30,273.32800,204.99900,68.32900,44.16000,46.02700,22.30200,2.37000,24.67200,6.45300,18.21900,18.21900,18.21900,24.16900,22.30200,6.69900,6.79500,2.72000,2.68000,1.25320,0.11440,0.23360,24.99890,8.15940,8.15940,9.02650,6.66560,0.39610,1.33190,67.57280,10.09670,13.73710,2.64040,8.94200,27.27010,4.8456,4.5131
2023-06-30,264.63000,197.58400,67.04600,43.80800,45.53700,21.50900,2.14800,23.65700,6.64100,17.01600,17.01600,17.01600,23.23800,21.50900,6.75100,6.87500,2.52000,2.47000,1.24370,,,25.33580,8.12800,8.12800,8.93970,6.43010,0.39390,1.33610,67.35800,9.56120,13.07430,2.53250,9.56120,26.61820,0.4219,0.0062
2023-03-31,254.66700,213.12300,41.54400,41.22600,42.90300,-1.35900,2.31300,0.95400,0.13500,0.81900,0.81900,0.81900,0.31800,-1.35900,6.86600,6.98500,0.12000,0.12000,1.32840,,,16.31310,-0.53360,-0.53360,0.37460,0.32160,0.37650,1.35450,66.44430,0.47210,0.65180,0.12110,0.47210,25.51150,-3.79600,-4.22480
2022-12-31,271.95010,211.24400,60.70610,44.20400,45.84710,14.85900,1.57000,16.42900,4.90100,11.52800,11.52800,11.52800,16.50200,14.85900,7.13000,7.22600,1.59000,1.57000,1.35740,,,22.32250,5.46390,5.46390,6.04120,4.23900,0.39590,1.65990,54.22110,6.48220,8.86620,1.67820,6.48220,25.88300,4.2734,3.6706
2022-09-30,273.82200,206.92100,66.90100,43.00100,44.55500,22.34600,1.56800,23.91400,6.47600,17.43800,17.43800,17.43800,23.90000,22.34600,7.03600,7.12700,2.48000,2.45000,1.34830,,,24.43230,8.16080,8.16080,8.73340,6.36840,0.39290,1.40760,63.94060,10.17610,14.11490,2.50190,10.17610,24.61410,4.7266,4.2776
2022-06-30,262.17900,195.29400,66.88500,42.27200,43.79500,23.09000,1.55400,24.64400,6.63000,18.01400,18.01400,18.01400,24.61300,23.09000,7.16200,7.25700,2.52000,2.48000,1.30980,,,25.51120,8.80700,8.80700,9.39970,6.87090,0.34670,0.98240,91.61030,10.32330,14.22030,2.38190,10.32330,23.85810,-1.1139,-1.369
2022-03-31,246.37500,206.02200,40.35300,40.16500,41.67300,-1.32000,1.63600,0.31600,0.02800,0.28800,0.28800,0.28800,0.18800,-1.32000,7.40600,7.47400,0.04000,0.04000,1.31760,,,16.37870,-0.53580,-0.53580,0.12830,0.11690,0.31400,0.96130,93.62410,0.15510,0.20890,0.03670,0.15510,25.39130,-4.04190,-4.94550
2021-12-31,256.56800,200.63300,55.93500,41.32000,42.67890,13.25610,1.61600,14.87200,4.25800,10.61400,10.61400,10.61400,14.61510,13.25610,7.54000,7.62100,1.41000,1.40000,1.28960,,0.01680,21.80120,5.16670,5.16670,5.79650,4.13690,0.34350,1.64780,54.61960,5.08990,6.60440,1.42100,5.08990,28.12270,5.8989,5.6659
2021-09-30,246.95000,186.71500,60.23500,41.17000,42.51200,17.72300,1.77900,19.50200,4.57300,14.92900,14.92900,14.92900,19.06500,17.72300,7.54500,7.60700,1.98000,1.96000,1.29780,,0.01720,24.39160,7.17680,7.17680,7.89710,6.04540,0.30530,1.02030,88.20510,7.19010,9.34150,1.84540,7.19010,27.66600,-8.2702,-8.5079
2021-06-30,233.20300,175.73000,57.47300,35.66200,36.99000,20.48300,1.87300,22.35600,5.26600,17.09000,17.09000,17.09000,21.81100,20.48300,7.55400,7.64500,2.26000,2.24000,1.13660,0.01680,0.01820,24.64510,8.78330,8.78330,9.58650,7.32840,0.26930,1.01580,88.60450,8.56980,11.27290,1.97320,8.42610,26.50830,1.3835,1.1968
2021-03-31,218.44500,187.58000,30.86500,37.10700,38.40400,-7.53900,1.47000,-6.06900,-1.51500,-4.55400,-4.55400,-4.55400,-6.24200,-7.53900,7.57600,7.57600,-0.60000,-0.60000,1.27670,0.01840,0.01990,14.12940,-3.45120,-3.45120,-2.77830,-2.08470,0.25920,1.01300,88.84390,-2.46850,-3.33220,-0.54040,-2.42310,24.42220,-1.04070,-1.27570
2020-12-31,233.17600,182.19700,50.97900,40.95900,42.29090,8.68800,0.75600,9.44400,2.29300,7.15100,7.15100,7.15100,10.02000,8.68800,7.57700,7.68800,0.97000,0.93000,1.40340,0.01740,0.01880,21.86290,3.72600,3.72590,4.05020,3.06680,0.30090,1.86550,48.24340,3.60730,4.75420,0.92280,3.54460,26.20080,6.5987,6.3786
2020-09-30,227.51300,168.27900,59.23400,35.58700,36.92800,22.30600,1.29400,23.60000,5.08900,18.51100,18.51100,18.51100,23.64700,22.30600,7.63900,7.70900,2.42000,2.40000,1.34820,0.01770,0.01920,26.03540,9.80430,9.80430,10.37300,8.13620,0.27630,1.06260,84.69490,9.38160,12.38260,2.24840,9.21510,25.80590,4.729,4.5778
2020-06-30,201.03100,154.38800,46.64300,33.25500,34.42600,12.21700,1.66600,13.88300,2.37300,11.51000,11.51000,11.51000,13.38800,12.21700,7.55700,7.64700,1.52000,1.51000,1.33390,0.01970,0.02140,23.20190,6.07720,6.07720,6.90590,5.72550,0.26030,1.04760,85.90720,6.39840,8.71520,1.49030,6.27220,23.67570,-15.0971,-15.3885
2020-03-31,219.10400,193.05300,26.05100,32.11500,33.11500,-7.06400,2.73300,-4.33100,-0.92400,-3.40700,-3.40700,-3.40700,-6.06400,-7.06400,7.52100,7.52100,-0.45000,-0.45000,1.16030,0.02230,0.02420,11.88980,-3.22400,-3.22400,-1.97670,-1.55500,0.25490,1.30240,69.10160,-2.11250,-3.00290,-0.39640,-2.06550,21.48910,0.13840,-0.31880
2019-12-31,245.15200,191.12900,54.02300,40.36200,41.33900,12.68400,2.70400,15.38800,3.67400,11.71400,11.71400,11.71400,13.66100,12.68400,7.45100,7.69900,1.57000,1.53000,1.23890,0.02130,0.02300,22.03650,5.17390,5.17390,6.27690,4.77830,0.28480,1.48670,60.53650,6.81840,9.44840,1.36060,6.67350,22.86390,2.559,2.1514
