Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,,,6.36900,3.84700,-10.21600,0.26100,-9.95500,,-9.95500,-9.95500,-9.95500,-10.19200,-10.21600,37.86300,37.86300,-0.26000,-0.26000,6.30460,,,,,,,,,-24.63620,-24.63620,-20.79200,-24.63620,1.11370,-0.0139,-0.0157
2023-06-30,,,7.13900,1.89500,-9.03400,0.13800,-8.89600,,-8.89600,-8.89600,-8.89600,-9.03400,-9.03400,21.04680,21.04680,-0.42000,-0.42000,4.88050,,,,,,,,,-35.74990,-35.74990,-28.52750,-35.74990,1.18210,-0.2597,-0.2597
2023-03-31,,,4.78700,2.06800,-6.85500,0.10200,-6.75300,,-6.75300,-6.75300,-6.75300,-6.85500,-6.85500,21.00700,21.00700,-0.32000,-0.32000,9.64650,,,,,,,,,-20.49590,-20.49590,-18.39650,-20.49590,1.56840,-0.24770,-0.24770
2022-12-31,,,2.48800,2.45100,-4.93900,0.06200,-4.87700,,-4.87700,-4.87700,-4.87700,-4.93900,-4.93900,17.38400,17.38400,-0.24000,-0.24000,13.05790,,,,,,,,,-12.56380,-12.56380,-11.61270,-12.56380,1.84850,-0.1912,-0.1912
2022-09-30,,,1.37900,2.04400,-3.42300,0.02300,-3.40000,,-3.40000,-3.40000,-3.40000,-3.42300,-3.42300,18.92700,18.92700,-0.18000,-0.18000,19.44790,,,,,,,,,-7.93740,-7.93740,-7.53410,-7.93740,2.03980,-0.0525,-0.0525
2022-06-30,,,1.03400,1.98600,-3.02000,-0.01500,-3.03500,,-3.03500,-3.03500,-3.03500,-3.02000,-3.02000,14.76130,14.76130,-0.21000,-0.21000,25.67480,,,,,,,,,-7.94360,-7.94360,-7.64100,-7.94360,2.58840,-0.0933,-0.0933
2022-03-31,,,0.69300,1.82100,-2.51400,-0.05300,-2.56700,,-2.56700,-2.56700,-2.56700,-2.51400,-2.51400,14.76000,14.76000,-0.17000,-0.17000,32.17440,,,,,,,,,-6.40980,-6.40980,-6.21490,-6.40980,2.71310,-0.13380,-0.13380
2021-12-31,,,1.35200,1.94700,-3.29900,-0.04200,-3.34100,,-3.34100,-3.34100,-3.34100,-3.29900,-3.29900,13.96800,13.96800,-0.22000,-0.22000,24.18660,,,,,,,,,-8.04130,-8.04130,-7.71490,-8.04130,2.81610,-0.2744,-0.2744
2021-09-30,,,5.65600,2.04300,-7.69900,-0.05200,-7.75100,,-7.75100,-7.75100,-7.75100,-7.69000,-7.69900,14.24100,14.24100,-0.54000,-0.54000,12.44810,,,,,,,,,-17.75720,-17.75720,-16.35580,-17.75720,2.95850,-0.3337,-0.3337
2021-06-30,,,3.52300,2.22400,-5.74700,-0.06500,-5.81200,,-5.81200,-5.81200,-5.81200,-5.73400,-5.74700,13.60300,13.60300,-0.43000,-0.43000,17.42140,,,,,,,,,-11.64520,-11.64520,-10.98950,-11.64520,3.54490,-0.2817,-0.2817
