Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,15.05200,4.56800,10.48400,2.36800,18.20200,,20.66500,-10.18100,-0.77600,-10.95700,-10.95700,-10.95700,-10.95700,-9.96300,-10.18100,24.48400,24.48400,-0.45000,-0.45000,5.36400,0.56920,1.32110,69.65190,-67.63890,-67.63890,-72.79430,-72.79430,0.17240,0.31890,1.86470,48.26470,-35.86350,-38.66540,-12.54850,-15.45090,1.24760,-0.2347,-0.2395
2023-06-30,14.49400,4.19800,10.29600,2.51400,18.04900,,20.65800,-10.36200,-0.42800,-10.79000,-10.79000,-10.79000,-10.79000,-10.14800,-10.36200,23.23900,23.23900,-0.46000,-0.46000,6.83540,0.50130,1.00520,71.03630,-71.49160,-71.49160,-74.44460,-74.44460,0.15360,0.29780,1.83610,49.01750,-26.97160,-28.62370,-11.43180,-13.45100,1.63450,-0.3794,-0.3852
2023-03-31,11.90900,3.91600,7.99300,2.05200,17.10000,,19.24700,-11.25400,-0.77300,-12.02700,-12.02700,-12.02700,-12.02700,-11.03900,-11.25400,19.18600,19.18600,-0.63000,-0.63000,3.71390,0.92730,12.75490,67.11730,-94.50000,-94.50000,-100.99080,-100.99080,0.20260,0.25930,1.78980,50.28630,-382.90400,-1631.88900,-20.45830,-27.83770,0.16340,-0.60330,-0.60920
2022-12-31,11.62200,3.35100,8.27100,2.72600,14.88900,,17.71000,-9.43900,-0.54000,-9.97900,-9.97900,-9.97900,-9.97900,-9.23200,-9.43900,16.26800,16.26800,-0.45000,-0.45000,5.03480,0.73620,2.79040,71.16680,-81.21670,-81.21670,-85.86310,-85.86300,0.17130,0.28420,1.75530,51.27260,-69.75890,-84.52480,-14.70640,-18.40430,0.74640,-0.7287,-0.7331
2022-09-30,11.15900,3.74500,7.41400,2.10200,14.70400,,16.90100,-9.48700,-1.22700,-10.71400,-10.71400,-10.71400,-10.71400,-9.28200,-9.48700,16.75900,16.75900,-0.64000,-0.64000,4.86100,0.63050,1.70660,66.43960,-85.01660,-85.01660,-96.01220,-96.01220,0.14030,0.30850,1.96180,45.87510,-45.98090,-51.74100,-13.46610,-16.98830,1.21620,-0.2571,-0.2695
2022-06-30,10.40600,3.31800,7.08800,2.10200,14.68500,,17.32500,-10.23700,-2.50400,-12.74100,-12.74100,-12.74100,-12.74100,-9.61600,-10.23700,14.56000,14.56000,-0.88000,-0.88000,3.82640,1.04050,-25.69200,68.11460,-98.37600,-98.37600,-122.43900,-122.43900,0.20270,0.32240,1.96120,45.89080,826.26180,301.13450,-24.82030,-33.46290,-0.10590,-0.8016,-0.8153
2022-03-31,8.23100,3.15600,5.07500,2.00700,12.83600,,14.91900,-9.84400,-1.01800,-10.86200,-10.86200,-10.86200,-10.86200,-9.69000,-9.84400,14.53900,14.53900,-0.75000,-0.75000,4.09650,0.75930,3.15490,61.65720,-119.59670,-119.59670,-131.96450,-131.96450,0.14870,0.30740,1.90930,47.13770,-108.20880,-139.06030,-19.62240,-26.04360,0.68960,-0.71740,-0.74050
2021-12-31,8.37400,2.63900,5.73500,1.72500,11.58800,,13.38900,-7.65400,-0.96500,-8.61900,-8.61900,-8.61900,-8.61900,-7.51700,-7.65400,14.47300,14.47300,-0.60000,-0.60000,5.58440,0.61040,1.56690,68.48580,-91.40200,-91.40200,-102.92570,-102.92570,0.13390,0.34460,1.97780,45.50510,-42.88490,-48.43500,-13.78070,-16.70710,1.38320,-0.6638,-0.6838
2021-09-30,7.65400,2.97600,4.67800,1.40900,10.41000,,11.89500,-7.21700,-1.04900,-8.26600,-8.26600,-8.26600,-8.26600,-7.09000,-7.21700,14.48600,14.48600,-0.57000,-0.57000,6.98930,0.53040,1.12930,61.11840,-94.29060,-94.29060,-107.99580,-107.99580,0.11120,0.47470,2.14220,42.01330,-29.81000,-32.60750,-12.01300,-13.99970,1.91190,-0.4558,-0.4759
2021-06-30,7.55800,2.39500,5.16300,1.93000,10.46800,,12.47400,-7.31100,-0.94400,-8.25500,-8.25500,-8.25500,-8.25500,-7.18000,-7.31100,14.45900,14.45900,-0.57000,-0.57000,9.69770,0.47110,0.89070,68.31170,-96.73190,-96.73190,-109.22200,-109.22200,0.10240,0.53190,2.13200,42.21360,-23.60930,-25.39220,-11.18580,-12.48680,2.41600,-0.3885,-0.3902
2021-03-31,5.87700,2.33600,3.54100,1.67900,9.05500,,10.81000,-7.26900,-0.86700,-8.13600,-8.13600,-8.13600,-8.13600,-7.12900,-7.26900,14.43800,14.43800,-0.56000,-0.56000,13.33880,0.42630,0.74310,60.25180,-123.68560,-123.68560,-138.43800,-138.43800,0.07500,0.49830,2.10270,42.80250,-19.51500,-20.77630,-10.38830,-11.19540,2.88720,-0.59460,-0.59610
2020-12-31,5.66700,1.92900,3.73800,1.16300,9.24600,,10.48500,-6.74700,-1.04300,-7.79000,-7.79000,-7.79000,-7.79000,-6.60800,-6.74700,12.93400,12.93400,-0.54000,-0.54000,12.60030,0.38600,0.62880,65.96080,-119.05770,-119.05770,-137.46240,-137.46250,0.06550,0.49370,2.11220,42.60990,-15.88950,-16.78190,-9.01020,-9.75540,3.39590,-0.6876,-0.6916
2020-09-30,5.31300,1.95000,3.36300,1.20100,8.94900,,10.22600,-6.86300,-0.84000,-7.70300,-7.70300,-7.70300,-7.70300,-6.72400,-6.86300,14.42200,14.42200,-0.53000,-0.53000,16.65410,0.35250,0.54450,63.29760,-129.17370,-129.17370,-144.98400,-144.98400,0.05750,0.48240,2.01250,44.72050,-13.67400,-14.35790,-8.34100,-8.85340,3.90330,-0.0093,-0.0098
2020-06-30,3.50700,1.34600,2.16100,0.97900,6.27200,,7.32700,-5.16600,-0.91500,-6.08100,-6.08100,-6.08100,-6.08100,-5.05100,-5.16600,11.44300,11.44300,-0.53000,-0.53000,25.97650,0.32500,0.48140,61.61960,-147.30540,-147.30540,-173.39610,-173.39610,0.03600,0.29440,1.35610,66.36440,-9.59100,-10.02740,-6.23370,-6.47420,4.39900,-0.5533,-0.5558
2020-03-31,3.72600,1.45000,2.27600,0.91200,7.78700,,8.77500,-6.49900,-0.72100,-7.22000,-7.22000,-7.22000,-7.22000,-6.36700,-6.49900,11.40700,11.40700,-0.63000,-0.63000,13.07020,0.55630,1.25400,61.08430,-174.42300,-174.42300,-193.77350,-193.77350,0.06330,0.30190,1.82020,49.44440,-29.80150,-33.75090,-12.27040,-13.22150,2.12370,-0.64060,-0.64650
2019-12-31,4.86400,1.82500,3.03900,0.92100,7.86800,,8.86500,-5.82600,-0.70600,-6.53200,-6.53200,-6.53200,-7.47000,-5.67800,-5.82600,1.76600,1.76600,59.54000,59.54000,9.58350,0.49410,0.97680,62.47940,-119.77790,-119.77790,-134.29270,-153.57730,0.07160,0.39650,1.71510,52.47530,-21.09680,-23.28620,-9.61690,-10.67230,2.71450,47.0879,47.5266
2019-09-30,3.97300,1.29300,2.68000,0.51600,5.94400,,6.53600,-3.85600,-0.81000,-4.66600,-4.66600,-4.66600,-6.72400,-3.70900,-3.85600,0.29800,0.29800,-22.58000,-22.58000,2.79220,-0.23110,-0.18770,67.45530,-97.05510,-97.05510,-117.44270,-169.24240,0.17240,0.30270,1.74410,51.60330,2.90900,2.85580,-20.24300,3.58120,-538.25500,-17.6822,-17.9318
2019-06-30,3.30300,1.32000,1.98300,1.05500,5.15200,,6.28300,-4.30000,-0.96100,-5.26100,-5.26100,-5.26100,-8.02300,-4.15900,-4.30000,0.29600,0.29600,-27.06000,-27.06000,,,,60.03630,-130.18470,-130.18470,-159.27940,-242.90040,,,,,,,,,,-17.5844,-17.723
