Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,66.23900,50.14800,16.09100,4.51100,13.15100,,50.02500,-33.93400,-0.93600,-34.87000,-1.24300,-33.62700,-33.62700,,-33.62700,-1.24100,-33.93400,82.88050,82.88050,-0.41000,-0.41000,1.06820,,0.89600,24.29230,-51.22970,-51.22970,-52.64270,-50.76620,0.59090,1.36530,65.91810,-94.75070,-515.83070,-30.00000,-94.75060,0.43710,0.0922,0.0715
2023-06-30,82.14500,59.54000,22.60500,4.61500,8.15600,,15.86600,6.73900,-0.79500,5.94400,1.69300,4.25100,4.25100,,4.25100,9.83400,6.73900,82.72800,82.75270,0.05000,0.05000,1.64970,0.29120,0.55760,27.51840,8.20380,8.20380,7.23600,5.17500,0.52970,1.41340,63.67770,6.23910,49.17860,2.74110,4.42240,0.83970,-0.0349,-0.0498
2023-03-31,77.25400,58.27200,18.98200,4.93800,17.13800,,50.13500,-31.15300,-0.68900,-31.84200,0.10100,-31.94300,-31.94300,,-31.94300,-3.09400,-31.15300,81.90690,81.90690,-0.39000,-0.39000,1.63230,0.35350,0.62620,24.57090,-40.32540,-40.32540,-41.21730,-41.34800,0.49150,1.36110,66.12360,-50.76440,-1663.70000,-20.32390,-32.82000,0.77750,0.05970,0.04590
2022-12-31,84.66400,64.62900,20.03500,4.17900,24.14900,0.00400,87.22800,-67.19300,-0.63400,-67.83100,-0.34300,-67.48800,-67.48800,,-67.48800,-8.28300,-67.19300,81.41260,81.41260,-0.83000,-0.83000,1.83630,0.27480,0.43210,23.66410,-79.36430,-79.36430,-80.11790,-79.71270,0.46020,1.34040,67.14490,-71.83010,-668.26470,-36.68440,-52.09460,1.17320,-0.0632,-0.0766
2022-09-30,89.04600,65.27000,23.77600,4.62200,15.13100,-0.00200,23.15300,0.62300,-0.51700,0.11000,-3.00300,3.11300,3.11300,,3.11300,4.09400,0.62300,81.59230,81.70000,0.04000,0.04000,2.01000,0.18690,0.26100,26.70080,0.69960,0.69960,0.12350,3.49590,0.35190,1.31820,68.27370,1.94500,16.77710,1.23030,1.58160,2.00200,0.1112,0.0976
2022-06-30,98.36100,70.02600,28.33500,4.80200,16.17200,-0.02100,79.72700,-51.39200,-0.43000,-51.82200,5.12200,-56.94400,-56.94400,,-56.94400,7.46800,-51.39200,81.49380,81.49380,-0.70000,-0.70000,1.78690,0.19560,0.27520,28.80720,-52.24830,-52.24830,-52.68550,-57.89290,0.37960,1.26130,71.35690,-36.47500,-456.79440,-21.97420,-29.34020,1.95520,-0.0019,-0.0157
2022-03-31,89.06300,67.56200,21.50100,4.55600,15.13900,,23.13000,-1.62900,-0.38400,-2.01300,,-2.01300,-2.01300,,-2.01300,1.67800,-1.62900,80.88910,80.88910,-0.02000,-0.02000,1.94020,0.15580,0.20810,24.14130,-1.82900,-1.82900,-2.26020,-2.26020,0.29030,1.36970,65.70710,-0.94870,-18.20560,-0.65610,-0.80100,2.66270,-0.02200,-0.03520
2021-12-31,99.84400,72.33700,27.50700,4.45800,15.38600,,23.08600,4.42100,-0.34400,4.07700,0.24700,3.83000,3.83000,,3.83000,7.72300,4.42100,79.97730,79.97730,0.04000,0.04000,1.85020,0.15890,0.21240,27.55000,4.42790,4.42790,4.08340,3.83600,0.31380,1.42170,63.30400,1.79470,30.45720,1.20370,1.50940,2.70260,0.2418,0.2326
2021-09-30,85.85800,63.78400,22.07400,4.46400,16.31300,,24.12100,-2.04700,-0.40500,-2.45200,,-2.45200,-2.45200,,-2.45200,1.51400,-2.04700,80.13340,80.13340,-0.03000,-0.03000,1.78120,0.16610,0.22320,25.70990,-2.38420,-2.38420,-2.85590,-2.85590,0.27740,1.12130,80.26180,-1.17670,-46.82070,-0.79210,-0.98130,2.64010,-0.0782,-0.0869
2021-06-30,73.37800,56.60500,16.77300,3.43300,14.52700,,21.52500,-4.75200,-0.42700,-5.17900,,-5.17900,-5.17900,,-5.17900,-1.38600,-4.75200,79.96230,79.96230,-0.06000,-0.06000,1.91880,0.17000,0.23490,22.85840,-6.47610,-6.47610,-7.05800,-7.05800,0.23600,1.11340,80.83420,-2.48570,-185.75980,-1.66600,-2.06300,2.65860,-0.0691,-0.0784
