Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,0.13040,0.11040,0.02000,0.82600,0.97300,1.79910,-1.77910,0.11640,-1.66270,,-1.66270,-1.66270,-1.66270,-1.77750,-1.77910,10.38000,10.38000,-0.16000,-0.16000,1.98710,0.25130,0.69090,15.33200,-1363.88800,-1363.88800,-1274.68700,-1274.68700,0.01150,,1.46720,61.34060,-39.38970,-39.38970,-14.71050,-29.49300,0.40670,-0.0885,-0.0885
2023-06-30,0.20690,0.18400,0.02290,0.76270,0.89050,1.65330,-1.63030,0.01830,-1.61200,,-1.61200,-1.61200,-1.61200,-1.62650,-1.63030,7.24700,7.24700,-0.22000,-0.22000,2.33970,0.26530,0.49030,11.07050,-787.86640,-787.86640,-779.02280,-779.02280,0.01500,,1.48830,60.47290,-27.79250,-27.79260,-11.65920,-20.42040,0.58930,0.1789,0.1789
2023-03-31,0.25720,0.22600,0.03110,0.94650,1.23540,2.18190,-2.15070,-0.05660,-2.20730,-1.16120,-1.04610,-1.04610,-1.04610,-2.13870,-2.15070,2.91490,2.91490,-0.36000,-0.36000,0.94240,-6.06920,-2.63000,12.10760,-836.26470,-836.26470,-858.27940,-406.76460,0.02320,,1.05930,84.96210,30.88540,30.88540,-9.42290,218.33420,-1.15600,-0.74320,-0.74320
2022-12-31,0.36610,0.13590,0.23020,2.35780,1.44240,3.80010,-3.57000,-0.18360,-3.75360,,-3.75360,-3.75360,-3.75360,-3.55650,-3.57000,2.87130,2.87130,-1.31000,-1.31000,0.83870,,-4.00580,62.88530,-975.22280,-975.22270,-1025.37100,-1025.37100,0.02560,,1.66900,53.92310,151.91480,151.91760,-26.28590,151.91500,-0.84940,-1.264,-1.2639
2022-09-30,0.16610,0.12940,0.03670,1.79170,1.32620,3.11800,-3.08120,-0.22780,-3.30900,,-3.30900,-3.30900,-3.30900,-3.06600,-3.08120,2.87200,2.87200,-1.15000,-1.15000,1.80980,0.86970,9.58060,22.08980,-1854.60700,-1854.60700,-1991.69600,-1991.69600,0.00930,,0.71890,125.19720,-320.63900,-320.63940,-18.43730,-41.78440,0.35890,-1.1298,-1.1299
2022-06-30,0.22860,0.19330,0.03530,2.04780,1.38280,3.43060,-3.39530,-0.14640,-3.54170,-1.15490,-2.38680,-2.38680,-2.38680,-3.37640,-3.39530,2.86700,2.86700,-0.83000,-0.83000,2.35580,0.65190,2.34830,15.45490,-1484.99600,-1484.99600,-1549.02700,-1043.89400,0.01070,,0.53070,169.57510,-56.74820,-56.74810,-11.19890,-19.75360,1.46470,-0.8796,-0.8806
2022-03-31,0.18810,0.09220,0.09590,1.74680,2.54150,4.28820,-4.19240,-0.15660,-4.34900,,-4.34900,-4.34900,-4.34900,-4.17390,-4.19240,2.86140,2.86140,-1.52000,-1.52000,3.24960,0.59970,1.49840,50.96700,-2229.24500,-2229.24500,-2312.53400,-2312.53400,0.00790,,0.76780,117.21440,-66.04930,-66.04940,-18.37000,-26.43640,2.29820,-1.13190,-1.13540
2021-12-31,0.27570,0.23570,0.04000,2.70220,1.84960,4.55170,-4.51180,-0.19210,-4.70390,,-4.70390,-4.70390,-4.70390,-4.49380,-4.51180,2.67550,2.67550,-1.69150,-1.69150,4.22330,0.47890,0.91920,14.49470,-1636.76200,-1636.76200,-1706.44900,-1706.44900,0.01030,,1.13570,79.24780,-43.86880,-43.86880,-17.50610,-22.85790,3.75180,-1.1887,-1.1931
2021-09-30,0.18620,0.16630,0.01990,2.23760,1.14730,3.38480,-3.36490,-0.22260,-3.58760,,-3.58760,-3.58760,-3.58760,-3.34560,-3.36490,2.71460,2.71460,-1.34930,-1.34930,6.13990,0.39540,0.65400,10.70530,-1807.16800,-1807.16800,-1926.74000,-1926.74000,0.00630,,1.25850,71.51600,-23.83040,-23.83040,-12.07210,-14.40770,5.29450,-1.0875,-1.0875
2021-06-30,0.21480,0.20430,0.01050,1.93660,1.06260,2.99920,-2.98870,0.22680,-2.76180,-0.86470,-1.89710,-1.89710,-1.89710,-2.96900,-2.98870,2.67290,2.67290,-0.74960,-0.74960,7.11630,0.38670,0.63060,4.89100,-1391.21300,-1391.21300,-1285.61500,-883.08010,0.00730,,0.95780,93.96070,-12.16370,-12.16370,-6.40680,-7.45950,5.83410,-0.4888,-0.4888
