Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,,,3.65600,3.57800,-1.01100,-8.66400,0.18800,-8.47600,-8.47600,-8.47600,-8.47600,-7.98500,-8.66400,16.01110,16.01110,-0.59970,-0.59970,2.75210,,,,,,,,,,,-60.97830,-60.97840,-43.60080,-60.97840,0.86610,-0.397,-0.3969
2023-06-30,0.00400,0.00400,5.18600,3.04500,0.24500,-7.98200,-0.79100,-8.77300,-8.77300,-8.77300,-8.77300,-6.41600,-7.98200,15.99450,15.99450,-0.59970,-0.59970,3.71690,,,100.00000,-199550.00000,-199550.00000,-219325.00000,-219325.00000,0.00010,1.00000,90.00000,-40.52190,-40.52190,-31.41400,-40.52190,1.34890,-0.4375,-0.446
2023-03-31,,,6.50400,3.16800,,-9.67200,-0.37600,-10.04800,-10.04800,-10.04800,-10.04800,-8.50400,-9.67200,15.98660,15.98660,-0.59970,-0.59970,2.23780,,0.37240,,,,,,,,,-34.05060,-34.05060,-20.65870,-34.05060,1.83860,-0.58680,-0.58820
2022-12-31,0.01100,0.01100,5.60800,2.92600,,-8.52300,-0.63600,-9.15900,-9.15900,-9.15900,-9.15900,-7.48200,-8.52300,14.48260,14.48260,-0.44980,-0.44980,2.22620,,0.43480,100.00000,-77482.43000,-77482.41000,-83264.24000,-83264.24000,0.00020,2.75000,32.72750,-23.75570,-23.75570,-14.10440,-23.75570,2.40440,-0.4779,-0.4843
2022-09-30,2.91100,2.91100,7.89300,3.28200,0.00000,-8.26400,-0.58700,-8.85100,-8.85100,-8.85100,-8.85100,-7.34400,-8.26400,14.34710,14.34710,-0.59970,-0.59970,1.68870,,0.70590,100.00000,-283.88870,-283.88870,-304.05360,-304.05360,0.04320,1.00000,90.00000,-27.56210,-27.56200,-13.14300,-27.56210,2.22710,-0.4278,-0.4288
2022-06-30,,,5.93700,3.42900,0.13300,-9.23300,-0.69900,-9.93200,-9.93200,-9.93200,-9.93200,-8.34100,-9.23300,14.34040,14.34040,-0.74960,-0.74960,2.29170,0.10020,0.61030,,,,,,,,,-24.71880,-24.71880,-13.43420,-22.24310,2.78660,-0.5707,-0.5747
2022-03-31,,,5.58000,3.50500,,-9.08500,-0.70300,-9.78800,-9.78800,-9.78800,-9.78800,-8.19800,-9.08500,14.33700,14.33700,-0.74960,-0.74960,3.28590,0.17370,0.49500,,,,,,,,,-19.92590,-19.92590,-11.51650,-16.46560,3.41030,-0.54200,-0.54400
2021-12-31,,,8.21600,2.09500,,-11.05100,-0.74300,-11.79400,-11.79400,-11.79400,-11.79400,-10.11100,-11.05100,14.30040,14.30040,-0.74960,-0.74960,4.91430,0.21870,0.41540,,,,,,,,,-20.31450,-20.31490,-12.43240,-15.87200,4.02740,-1.0599,-1.0851
2021-09-30,0.39800,0.39800,14.52100,8.17300,,-22.29600,-0.43700,-22.73300,-22.73300,-22.73300,-22.73300,-21.47500,-22.29600,14.31000,14.31000,-1.64920,-1.64920,3.42720,0.15050,0.35240,100.00000,-5602.01000,-5602.01000,-5711.80900,-5711.80900,0.00350,0.26360,341.45730,-33.08690,-33.08690,-19.98300,-28.10670,4.76570,-0.6678,-0.6936
2021-06-30,,,13.57000,9.06900,,-22.63900,-0.03100,-22.67000,-22.67000,-22.67000,-22.67000,-21.96000,-22.63900,14.30220,14.30220,-1.64920,-1.64920,6.57740,,,,,,,,,,,-25.67940,-25.67940,-21.23360,-25.67940,6.14010,-1.4976,-1.6287
2021-03-31,,,13.33600,8.22700,,-21.56300,0.00900,-21.55400,-21.55400,-21.55400,-21.55400,-21.02300,-21.56300,14.27080,14.27080,-1.49930,-1.49930,5.94430,,,,,,,,,,,-20.40310,-20.40310,-16.77720,-20.40310,7.35780,-1.07300,-1.12330
2020-12-31,,,13.97100,8.80300,,-22.77400,0.00200,-22.77200,-22.77200,-22.77200,-22.77200,-22.35400,-22.77400,13.98270,13.98270,-1.49930,-1.49930,7.10960,,,,,,,,,,,-18.36720,-18.36720,-15.56050,-18.36720,8.66200,-1.2614,-1.5372
2020-09-30,,,13.96800,6.35300,,-20.32100,0.00600,-20.31500,-20.31500,-20.31500,-20.31500,-20.00300,-20.32100,14.19620,14.19620,-1.49930,-1.49930,8.02600,,,,,,,,,,,-14.01830,-14.01830,-12.24580,-14.01830,10.14490,-1.1313,-1.2729
2020-06-30,,,12.05100,6.55500,,-18.60600,0.01000,-18.59600,-18.59600,-18.59600,-18.59600,-18.35800,-18.60600,14.19320,14.19320,-1.34930,-1.34930,10.12020,,,,,,,,,,,-11.37970,-11.37970,-10.23560,-11.37970,11.43290,-0.9414,-1.1848
2020-03-31,,,12.70600,5.95400,,-18.66000,0.36700,-18.29300,-18.29300,-18.29300,-18.29300,-18.51800,-18.66000,13.32770,13.32770,-1.34930,-1.34930,11.55800,,,,,,,,,,,-10.14380,-10.14380,-9.22590,-10.14380,12.61730,-0.74330,-0.78180
2019-12-31,,,10.21600,5.82000,,-16.03600,0.29000,-15.74600,-15.74600,-15.74600,-15.74600,-15.86000,-16.03600,11.20240,11.20240,-1.49930,-1.49930,8.42180,,,,,,,,,,,-16.57300,-16.57300,-14.43080,-16.57300,7.83510,-1.0769,-1.0862
2019-09-30,,,8.64100,4.80700,,-13.44800,-60.54800,-73.99600,-73.99600,-73.99600,-73.99600,-13.29100,-13.44800,11.38000,11.38000,-6.44680,-6.44680,10.34350,,,,,,,,,,,-69.72470,-69.72470,-62.73560,-69.72470,8.78910,-0.8619,-0.8708
2019-06-30,,,9.99800,4.75500,,-14.75300,0.13300,-14.62000,-14.62000,-14.62000,-14.62000,-14.59700,-14.75300,10.72460,10.72460,-1.34930,-1.34930,6.33260,,,,,,,,,,,-23.58260,-23.58260,-19.98010,-23.58260,5.72050,-0.7532,-0.7594
2019-03-31,,,9.47600,4.14500,,-13.62100,0.18700,-13.43400,-13.43400,-13.43400,-13.43400,-13.48100,-13.62100,10.71480,10.71480,-1.19940,-1.19940,8.88510,,,,,,,,,,,-18.10120,-18.10120,-16.08810,-18.10120,6.85630,-0.95490,-0.95590
2018-12-31,,,8.19900,4.56300,,-12.76200,0.28100,-12.48100,-12.48100,-12.48100,194.53800,-12.59900,-12.76200,9.57210,9.58550,20.38980,20.38980,8.88800,,,,,,,,,,,-14.58670,-14.58670,-13.13080,-14.58670,7.96460,-1.1628,-1.1528
2018-09-30,,,8.26300,4.30700,,-12.57000,-0.01500,-12.58500,-12.58500,-12.58500,-18.65900,-12.41300,-12.57000,9.41700,9.41700,-1.94900,-1.94900,0.78360,,,,,,,,,,,8.04600,8.04600,-18.83950,8.04600,-16.47030,-0.8997,-0.9176
2018-06-30,,,7.48900,4.88900,,-12.37800,0.34700,-12.03100,-12.03100,-12.03100,-17.49300,-12.24000,-12.37800,9.40590,9.40590,-1.79910,-1.79910,5.68960,,,,,,,,,,,8.64080,8.64080,-15.75090,8.64080,-14.66130,-1.0793,-1.1033
2018-03-31,0.14600,0.14600,10.18300,6.15900,,-16.19600,0.17600,-16.02000,-16.02000,-16.02000,-21.14000,-16.07900,-16.19600,9.39490,9.39490,-2.24890,-2.24890,7.16710,,,100.00000,-11093.15000,-11093.15000,-10972.60000,-14479.45000,0.00170,8.11110,11.09590,13.00860,13.00860,-18.31670,13.00860,-12.96580,-2.01780,-2.03380
