Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-12-31,3.14890,,-0.77150,-8.23080,,-9.29140,,,-9.29140,1.57420,,47.76080,47.76080,-0.19000,-0.19000,0.51890,,0.24450,,,,,1.34920,-0.0521,-0.1433
2023-09-30,2.15530,2.94880,-1.27980,-6.38390,-0.84800,-7.23200,-7.23200,-7.23200,-7.23200,-6.38390,-6.38390,46.12950,46.12950,-0.16000,-0.16000,0.36490,0.02800,0.32020,-12.21710,-13.24730,-8.61510,-11.87500,1.27840,-0.1032,-0.2436
2023-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.0166,0.0349
2023-03-31,1.50910,3.53850,-0.58430,-5.63200,0.02390,-5.60800,-5.60800,-5.60800,-5.60800,-5.56550,-5.63200,651.99780,651.99780,-0.01000,-0.01000,4.32480,,,-10.39750,-11.19710,-9.77690,-10.39750,0.08060,-0.01660,-0.03490
2022-12-31,1.73550,,-0.54600,-6.18050,,-6.19700,,,-6.19700,0.04820,,43.20240,43.20240,-0.14000,-0.14000,8.58770,,,,,,,0.07060,-0.0765,-0.2171
2022-09-30,0.21980,2.00820,-0.34920,-2.57710,0.14270,-2.43450,-2.43450,-2.43450,-2.43450,-2.57710,-2.57710,42.94260,42.94260,-0.06000,-0.06000,3.43630,,,-5.14470,-5.60060,-4.52540,-5.14470,0.07350,-0.094,-0.189
2022-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.0114,0.0253
2022-03-31,0.13830,2.49280,-0.20260,-2.83360,0.20300,-2.63060,-2.63060,-2.63060,-2.63060,-2.79680,-2.83360,634.37910,634.37910,0.00000,0.00000,9.84650,,0.00390,-4.99520,-5.38550,-4.64760,-4.99520,0.08160,-0.01140,-0.02530
2021-12-31,0.26830,,-0.19030,,,-4.08550,,,-4.08550,0.01350,,631.45820,631.45820,-0.01000,-0.01000,9.51800,,0.00370,,,,,0.08760,-0.0025,-0.0048
2021-09-30,0.21600,19.69060,-0.08070,-19.98730,0.01400,-19.97330,-19.97330,-19.97330,-19.97330,-19.98730,-19.98730,594.39680,594.39680,-0.03000,-0.03000,19.50730,,0.00360,-34.81870,-37.02170,-33.17200,-34.57610,0.09170,-0.0044,-0.0101
2021-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.0103,0.0121
