Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,7.90500,4.61300,-12.51800,0.05100,-12.46700,-12.46700,-12.46700,-12.46700,-12.43100,-12.51800,294.63650,294.63650,-0.04000,-0.04000,1.44090,-22.52070,-22.52070,-14.23600,-22.52070,0.18140,-0.0374,-0.0376
2023-06-30,8.09800,5.13100,-13.22900,-0.87800,-14.10700,-14.10700,-14.10700,-14.10700,-13.14200,-13.22900,281.32320,281.32320,-0.05000,-0.05000,1.19490,-32.02130,-32.02130,-18.77000,-32.02130,0.15670,-0.0351,-0.0354
2023-03-31,7.16900,6.21400,-13.38300,13.38500,0.00200,0.00200,0.00200,0.00200,-13.29500,-13.38300,272.02960,300.37610,0.00000,0.00000,1.80230,0.00360,0.00360,0.00230,0.00360,0.19800,-0.07810,-0.07810
2022-12-31,104.25400,7.02100,-111.27500,1.78300,-109.49200,-109.56900,-109.56900,-109.56900,-111.15600,-111.27500,239.86700,239.86700,-0.45000,-0.45000,1.19200,-263.99000,-263.98980,-115.60710,-263.98980,0.15560,-0.0828,-0.0837
2022-09-30,22.66300,5.94400,-28.60700,0.71300,-27.89400,-27.89400,-27.89400,-27.89400,-28.49700,-28.60700,239.74100,239.74100,-0.12000,-0.12000,2.85490,-35.28210,-35.28210,-23.80910,-35.28210,0.29770,-0.0271,-0.0292
2022-06-30,10.24100,8.08700,-18.32800,5.94400,-12.38400,-12.38400,-12.38400,-12.38400,-18.23400,-18.32800,227.11920,227.11920,-0.05000,-0.05000,5.54570,-16.81030,-16.81030,-12.88430,-16.81030,0.32430,-0.0992,-0.1002
2022-03-31,7.44100,8.46600,-15.90700,-5.21000,-21.11700,-21.11700,-21.11700,-21.11700,-15.81200,-15.90700,226.07540,226.07540,-0.09000,-0.09000,4.00410,-26.48730,-26.48730,-18.09230,-26.48730,0.35160,-0.06870,-0.06960
2021-12-31,12.82500,15.44500,-28.27000,8.47200,-19.79800,-19.79800,-19.79800,-19.79800,-28.14100,-28.27000,204.92690,204.92690,-0.07000,-0.07000,3.33270,-21.34530,-21.34530,-14.87170,-21.34530,0.41140,-0.1356,-0.1357
2021-09-30,23.84800,13.33400,-37.18200,0.53100,-36.65100,-36.65100,-36.65100,-36.65100,-37.05400,-37.18200,205.24830,205.24830,-0.18000,-0.18000,3.97910,-34.35760,-34.35760,-23.29770,-34.35760,0.47540,-0.0468,-0.0466
2021-06-30,18.22600,10.44000,-28.66600,-0.47400,-29.14000,-29.14000,-29.14000,-29.14000,-28.56800,-28.66600,196.50880,196.50880,-0.15000,-0.15000,0.05860,54.86010,54.86010,-9.69700,54.86010,-7.08230,-0.039,-0.0411
2021-03-31,38.10700,17.36400,-55.47100,-0.23900,-55.71000,-55.71000,-55.71000,-55.71000,-55.37300,-55.47100,192.37840,192.37840,-0.29000,-0.29000,0.28800,155.02210,155.02190,-18.48110,155.02210,-4.79160,-0.05230,-0.05230
2020-12-31,44.32500,5.14460,-49.46960,-0.32310,-49.79270,-49.79270,-49.79270,-49.79270,-49.32760,-49.46960,178.57100,178.57100,-0.27070,-0.27070,1.31830,-139.45980,-137.34410,-91.05370,-137.34410,0.19130,-0.0341,-0.0341
2020-09-30,4.55600,2.19200,-6.74800,-0.03800,-6.78600,-6.78600,-6.78600,-6.78600,-6.74800,-6.74800,186.43220,186.43220,-0.04000,-0.04000,2.05260,-135.71990,-135.72000,-2.24700,-135.71990,0.55900,-0.0655,-0.0655
2020-06-30,,0.32740,-0.32740,0.33410,0.00670,0.00670,0.00670,0.00670,-0.32740,-0.32740,9.64950,9.64950,0.00070,0.00070,9.86490,0.13450,0.13450,0.00220,0.13450,0.56680,-0.049,-0.049
2020-03-31,,0.05900,-0.05900,,-0.05900,-0.05900,-0.05900,-0.05900,-0.05900,-0.05900,7.50000,7.50000,-0.01000,-0.01000,,,,,,,0.00000,0.00000
2019-12-31,,,,,,,,,,,,,,0.00000,,,,,,,0,0
2019-09-30,,1.63900,-1.63900,0.06450,-1.57450,-1.57450,-1.57450,-1.57450,-1.63900,-1.63900,8.72500,8.72500,-0.19000,-0.19000,,,,,,,0,0
