Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-03-31,3256.77300,1663.77800,1592.99500,-987.19600,987.19600,605.79910,-31.72800,574.07100,132.03600,442.03500,442.03500,442.47100,525.01510,605.79910,268.21100,270.50500,1.65000,1.64000,0.26680,0.36380,18.60120,18.60120,17.62700,13.58620,0.08600,5.66820,5.79800,1.16780,4.15610,30.39780,2.75870,2.44430
2023-12-31,3221.38300,1627.54000,1593.84300,-1060.76400,1060.76400,533.07840,-31.87900,501.19900,102.23600,398.96300,398.96300,397.33900,508.92340,533.07840,271.00000,273.00000,1.47000,1.46000,0.27530,0.37980,16.54810,16.54810,15.55850,12.33440,0.08680,5.34140,5.46930,1.07500,3.87110,29.11470,2.51,2.5191
2023-09-30,3030.63800,1636.19300,1394.44500,-942.60800,942.60800,451.83690,-31.88800,419.94900,86.51900,333.43000,333.43000,333.58600,448.23090,451.83690,269.19100,271.43900,1.24000,1.23000,0.29050,0.40940,14.90900,14.90900,13.85680,11.00710,0.08390,4.81150,4.93580,0.92330,3.41390,26.85550,3.9939,3.9028
2023-06-30,2995.91400,1569.65400,1426.26000,-937.22000,937.22000,489.04000,-31.85600,457.18400,101.46000,355.72400,355.72400,356.30800,486.20300,489.04000,270.86400,273.09500,1.32000,1.30000,0.29100,0.41050,16.32360,16.32360,15.26030,11.89310,0.08480,5.14920,5.28270,1.00750,3.65060,26.82680,2.6202,2.5148
2023-03-31,2895.00400,1538.75500,1356.24900,-948.34200,948.34200,407.90700,-31.83600,376.07100,80.34200,295.72900,295.72900,294.12600,417.64400,407.90700,274.97700,277.33900,1.07000,1.06000,0.28940,0.40720,14.09000,14.09000,12.99040,10.15980,0.08440,4.24560,4.36170,0.86230,3.01700,26.53200,1.60570,1.59110
2022-12-31,3013.80400,1522.10300,1491.70100,-981.37810,981.37800,510.32250,-31.90100,478.42100,96.43800,381.98320,381.98320,382.22300,520.15750,510.32180,277.00000,279.00000,1.38000,1.36000,0.29540,0.41920,16.93280,16.93280,15.87430,12.68240,0.08900,5.64380,5.80290,1.12810,3.97680,25.58410,2.8652,2.7046
2022-09-30,2724.40000,1564.57800,1159.82200,-841.77700,841.77700,318.04490,-31.78000,286.26500,55.79100,230.47400,230.47400,228.87900,326.84390,318.04490,277.19200,279.64200,0.83000,0.82000,0.30850,0.44620,11.67390,11.67390,10.50750,8.40110,0.08240,3.61810,3.71710,0.69680,2.50180,23.96510,2.7436,2.6509
2022-06-30,2512.88700,1435.81700,1077.07000,-822.78500,822.78500,254.28490,-31.72300,222.56200,43.09500,179.46700,179.46700,179.32200,266.89190,254.28490,276.81500,279.52500,0.65000,0.64000,0.30290,0.43450,10.11920,10.11920,8.85680,7.13610,0.07690,2.74550,2.81860,0.54900,1.91390,24.64210,1.8865,1.7182
2022-03-31,2915.40900,1339.25200,1576.15700,-808.75400,808.75400,767.40310,-34.97000,732.43300,139.40300,593.03000,593.03000,590.63800,792.03410,767.40310,276.77200,279.15700,2.13000,2.12000,0.29210,0.41260,26.32230,26.32230,25.12280,20.25920,0.09040,8.60990,8.82730,1.83880,6.09500,25.97350,1.71120,1.77930
2021-12-31,2578.22800,1330.32900,1247.89900,-855.94980,855.95000,391.94900,-37.33300,354.61600,60.31300,294.30300,294.30300,294.43000,420.30100,391.94910,277.00000,280.00000,1.07000,1.06000,0.32890,0.49000,15.20230,15.20230,13.75430,11.41990,0.08040,4.41380,4.52910,0.91720,2.96230,25.14500,2.3579,2.2538
