Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2015-06-30,0.09400,0.00300,0.09100,4.16300,1.74200,,5.90500,-5.81400,0.51900,-5.29500,-5.29500,-5.29500,-5.29500,-5.25800,-5.81400,7.02840,7.02840,-0.70000,-0.70000,9.19750,,,96.80850,-6185.10500,-6185.10600,-5632.97700,-5632.97900,0.00140,0.05560,1619.04200,-9.10690,-9.10690,-7.76910,-9.10690,7.38120,-0.7259,-0.7511
2015-03-31,0.09500,0.00300,0.09200,6.09400,1.52700,,7.62100,-7.52900,0.30300,-7.22600,-7.22600,-7.22600,-7.22600,-6.94500,-7.52900,7.06680,7.06680,-1.00000,-1.00000,8.71010,,,96.84210,-7925.26300,-7925.26300,-7606.31500,-7606.31500,0.00170,0.46570,193.26320,-15.86220,-15.86210,-13.27410,-15.86210,6.41230,-0.9177,-0.9292
2014-12-31,0.09500,0.00400,0.09100,4.87900,1.51300,,6.39200,-6.30100,0.05600,-6.24500,-6.24500,-6.24500,-6.24500,-5.69600,-6.30100,7.00700,7.00700,-0.90000,-0.90000,9.11130,,,95.78950,-6632.63200,-6632.63200,-6573.68500,-6573.68400,0.00160,0.60130,149.68420,-12.70940,-12.70940,-10.70490,-12.70940,6.97030,-0.7882,-0.8278
2014-09-30,0.09500,0.00300,0.09200,4.03700,1.67800,,5.71500,-5.62300,-0.28800,-5.91100,-5.91100,-5.91100,-5.91100,-5.08100,-5.62300,6.91310,6.91310,-0.90000,-0.90000,8.73720,,,96.84210,-5918.94800,-5918.94800,-6222.10600,-6222.10500,0.00150,0.21060,427.26320,-11.00850,-11.00850,-9.26050,-11.00850,7.71640,-0.49990,-0.53910
2014-06-30,0.09400,0.00200,0.09200,4.46400,2.34100,,6.80500,-6.71300,0.51700,-6.19600,-6.19600,-6.19600,-6.19600,-5.21200,-6.71300,6.35140,6.35140,-0.90000,-0.90000,8.38000,,,97.87230,-7141.49000,-7141.48900,-6591.49100,-6591.48600,0.00130,0.04150,2166.70200,-9.97380,-9.97380,-8.37040,-9.97380,9.05570,-0.9124,-0.9413
2014-03-31,0.09500,0.00300,0.09200,6.84800,2.53100,,9.37900,-9.28700,0.01100,-9.27600,-9.27600,-9.27600,-9.27600,-9.00600,-9.28700,6.56080,6.56080,-1.40000,-1.40000,10.04490,,,96.84210,-9775.79000,-9775.79000,-9764.21100,-9764.21100,0.00120,,,-14.06350,-14.06350,-11.98640,-14.06350,9.72130,-0.7801,-0.8089
2013-12-31,0.09500,0.00300,0.09200,5.10700,1.97500,,7.08200,-6.99000,0.28500,-6.70500,-6.70500,-6.70500,-6.70500,-6.60800,-6.99000,6.15100,6.15100,-1.10000,-1.10000,10.46800,,,96.84210,-7357.89500,-7357.89500,-7057.89500,-7057.89500,0.00130,,,-11.02180,-11.02180,-9.40020,-11.02180,9.44730,-0.4581,-0.5702
2013-09-30,0.09500,0.00300,0.09200,3.12300,1.82900,,4.95200,-4.86000,0.10500,-4.75500,-4.75500,-4.75500,-4.75500,-3.84000,-4.86000,5.92540,5.92540,-0.80000,-0.80000,9.15510,,,96.84210,-5115.79000,-5115.79000,-5005.26400,-5005.26400,0.00150,,,-8.67840,-8.67840,-7.26140,-8.67840,9.15430,-0.85990,-0.93780
2013-06-30,0.09500,0.00200,0.09300,5.92000,1.38900,,7.30900,-7.21600,0.22600,-6.99000,-6.99000,-6.99000,-6.99000,-6.79000,-7.21600,5.54810,5.54810,-1.20000,-1.20000,9.30330,,,97.89470,-7595.78600,-7595.78600,-7357.89100,-7357.89400,0.00140,0.34800,258.63150,-12.16370,-12.16370,-10.23190,-12.16370,9.70760,-1.009,-1.2293
2013-03-31,0.19400,0.00600,0.18800,4.96200,1.15900,,6.12100,-5.93300,0.25300,-5.68000,-5.68000,-5.68000,-5.68000,-5.50100,-5.93300,5.83580,5.83580,-1.00000,-1.00000,10.60020,,,96.90720,-3058.24800,-3058.24800,-2927.83500,-2927.83500,0.00260,0.15110,595.67010,-8.87240,-8.87240,-7.64090,-8.87240,10.91080,-0.8367,-0.8127
2012-12-31,0.19500,0.00600,0.18900,3.65300,1.42000,,5.07300,-4.88400,0.39400,-4.49000,-4.49000,-4.49000,-4.49000,-4.72800,-4.88400,5.75130,5.75130,-0.80000,-0.80000,10.81820,,,96.92310,-2504.61500,-2504.61500,-2302.56400,-2302.56400,0.00250,0.11480,784.15390,-6.50310,-6.50310,-5.67490,-6.50310,11.83640,-0.4617,-0.6286
2012-09-30,0.19500,0.00600,0.18900,2.69800,1.68100,,4.37900,-4.19000,0.19500,-3.99500,-3.99500,-3.99500,-3.99500,-4.01700,-4.19000,4.78340,4.78340,-0.80000,-0.80000,13.37580,,,96.92310,-2148.71800,-2148.71800,-2048.71800,-2048.71800,0.00240,0.11690,769.84620,-5.53380,-5.53380,-4.90520,-5.53380,12.60860,-0.73630,-1.14980
2012-06-30,0.10100,0.00300,0.09800,2.33700,1.73200,,4.06900,-3.97100,-0.16400,-4.13500,-4.13500,-4.13500,-4.13500,-3.65700,-3.97100,4.40320,4.40320,-0.90000,-0.90000,6.91630,,,97.02970,-3931.68300,-3931.68300,-4094.05900,-4094.06000,0.00210,,,-10.95600,-10.95600,-8.71990,-10.95600,8.12560,-0.2148,-0.2547
2012-03-31,0.23000,0.00600,0.22400,2.91000,1.92400,,4.83400,-4.61000,0.43600,-4.17400,-4.17400,-4.17400,-4.17400,-4.63800,-4.61000,4.43280,4.43280,-0.90000,-0.90000,8.54040,,,97.39130,-2004.34800,-2004.34800,-1814.78300,-1814.78200,0.00490,0.13220,680.86960,-11.01290,-11.01290,-8.90050,-11.01290,8.51400,-0.5688,-0.637
2011-12-31,0.23100,0.00700,0.22400,1.06700,1.27500,,2.34200,-2.11800,0.12600,-1.99200,-1.99200,-1.99200,-1.99200,-2.05300,-2.11800,4.36690,4.36690,-0.50000,-0.50000,8.81090,,,96.96970,-916.88310,-916.88310,-862.33760,-862.33760,0.00470,0.10940,822.46750,-4.93660,-4.93660,-4.01270,-4.93660,9.14660,-0.7692,-0.9554
2011-09-30,0.15400,0.00500,0.14900,2.84400,1.63700,,4.48100,-4.33200,-0.16100,-4.49300,-4.49300,-4.49300,-4.49300,-4.23100,-4.33200,4.27790,4.27790,-1.10000,-1.10000,9.18990,,,96.75330,-2812.98700,-2812.98700,-2917.53200,-2917.53200,0.00310,0.68440,131.49350,-11.15050,-11.15050,-9.01410,-11.15050,9.37400,0.80900,0.76720
2011-06-30,,,,2.50600,1.33100,,,-3.83700,0.11200,-3.72500,-3.72500,-3.72500,-3.72500,-3.74900,-3.83700,3.11990,3.11990,-0.90000,-0.90000,21.45540,,,,,,,,,,,-8.57860,-8.57860,-8.09500,-8.57860,10.23070,-0.8641,-0.9877
2011-03-31,,,,1.54700,1.15200,,,-2.69900,0.08600,-2.61300,-2.61300,-2.61300,-2.61300,-2.61900,-2.69900,3.66770,3.66770,-0.70000,-0.70000,23.94590,,,,,,,,,,,-5.71210,-5.71210,-5.42650,-5.71210,10.99430,-0.0892,-0.051
2010-12-31,,,,1.57800,1.24600,,,-2.82400,0.00300,-2.82100,-2.82100,-2.82100,-2.82100,-2.75000,-2.82400,2.48970,2.48970,-1.10000,-1.10000,3.73970,,,,,,,,,,,-47.15030,-47.15030,-35.79040,-47.15030,2.25860,-0.5639,-0.5882
2010-09-30,,,,0.99800,0.75600,,,-1.75400,0.06500,-1.68900,-1.68900,-1.68900,-1.68900,-1.68400,-1.75400,2.10120,2.10120,-0.80000,-0.80000,1.71790,,,,,,,,,,,-61.82280,-61.82280,-38.69420,-61.82280,1.29050,-0.32740,-0.51680
2010-06-30,,,,0.99700,0.72500,,,-1.72200,-0.02000,-1.74200,-1.74200,-1.74200,-1.74200,-1.66400,-1.72200,1.70050,1.70050,-1.00000,-1.00000,2.81420,,,,,,,,,,,-43.75790,-43.75790,-30.98540,-43.75790,1.90580,-1.1005,-1.2316
2010-03-31,,,,1.49000,0.76800,,,-2.25800,-0.00500,-2.26300,-2.26300,-2.26300,-2.26300,-2.20600,-2.25800,1.80030,1.80030,-1.30000,-1.30000,2.12620,,,,,,,,,,,-86.11100,-86.11110,-55.39780,-86.11110,1.45280,-0.9897,-1.0163
2009-12-31,,,,0.94700,0.87500,,,-1.82200,-0.00900,-1.83100,-1.83100,-1.83100,-1.83100,-1.77200,-1.82200,1.74490,1.74490,-1.00000,-1.00000,3.83820,,,,,,,,,,,-41.76550,-41.76550,-31.96020,-41.76550,2.44720,-0.4421,-0.478
2009-09-30,,,,0.86700,0.77000,,,-1.63700,0.02000,-1.61700,-1.61700,-1.61700,-1.61700,-1.59000,-1.63700,1.45230,1.45230,-1.10000,-1.10000,2.92130,,,,,,,,,,,-52.65390,-52.65390,-38.42680,-52.65390,2.24540,-0.64790,-0.68310
2009-06-30,,,,0.78000,0.85900,,,-1.63900,0.07200,-1.56700,-1.56700,-1.56700,-1.56700,-1.59400,-1.63900,1.06000,1.06000,-0.80000,-0.80000,3.49400,0.00670,0.00680,,,,,,,,,-46.16970,-46.16970,-35.11090,-45.85890,2.48150,-1.3197,-1.3573
2009-03-31,,,,1.06000,0.85000,,,-1.91000,-0.08400,-1.99400,-1.99400,-1.99400,-1.99400,-1.86600,-1.91000,1.19580,1.19580,-1.70000,-1.70000,3.65340,0.00750,0.00750,,,,,,,,,-65.20600,-65.20600,-51.08890,-64.71920,2.39300,-2.7011,-2.9587
