Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,0.04340,,0.04340,0.74970,2.96530,,-3.73210,0.01640,-3.71570,,-3.71570,-3.71570,-0.00190,-3.71760,-3.66750,-3.73210,7.87500,7.87500,-0.47000,-0.47000,4.02740,0.02920,0.03010,100.00000,-8601.43400,-8601.43400,-8563.69800,-8568.11100,0.00480,0.88850,101.29020,-50.78820,-134.50870,-41.49790,-49.30360,0.92900,0.0334,0.0334
2023-06-30,0.03710,,0.03710,0.79630,1.92420,,-2.75940,-8.13770,-10.89710,-0.00330,-10.89380,-10.90030,0.21040,-10.67860,-2.56130,-2.75940,5.06560,5.06560,-2.10810,-2.10810,5.26960,0.02210,0.02260,100.00000,-7429.25700,-7429.25700,-29338.93000,-28750.63000,0.00330,0.88170,102.07450,-113.98070,-219.50630,-95.66470,-111.46110,1.21440,-0.1383,-0.1383
2023-03-31,0.03790,,0.03790,1.10580,3.27620,,-4.42020,-0.80010,-5.22020,,-5.22020,-5.22020,-0.00230,-5.22250,-3.77690,-4.42020,3.16560,3.16560,-1.68000,-1.68000,1.08660,1.85880,-2.16450,100.00000,-11676.26000,-11676.26000,-13789.73000,-13795.68000,0.00550,0.68340,131.68820,133.83300,60.88420,-76.42850,-114.92960,-1.20650,-0.68550,-0.68550
2022-12-31,0.26590,,0.26590,1.57970,3.09220,,-5.58470,-0.42710,-6.01180,0.02700,-6.03880,-6.01420,-0.00750,-6.02170,-5.31710,-5.58470,3.06540,3.06540,-1.73890,5.86110,3.47970,0.96510,27.65610,100.00000,-2100.07100,-2100.07100,-2260.66300,-2264.39100,0.02840,1.01570,88.60500,-2121.13700,134.66850,-64.15740,-74.02100,0.08920,-1.0952,-1.095
2022-09-30,0.03000,,0.03000,1.62050,3.91440,,-5.71800,-0.47940,-6.19740,-0.00710,-6.19030,-6.19030,-0.14460,-6.33490,-5.31140,-5.71800,3.10300,3.10300,-2.05000,-2.05000,2.87160,0.66250,2.13170,100.00000,-19045.23000,-19045.23000,-20642.17000,-21100.32000,0.00210,0.83210,108.15710,-157.81630,308.76490,-42.72390,-53.26290,1.25950,-0.9768,-0.9767
2022-06-30,0.06640,,0.06640,1.69550,4.02640,,-5.89990,-0.45930,-6.35920,-0.00730,-6.35190,-6.36650,-0.20630,-6.57280,-5.45650,-5.89990,3.08420,3.08420,-2.13110,-2.13110,3.89740,0.49600,1.07000,100.00000,-8884.25100,-8884.25100,-9575.81600,-9897.49400,0.00360,1.74410,51.60200,-82.37970,-401.19570,-34.67280,-41.51550,2.49410,-1.0489,-1.0567
2022-03-31,0.16510,,0.16510,1.37350,3.64390,,-5.06780,-0.03140,-5.09920,-0.00500,-5.09430,-5.10420,-0.19650,-5.30070,-4.83970,-5.06780,2.94550,2.94550,-1.84000,-1.84000,5.05180,0.39390,0.70750,100.00000,-3070.44800,-3070.44800,-3089.47200,-3211.55000,0.00750,0.88560,101.62220,-44.43950,-99.37330,-23.28550,-26.93510,3.72420,-1.05300,-1.05300
2021-12-31,-0.29160,,-0.29160,1.39800,3.70300,,-6.26760,-0.00710,-6.27470,0.00490,-6.27960,-6.27960,-0.63970,-6.91930,-6.28670,-6.26760,2.66620,2.66620,-2.16000,3.76000,2.36050,,0.06080,25.87730,2149.35600,2149.35600,2151.78300,2372.84000,-0.02110,-10.86210,-8.28570,-57.63430,-144.92830,-45.40550,-57.63430,3.74190,-1.2863,-1.2913
2021-09-30,0.16930,,0.16930,0.81170,4.46700,,-5.39810,0.46210,-4.93610,-0.00240,-4.93370,-4.93370,-0.26520,-5.19890,-4.80070,-5.39810,2.76110,2.76110,-1.84000,-1.84000,3.34380,,0.04330,100.00000,-3187.58700,-3187.58700,-2914.73800,-3069.93500,0.00890,0.99450,90.50060,-31.12260,-61.58160,-25.92540,-31.12260,5.46680,-1.0607,-1.0585
2021-06-30,0.14680,,0.14680,0.34720,2.73380,,-3.23340,0.22620,-3.00720,0.00100,-3.00820,-3.00820,-0.04940,-3.05760,-2.85810,-3.23340,2.53110,2.53110,-1.20000,-1.20000,,,,100.00000,-2203.04200,-2203.04200,-2048.89900,-2083.25200,,,,,,,,,-0.2607,-0.2917
