Date,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,2.76750,-1.20890,-4.00560,-9.14360,-13.14920,,-13.14920,-13.14920,-13.14920,-3.87080,-4.00560,8.93590,8.93590,-1.47000,-1.47000,4.01560,0.74850,3.15680,-119.09250,-119.09240,-23.97050,-29.95500,1.17530,-0.39750,-0.39830
2023-06-30,2.51000,-1.14400,-3.69090,-6.72460,-10.41550,,-10.41550,-10.41550,-10.41550,-3.60740,-3.69090,7.08700,7.08700,-1.37000,-1.37000,5.34720,1.23080,-5.33310,218.19760,218.19730,-40.58610,-50.35640,-0.61340,-0.1974,-0.1974
2023-03-31,1.98090,-0.37840,-2.39640,-5.52910,-7.92550,,-7.92550,-7.92550,-7.92550,-2.55070,-2.39640,7.24330,7.24330,-1.09000,-1.09000,7.09410,1.41860,-3.38910,138.47160,138.47150,-45.18500,-57.95910,-0.78340,-0.3246,-0.3246
2022-12-31,2.17610,-2.34640,-4.55960,-9.74890,-14.30850,,-14.30850,-14.30850,-14.30850,-4.23690,-4.55960,6.80700,6.80700,-2.10000,-2.10000,6.98160,1.04190,-24.89160,1840.60500,1840.60100,-61.51670,-77.03970,-0.10950,-0.7731,-0.7731
2022-09-30,2.42410,-4.54350,-7.00480,-0.08700,-7.09180,,-7.09180,-7.09180,-7.09180,-6.91810,-7.00480,6.77120,6.77120,-1.05000,-1.05000,7.98400,0.73140,2.72360,-100.14730,-100.14730,-22.18890,-26.89530,1.04520,-0.77610,-0.77610
2022-06-30,2.34130,-4.57360,-6.94960,-0.28190,-7.23150,,-7.23150,-7.23150,-7.23150,-6.88030,-6.94960,6.73440,6.73440,-1.08000,-1.08000,15.80200,0.59170,1.44940,-54.47870,-54.47870,-19.39060,-22.24130,1.96070,-0.6992,-0.6991
2022-03-31,3.22810,-2.18580,-5.42680,-1.52080,-6.94760,-0.11970,-6.82790,-6.82790,-6.82790,-5.41390,-5.42680,6.74350,6.74350,-1.01000,-1.01000,8.14350,,,-35.77080,-35.77080,-28.94980,-35.77080,2.82950,-0.5678,-0.5744
2021-12-31,2.79670,-1.37660,-4.18580,-0.68930,-4.87500,,-4.87500,-4.87500,-4.87500,-4.17330,-4.18580,6.75200,6.75200,-0.72000,-0.72000,3.47900,,0.22920,-17.87900,-17.87900,-13.04990,-17.87900,4.00570,-0.5714,-0.5714
2021-09-30,1.97030,-1.09610,-3.07110,-1.50110,-4.57220,,-4.57220,-4.57220,-4.57220,-3.06630,-3.07110,6.68060,6.68060,-0.68000,-0.68000,3.84310,,0.20190,-14.77060,-14.77060,-11.02750,-14.77060,4.62980,-0.23240,-0.23240
2021-06-30,2.08820,-0.10920,-2.19750,0.05050,-2.14700,-0.29770,-1.84930,-1.84930,-1.84930,-2.19750,-2.19750,6.25090,6.25370,-0.01000,-0.01000,161.78990,,,-5.35270,-5.35270,-5.14110,-5.35270,5.17510,-0.2997,-0.3055
2021-03-31,2.14650,-0.10920,-2.25570,-2.48980,-4.74550,-0.23540,-4.51020,-4.51020,-4.51020,-2.25570,-2.25570,6.15330,6.15330,-0.73000,-0.73000,22.30680,,,-18.44990,-18.44990,-16.79820,-18.44990,3.97360,-0.3671,-0.3671
2020-12-31,2.60260,-0.06060,-2.66320,-1.12270,-3.78590,-0.57190,-3.21400,-3.21400,-3.21400,-2.66320,-2.66320,6.04200,6.04200,-0.53000,-0.53000,14.03910,,,-11.14120,-11.14120,-9.93440,-11.14120,4.65220,-0.5604,-0.5604
2020-09-30,3.52500,-0.02080,-3.54580,39.39530,35.84950,2.40680,33.44260,33.44260,33.44260,-3.54580,-3.54580,6.57600,6.57600,5.09000,5.09000,8.48350,,,107.69770,107.69770,91.46790,107.69770,5.17970,-0.11260,-0.11260
2020-06-30,2.13090,,-2.13090,-0.41890,-2.54990,,-2.54990,-2.54990,-2.54990,-2.13090,-2.13090,6.47600,6.47600,-0.40000,-0.40000,2.83110,,,-127.82670,-127.82700,-82.67560,-127.82700,0.30420,-0.0272,-0.0272
2020-03-31,1.32210,,-1.32210,-0.58820,-1.91030,,-1.91030,-1.91030,-1.91030,-1.32210,-1.32210,6.55000,6.55000,-0.29000,-0.29000,20.82470,,,-52.17830,-52.17830,-49.67270,-52.17830,0.55840,-0.103,-0.103
2019-12-31,1.15090,,-1.15090,-1.77760,-2.92850,,-2.92850,-2.92850,-2.92850,-1.15090,-1.15090,6.43900,6.43900,-0.45000,-0.45000,17.24430,,,-56.46970,-56.46970,-53.19500,-56.46970,0.79600,-0.0706,-0.0706
2019-09-30,0.99100,,-0.99100,-0.86030,-1.85130,,-1.85130,-1.85130,-1.85130,-0.99100,-0.99100,6.35700,6.35700,-0.29000,-0.29000,18.76280,,,-25.60040,-25.60040,-24.23590,-25.60040,1.13760,-0.01420,-0.01420
2019-06-30,1.27240,,-1.27240,-0.87660,-2.14900,,-2.14900,-2.14900,-2.14900,-1.27240,-1.27240,6.28200,6.28200,-0.33000,-0.33000,20.89690,,,-25.75980,-25.75980,-24.52710,-25.75980,1.31230,-0.0409,-0.0409
2019-03-31,1.07090,,-1.07090,-0.36480,-1.43570,,-1.43570,-1.43570,-1.43570,-1.07090,-1.07090,6.35700,6.35700,-0.23000,-0.23000,46.21010,,,-14.71110,-14.71110,-14.39270,-14.71110,1.53520,-0.0349,-0.0349
2018-12-31,1.10380,,-1.10380,-0.78200,-1.88570,,-1.88570,-1.88570,-1.88570,-1.10380,-1.10380,6.26100,6.26100,-0.30000,-0.30000,162.10780,,,-18.01100,-18.01100,-17.89990,-18.01100,1.64700,-0.0644,-0.0644
2018-09-30,0.99340,,-0.99340,-1.89200,-2.88540,,-2.88540,-2.88540,-2.88540,-0.99340,-0.99340,6.15570,6.15570,-0.47000,-0.47000,43.65190,,,-24.93920,-24.93920,-24.36790,-24.93920,1.87420,-0.03020,-0.03020
2018-06-30,1.37320,,-1.37320,-2.43240,-3.80550,,-3.80550,-3.80550,-3.80550,-1.37320,-1.37320,5.67500,5.67500,-0.66000,-0.66000,54.47060,,,-27.75730,-27.75730,-27.24770,-27.75730,2.22820,-0.052,-0.052
