Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-03-31,2701.84800,1959.99800,741.85000,204.62500,-12.69000,300.55800,441.29200,19.36400,460.65600,101.36900,359.28700,359.28700,359.28700,524.53500,441.29200,27.44400,27.62400,13.09000,13.01000,1.65010,,27.45710,16.33300,16.33300,17.04970,13.29780,0.32120,51.65090,30.07530,2.99250,10.68880,10.75910,4.27150,10.68880,122.37700,20.60650,15.80260
2023-12-31,2516.32000,1878.01600,638.30410,169.24700,-20.11800,274.85700,363.44780,18.90600,382.35300,100.26700,282.08590,282.08590,282.08600,448.93980,363.44740,27.55500,27.71000,10.28000,10.20000,1.57260,,25.36660,14.44360,14.44360,15.19490,11.21030,0.31280,47.77570,14.93410,6.02650,9.21180,9.27830,3.50660,9.21180,111.65340,9.5225,3.3326
2023-09-30,2471.94800,1822.10500,649.84290,159.50100,-16.84600,254.89300,394.95000,18.39200,413.34200,100.12500,313.21700,313.21700,313.21700,473.49590,394.95000,27.55000,27.68100,11.37000,11.32000,1.53470,,26.28870,15.97730,15.97730,16.72130,12.67090,0.31250,45.35200,34.75650,2.58940,10.85180,10.93490,3.95900,10.85180,105.01420,17.4466,12.6847
2023-06-30,2514.80100,1823.94600,690.85510,156.49600,-23.77800,259.04500,431.81010,16.44600,448.25600,106.46600,341.79000,341.79000,341.79000,510.58110,431.81010,27.60400,27.74700,12.38000,12.32000,1.58450,,27.47160,17.17080,17.17080,17.82470,13.59110,0.33300,50.65950,41.23640,2.18250,12.35290,12.45160,4.52560,12.35290,100.26400,21.0178,16.0656
2023-03-31,2368.58000,1761.49000,607.09000,148.34000,-14.55900,239.48400,367.60610,8.94900,376.55500,84.91100,291.64400,291.64400,291.64400,444.19110,367.60610,27.62400,27.78800,10.56000,10.50000,1.41090,,25.63100,15.52010,15.52010,15.89790,12.31300,0.33580,50.91160,35.95900,2.50290,11.75190,11.85670,4.13480,11.75190,89.91290,16.37530,12.04360
2022-12-31,2180.60000,1658.05700,522.54260,135.07300,-17.12600,226.21200,296.33110,7.05700,303.38800,79.66100,223.72700,223.72700,223.72700,370.34300,296.33090,27.85100,28.06200,8.06000,8.00000,1.27550,,23.96320,13.58940,13.58940,13.91310,10.25990,0.31480,46.48580,14.10290,6.38170,9.44780,9.53620,3.22950,9.44780,85.71410,14.1857,9.1121
2022-09-30,2220.17500,1657.62900,562.54600,140.89600,-13.98100,226.29300,336.25310,3.71200,339.96500,82.82700,257.13800,257.13800,257.13800,407.66910,336.25310,27.77300,27.95600,9.26000,9.20000,1.31740,,25.33790,15.14530,15.14530,15.31250,11.58190,0.32570,49.11200,12.10960,7.43210,11.04840,11.15350,3.77180,11.04840,83.86660,12.6869,7.68
2022-06-30,2213.33900,1655.25400,558.08520,140.82000,-9.93400,220.48700,337.59830,10.57200,348.17000,88.22800,259.94200,259.94200,259.94200,407.33130,337.59830,27.90500,28.09200,9.32000,9.25000,1.25810,,25.21460,15.25290,15.25290,15.73050,11.74430,0.33820,56.19410,12.19400,7.38070,12.06680,12.19090,3.97140,12.06680,77.47800,10.2832,6.6863
2022-03-31,2020.53900,1601.59300,418.94600,147.40200,-9.65800,228.72500,190.22110,-0.21300,190.00800,31.71400,158.29400,158.29400,158.29400,261.88610,190.22110,28.04300,28.30100,5.64000,5.59000,1.31520,,20.73440,9.41440,9.41440,9.40380,7.83420,0.31240,53.65110,14.43280,6.23580,7.41790,7.49490,2.44760,7.41790,76.25640,9.99620,6.59840
2021-12-31,1960.63300,1564.61500,396.01780,159.77700,-11.68300,237.72200,158.29570,9.26300,167.55900,34.08400,133.47500,133.47500,133.47500,224.55760,158.29550,28.13200,28.51100,4.75000,4.67000,1.58130,,20.19850,8.07370,8.07370,8.54620,6.80780,0.29470,47.66390,10.12390,8.88980,5.80990,5.86590,2.00630,5.80990,81.81530,15.3399,11.1185
2021-09-30,1952.31500,1492.96200,459.35290,145.93000,-10.55200,219.67300,239.67990,-0.12600,239.55400,35.12000,204.43400,204.43400,204.43400,302.87090,239.67990,28.15000,28.47500,7.26000,7.18000,1.78460,,23.52860,12.27670,12.27670,12.27030,10.47140,0.29460,52.47670,4.94640,18.19500,8.84650,8.93130,3.08460,8.84650,82.07810,9.8794,6.0642
2021-06-30,1892.53800,1429.65600,462.88200,146.04400,-9.23100,217.35700,245.52500,0.85100,246.37600,58.40200,187.97400,187.97400,187.97400,307.60700,245.52500,28.13400,28.50100,6.68000,6.60000,1.73290,,24.45830,12.97330,12.97330,13.01830,9.93240,0.29940,56.82480,5.25250,17.13460,8.64580,8.73400,2.97410,8.64580,77.37770,9.0436,4.7327
2021-03-31,1741.57500,1352.81900,388.75590,155.10300,-9.08900,227.31400,161.44190,-2.16800,159.27400,32.17300,127.10100,127.10100,127.10100,224.56390,161.44190,28.12500,28.58200,4.52000,4.45000,1.74680,,22.32210,9.26990,9.26990,9.14540,7.29800,0.28320,55.66240,5.57180,16.15290,6.05960,6.12360,2.06700,6.05960,74.48880,10.70510,7.67460
2020-12-31,1607.71000,1294.48300,313.22660,124.02400,-12.36100,196.34100,116.88560,0.84600,117.73200,-73.22700,190.95900,190.95900,190.95900,176.84160,116.88570,27.91700,28.41600,6.83000,6.71000,1.72740,,19.48280,7.27030,7.27030,7.32300,11.87770,0.26870,48.95000,4.15130,21.68020,9.45280,9.55660,3.19170,9.45280,72.14510,4.0771,-0.3895
2020-09-30,1601.41400,1289.18900,312.22500,133.15000,-11.79900,205.12900,107.09590,-0.59500,106.50100,26.25700,80.24400,80.24400,80.24400,167.27590,107.09590,27.97300,28.45400,2.87000,2.82000,1.51090,,19.49680,6.68760,6.68760,6.65040,5.01080,0.28440,50.62790,12.33740,7.29490,4.44420,4.49890,1.42490,4.44420,64.53360,8.5221,5.6896
2020-06-30,1364.73800,1197.97600,166.76200,102.64700,-9.03000,171.70100,-4.93910,0.62300,-4.31600,-12.49100,8.17500,8.17500,8.17500,55.08490,-4.93910,27.91100,28.33300,0.29000,0.29000,1.59070,,12.21930,-0.36190,-0.36190,-0.31630,0.59900,0.25410,49.54820,8.22890,10.93700,0.47960,0.48590,0.15220,0.47960,60.95320,4.3341,1.2361
2020-03-31,1410.77200,1161.90500,248.86690,106.47000,-12.90200,177.74600,71.12100,2.74300,73.86400,-2.52400,76.38800,76.38800,76.38800,129.49500,71.12100,27.79200,28.32300,2.75000,2.70000,1.61540,,17.64050,5.04130,5.04130,5.23570,5.41460,0.27100,49.79240,11.74740,7.66130,4.56860,4.62930,1.46720,4.56860,60.11220,6.42840,3.68670
2019-12-31,1440.22400,1163.77900,276.44480,112.41600,-10.72400,178.28900,98.15550,2.84000,100.99600,28.58000,72.41600,72.41600,72.41600,153.30450,98.15580,27.74000,28.29500,2.61000,2.56000,1.60850,,19.19460,6.81530,6.81530,7.01250,5.02810,0.28210,44.59610,13.30460,6.76460,4.30270,4.35960,1.41860,4.30270,60.63870,6.6564,3.7316
2019-09-30,1403.69700,1111.80900,291.88810,115.07000,-8.99100,176.26700,115.62110,4.41100,120.03200,21.45000,98.58200,98.58200,98.58200,167.82710,115.62110,27.77500,28.38800,3.55000,3.47000,1.50590,,20.79420,8.23690,8.23690,8.55110,7.02300,0.28430,46.57570,26.32940,3.41820,6.07610,6.15940,1.99640,6.07610,58.35930,8.2286,4.8637
2019-06-30,1434.23100,1134.56900,299.66200,121.39500,-6.60500,179.64200,120.02000,3.94700,123.96700,32.93900,91.02800,91.02800,91.02800,171.66200,120.02000,27.72000,28.30000,3.28000,3.22000,1.51820,,20.89360,8.36820,8.36820,8.64340,6.34680,0.30780,53.65920,29.05540,3.09750,5.91840,6.00400,1.95370,5.91840,55.47720,4.1255,1.392
2019-03-31,1308.21700,1033.72200,274.49510,102.67100,-7.88200,164.33400,110.16110,3.12900,113.29000,25.15800,88.13200,88.13200,88.13200,163.94210,110.16110,27.69600,28.11800,3.18000,3.13000,1.44030,,20.98240,8.42070,8.42070,8.65990,6.73680,0.28280,55.04380,26.30900,3.42090,5.93960,6.02880,1.90540,5.93960,53.52420,6.49340,4.20920
2018-12-31,1225.06100,1016.75200,208.30910,103.72000,-11.76000,168.69700,39.61240,3.85800,43.47000,11.45100,32.01900,32.01900,32.01900,92.82940,39.61230,27.82300,27.96200,1.16000,1.14000,1.81070,,17.00400,3.23350,3.23350,3.54840,2.61370,0.54070,47.17010,19.66010,4.57780,2.22150,2.25580,1.41330,2.22150,52.03950,4.65,1.8675
2018-09-30,1225.00700,996.25700,228.75000,109.52400,-8.58100,170.75900,57.99080,2.49300,60.48400,22.28000,38.20400,38.20400,38.20400,110.64480,57.99080,27.80200,28.01700,1.37000,1.36000,1.96900,,18.67340,4.73390,4.73390,4.93740,3.11870,0.54910,54.48490,25.22410,3.56800,2.66070,2.70200,1.71250,2.66070,51.66370,7.0033,4.1081
2018-06-30,1266.52000,1016.88100,249.63900,85.15300,-47.33600,181.68200,67.95700,2.32300,70.28000,23.39600,46.88400,46.88400,46.88400,117.15000,67.95700,27.81900,27.93500,1.69000,1.68000,2.02910,,19.71060,5.36570,5.36570,5.54910,3.70180,0.59500,48.76890,22.60190,3.98200,3.36810,3.42200,2.20260,3.36810,50.05060,3.3796,0.8375
2018-03-31,1148.39700,924.10300,224.29400,77.06300,-7.50800,131.48600,92.80800,1.39400,94.20200,34.75600,59.44600,59.44600,59.44600,139.72300,92.80800,27.91100,27.95000,2.13000,2.13000,1.71630,,19.53110,8.08150,8.08150,8.20290,5.17640,0.54750,53.09720,43.02560,2.09180,4.35810,4.42930,2.83420,4.35810,49.02050,7.19560,5.13750
2017-12-31,1110.10000,945.03010,165.07010,57.69000,-5.90900,105.04090,60.02890,1.43700,61.46600,17.67300,43.79300,43.79300,43.79300,101.47090,60.02880,28.49100,28.56100,1.57000,1.56000,1.94370,,14.86980,5.40750,5.40750,5.53700,3.94500,0.54270,47.58460,22.28850,4.03800,3.20960,3.26200,2.14070,3.20960,48.68500,3.0559,1.2857
2017-09-30,1128.07400,946.94000,181.13400,99.18200,-9.53900,150.26700,30.86710,1.27500,32.14200,12.53200,19.61000,19.61000,19.61000,72.41310,30.86710,28.41500,28.43900,0.69000,0.69000,2.02820,,16.05690,2.73630,2.73630,2.84930,1.73840,0.54640,43.77090,30.60760,2.94040,1.41370,1.43640,0.94990,1.41370,49.03760,4.8783,3.007
2017-06-30,1169.40900,949.00900,220.40010,70.07500,-2.51900,113.67500,106.72510,1.04900,107.77400,41.04400,66.73000,66.73000,66.73000,147.80610,106.72510,28.64900,28.80000,2.33000,2.32000,2.47950,,18.84710,9.12640,9.12640,9.21610,5.70630,0.56530,49.61880,46.88890,1.91940,4.60140,4.67210,3.22590,4.60140,50.73280,3.2395,1.2699
2017-03-31,1068.82900,879.21700,189.61200,69.44100,-7.71900,116.43890,73.17300,1.18800,74.36100,28.24100,46.12000,46.12000,46.12000,112.45200,73.17300,28.75000,28.85000,1.60000,1.60000,2.16750,,17.74020,6.84610,6.84610,6.95720,4.31500,0.51830,47.99480,49.52410,1.81730,3.27620,3.32810,2.23640,3.27620,49.08720,5.21980,3.24100
2016-12-31,1034.56000,894.91390,139.64590,65.06900,-5.95500,109.09610,30.54990,0.58800,31.13800,15.16300,15.97500,15.97500,15.97500,68.62190,30.55010,29.26500,29.77000,0.51000,0.51000,1.85380,,13.49810,2.95290,2.95300,3.00980,1.54410,0.51060,59.58550,22.70810,3.96330,1.13900,1.15710,0.78850,1.13900,48.67400,2.2948,0.1906
2016-09-30,1036.98200,890.29000,146.69210,78.40500,-21.12700,136.96600,9.72610,0.67200,10.39800,2.59900,7.79900,7.79900,7.79900,47.16010,9.72610,29.06300,29.17100,0.27000,0.27000,1.67760,,14.14610,0.93790,0.93790,1.00270,0.75210,0.50170,48.43270,22.48640,4.00240,0.54120,0.54960,0.37730,0.54120,49.72120,3.5117,1.24
2016-06-30,998.38300,843.33800,155.04500,70.75600,-7.32000,114.15000,40.89500,0.78600,41.68100,16.08500,25.59600,25.59600,25.59600,76.96900,40.89500,29.20700,29.34000,0.88000,0.87000,1.40210,,15.52960,4.09610,4.09610,4.17490,2.56370,0.47500,49.70750,20.61970,4.36480,1.72240,1.74820,1.21780,1.72240,50.97920,4.0603,1.8463
2016-03-31,834.45900,777.62800,56.83100,62.01000,-6.63700,103.43500,-46.60410,2.12600,-44.47800,-18.04600,-26.43200,-26.43200,-26.43200,-11.81610,-46.60410,29.89300,29.89300,-0.88000,-0.88000,1.37790,,6.81050,-5.58490,-5.58490,-5.33020,-3.16760,0.38980,46.05440,14.20770,6.33460,-1.71610,-1.74090,-1.23470,-1.71610,52.48240,2.06330,-0.04150
2015-12-31,997.50710,801.97710,195.53000,46.87500,-10.90200,91.91690,103.61310,1.79500,105.40800,37.53400,67.87400,67.87400,67.87400,137.75310,103.61320,31.09200,31.49400,2.19000,2.18000,2.91010,,19.60190,10.38720,10.38720,10.56710,6.80440,0.36600,53.31230,10.34380,8.70080,3.18960,3.22280,2.49070,3.18960,69.17090,3.0406,0.631
