Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,8.71730,1.99180,,-10.70910,0.23010,-10.47890,0.01210,-10.49100,-10.49100,-10.49100,-10.70910,-10.70910,24.03400,24.03400,-0.44000,-0.44000,0.41330,,-0.02610,123.14240,123.14240,-194.74570,123.14240,-0.41260,-0.2178,-0.2178
2023-06-30,8.99130,3.07930,,-12.07060,-0.36590,-12.43640,0.00640,-12.44290,-12.44290,-12.44290,-12.07060,-12.07060,22.43500,22.43500,-0.55000,-0.55000,1.28600,,0.13720,-767.51640,-767.51540,-105.07380,-767.51560,0.07160,-0.2272,-0.2272
2023-03-31,5.23500,1.50060,,-6.73560,0.13600,-6.59960,0.00300,-6.60250,-6.60250,-6.60250,-6.73560,-6.73560,21.83400,21.83400,-0.30000,-0.30000,1.96660,,0.11540,-114.13260,-114.13270,-51.17650,-114.13260,0.28290,-0.36420,-0.36420
2022-12-31,6.29750,1.47650,,-7.77400,-0.33590,-8.10990,0.00840,-8.11830,-8.11830,-8.11830,-7.77400,-7.77400,19.51600,19.51600,-0.38000,-0.38000,3.13310,,,-65.91440,-65.91430,-42.90010,-65.91430,0.60240,-0.231,-0.231
2022-09-30,2.30600,1.25700,,-3.56300,0.04950,-3.51340,0.00190,-3.51530,-3.51530,-3.51530,-3.56300,-3.56300,19.27000,19.27000,-0.18000,-0.18000,6.72340,,,-17.26620,-17.26620,-14.62220,-17.26620,0.99590,-0.1845,-0.1845
2022-06-30,4.51440,1.00510,,-5.51950,0.18570,-5.33380,0.00690,-5.34070,-5.34070,-5.34070,-5.51950,-5.51950,18.46700,18.46700,-0.29000,-0.29000,4.61060,,,-33.25390,-33.25390,-25.87120,-33.25390,1.06130,-0.2166,-0.2166
2022-03-31,5.83000,1.62010,,-7.45020,0.08880,-7.36140,0.00360,-7.36500,-7.36500,-7.36500,-7.45020,-7.45020,18.46700,18.46700,-0.40000,-0.40000,6.97350,,,-34.47840,-34.47840,-29.14710,-34.47840,1.41160,-0.33940,-0.33940
2021-12-31,2.66280,1.30270,,-3.96540,0.27970,-3.68580,-0.00080,-3.68500,-3.68500,-3.68500,-3.96540,-3.96540,14.79100,14.79100,-0.24000,-0.24000,13.39300,,,-12.84560,-12.84560,-11.73400,-12.84560,1.98760,-0.3547,-0.3547
2021-09-30,1.42340,1.05350,,-2.47680,0.19970,-2.27710,0.00210,-2.27920,-2.27920,-2.27920,-2.47680,-2.47680,18.45600,18.45600,-0.12000,-0.12000,34.80940,,,-7.06310,-7.06310,-6.72460,-7.06310,2.41010,-0.0204,-0.0204
2021-06-30,0.37430,1.41580,,-1.79010,0.18560,-1.60450,0.00390,-1.60840,-1.60840,-1.60840,-1.79010,-1.79010,12.87500,12.87500,-0.12000,-0.12000,31.42130,,,-4.65920,-4.65920,-4.40240,-4.65920,2.57830,-0.0087,-0.0087
2021-03-31,0.39120,1.48100,,-1.87210,0.92360,-0.94850,0.00080,-0.94930,-0.94930,-0.94930,-1.87210,-1.87210,9.23200,9.23200,-0.10000,-0.10000,6.04380,,,-21.01870,-21.01870,-14.25780,-21.01870,0.48920,-0.33750,-0.33750
2020-12-31,-0.01350,0.54020,,-1.29180,-1.28760,-1.52450,-0.00050,-2.76340,-2.76340,-2.76340,-1.29170,-0.77930,3.06200,3.06200,-0.83000,-0.83000,6.57460,,,-50.55820,-50.55820,-31.53730,-50.55820,0.59200,-1.1425,-1.1425
2020-11-30,,,-0.35200,-0.35200,0.00380,-0.34820,,-0.34820,-0.34820,-0.34820,-0.35200,-0.35200,2.80600,2.80600,-0.13000,-0.13000,0.05140,0.28320,0.39500,-6.96410,-6.96410,-1.00370,-4.99220,1.74890,0.222,0.222
2020-09-30,0.00100,0.51130,,-0.51230,-0.14630,-0.65850,0.00050,-0.65910,-0.65910,-0.65910,-0.51210,-0.51230,2.77500,2.77500,-0.24000,-0.24000,,,,,,,,,-0.2957,-0.2957
2020-08-31,,,-0.52590,-0.52590,0.00990,-0.51600,,-0.51600,-0.51600,-0.51600,-0.52590,-0.52590,2.74290,2.74290,-0.19000,-0.19000,0.05170,0.22180,0.28500,-10.32060,-10.32060,-1.49670,-8.03160,1.78190,0.0382,0.0382
2020-06-30,0.03650,0.74090,,-0.77740,-0.07400,-0.85140,,-0.85140,-0.85140,-0.85140,-0.77720,-0.77740,2.76800,2.76800,-0.31000,-0.31000,,,,,,,,,-0.137,-0.137
2020-05-31,,,-0.26490,-0.26490,0.10920,-0.15580,,-0.15580,-0.15580,-0.15580,-0.26490,-0.26490,2.70460,2.70460,-0.09000,-0.09000,0.47820,0.18370,0.22500,-3.11530,-3.11530,-0.45200,-2.54310,1.82280,0.0088,0.0088
2020-03-31,0.27120,0.34700,,-0.61830,-0.12990,-0.74820,0.00080,-0.74900,-0.74900,-0.74900,-0.61810,-0.61830,2.76830,2.76830,-0.27000,-0.27000,,,,,,,,,-0.02190,-0.02190
2020-02-29,,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.00000,
2019-12-31,,,,-0.04560,-1.55000,-1.59560,,-1.59640,-1.59640,-1.59640,-0.04560,-0.04560,2.76830,2.76830,-0.23000,-0.23000,0.00000,,-0.55280,4.44910,23.43690,-61399.46000,23.43690,,-0.0104,-0.0104
2019-11-30,,,-0.16600,-0.16600,0.30280,0.13680,,0.13680,0.13680,0.13680,-0.16600,-0.16600,2.61000,2.61000,-0.05000,-0.05000,1.49810,,,2.73620,2.73620,0.20580,2.73620,1.90620,-0.0294,-0.0294
2019-08-31,,,-0.09410,-0.09410,0.36840,0.27430,,0.27430,0.27430,0.27430,-0.09410,-0.09410,2.60520,2.60520,-0.02000,-0.02000,7.36340,,,5.48640,5.48640,0.41390,5.48640,1.91570,-0.024,-0.024
2019-05-31,,,-0.07110,-0.07110,0.40960,0.33840,,0.33840,0.33840,0.33840,-0.07110,-0.07110,2.60250,2.60250,-0.01000,-0.01000,12.19760,,,6.76850,6.76850,0.51290,6.76850,1.91940,-0.0151,-0.0151
2019-02-28,,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.00000,
2018-12-31,,,,-0.06900,0.34450,0.55200,,0.27550,0.30650,0.30650,-0.06900,-0.06900,8.27230,,,0.00000,17.49780,,,5.77620,6.12980,0.46690,6.12980,,0.0512,0.0512
2018-11-30,,,-0.07910,-0.07910,0.34240,0.26320,,0.26320,0.26320,0.26320,-0.07910,-0.07910,2.59600,2.59600,-0.02000,-0.02000,20.60020,,,5.26450,5.26450,0.40290,5.26450,1.92230,0.012,0.012
2018-08-31,,,-0.00230,-0.00230,0.02000,0.01770,,0.01770,0.01770,0.01770,-0.00230,-0.00230,1.46070,1.46070,0.00000,0.00000,,,,0.35370,0.35370,0.02720,0.35370,1.92600,-0.0632,-0.0632
2018-06-30,0.00000,0.00230,,-0.00230,0.02000,0.01770,0.00000,0.01770,-0.01330,0.01770,-0.00230,-0.00230,,,,0.00000,,,,-309.30230,-0.26600,-0.02040,-0.26600,,-0.0085,-0.0085
2018-05-31,,,-0.01330,-0.01330,,-0.01330,,-0.01330,-0.01330,-0.01330,-0.01330,-0.01330,1.37500,1.37500,-0.01000,-0.01000,,,,,,,,,0.0085,0.0085
2018-03-31,,0.01330,,-0.01330,,-0.01330,,-0.01330,-0.01330,-0.01330,-0.01330,-0.01330,,,,0.00000,,,,,,,,,0.00000,
