Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,22.44100,2.80100,19.64000,12.80300,12.80300,6.83700,-0.33700,6.50000,1.69600,4.80400,4.80400,4.71500,12.38700,12.86800,0.38000,0.37000,0.00150,0.00150,39.22750,28.45500,0.02990,3.19410,3.19410,0.86550,3.18940,12.03790,0.6667,0.5294
2023-06-30,21.15700,2.19400,18.96300,13.02600,13.02600,5.93700,0.33900,6.27600,1.63800,4.63800,4.63800,4.55000,12.60300,12.99000,0.36000,0.35000,0.00170,0.00170,38.56220,27.95700,0.03280,3.14550,3.14550,0.93580,3.14010,11.58820,-0.7211,-1.0621
2023-03-31,17.92800,1.29500,16.63300,11.66100,11.66100,4.97200,0.25300,5.22500,1.36400,3.86100,3.86100,3.86100,12.70800,13.17200,0.30000,0.29000,0.00200,0.00200,37.41500,27.64770,0.03160,2.67470,2.67470,0.87290,2.66950,11.25560,0.25160,0.23810
2022-12-31,23.04500,0.62400,22.42100,12.64300,12.64300,9.77800,-0.77900,8.99900,2.45400,6.54500,6.54500,6.42000,12.73000,13.35700,0.51000,0.49000,0.00220,0.00220,46.82340,33.40440,0.04800,4.65970,4.65970,1.63310,4.64930,10.94690,1.82,1.7882
2022-09-30,20.34600,0.30400,20.04200,13.05300,13.05300,6.98900,0.12700,7.11600,3.46200,3.65400,3.65400,3.62700,12.78400,13.32400,0.28000,0.27000,0.00260,0.00260,45.65930,23.27240,0.04040,2.72110,2.72110,0.94770,2.71410,10.43800,-0.036,-0.3367
2022-06-30,21.44400,0.24400,21.20000,12.79700,12.79700,8.40300,-1.13500,7.26800,1.78600,5.48200,5.48200,5.44100,12.71600,13.41700,0.43000,0.41000,0.00290,0.00290,39.74410,29.75340,0.05000,4.19960,4.19960,1.49790,4.18750,10.13090,3.1184,3.0095
2022-03-31,24.90500,0.26200,24.64300,12.05400,12.05400,12.58900,0.05900,12.64800,3.21400,9.43400,9.43400,9.43400,12.77700,13.56700,0.74000,0.70000,0.00760,0.00760,58.29650,43.48270,0.05110,7.54990,7.54990,2.22250,7.49280,9.77050,-0.32410,-0.42270
2021-12-31,24.68200,0.28100,24.40100,10.07400,10.07400,14.32700,,13.52700,3.41600,10.11100,10.11100,8.68800,8.67000,9.10800,0.97000,0.93000,0.00900,0.00910,61.77280,39.67490,0.05760,8.75850,8.75850,2.65930,8.67960,9.03870,1.4237,1.3317
2021-09-30,22.22400,0.27900,21.94500,10.76500,10.76500,11.18000,,11.18000,2.73800,8.44200,8.44200,8.44200,8.25600,8.81100,0.97000,0.91000,0.03160,0.03270,60.17870,45.44090,0.05490,12.21040,12.21040,2.49530,11.82400,7.90510,0.5096,0.3934
2021-06-30,19.29600,0.33300,18.96300,8.61500,8.61500,10.34800,,10.34800,2.60900,7.73900,7.73900,7.73900,8.18400,8.65100,0.89000,0.84000,,,59.37910,44.40810,,,,,,,-1.8807,-1.8934
2021-03-31,14.88500,0.37200,14.51300,7.29600,7.29600,7.21700,,7.21700,1.92600,5.29100,5.29100,4.93400,8.09100,8.33600,0.61000,0.59000,,,51.99570,35.54760,,,,,,,-1.06620,-1.10160
2020-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,0,0
2020-09-30,,,,,,,,0.00000,0.00000,,0.00000,,,,,0.00000,,,,,,,,,,,0,0
2019-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,0,0
