Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,,,1.69300,0.53100,-2.22400,0.00100,-2.22300,-2.22300,-2.22300,-2.22300,-2.21000,-2.22400,22.96900,22.96900,-0.10000,-0.10000,4.93050,0.03210,0.03310,,,,,,,,,-40.00360,-40.00360,-30.89650,-38.72150,0.26600,-0.0754,-0.0754
2023-06-30,,,0.62700,0.55200,-1.17900,-0.00300,-1.17600,-1.17600,-1.17600,-2.03100,-1.17600,-1.17900,21.56100,21.56100,-0.09000,-0.09000,8.51900,0.02380,0.02440,,,,,,,,,-15.17810,-15.18790,-13.09290,-14.82600,0.37060,-0.0204,-0.0204
2023-03-31,,,0.64200,0.64200,-1.28400,0.00200,-1.28600,-1.28600,-1.28600,-1.28600,-1.28000,-1.28400,15.50400,15.50400,-0.08000,-0.08000,1.15190,0.94610,17.54550,,,,,,,,,-11689.68000,-11690.87000,-102.79780,-630.39220,0.00070,-0.08470,-0.08470
2022-12-31,,,0.60400,0.68300,-1.28700,-0.00800,-1.28700,-1.28700,-1.28700,-1.28700,-1.28300,-1.28700,15.47500,15.47500,-0.09000,-0.09000,2.34850,0.13680,0.15850,,,,,,,,,-104.63420,-104.63420,-52.78920,-90.31580,0.07930,-0.0608,-0.0604
2022-09-30,,,0.43400,0.49500,-0.92900,0.00100,-0.92800,-0.92800,-0.92800,-0.92800,-0.92400,-0.92900,15.47400,15.47400,-0.06000,-0.06000,3.55230,0.07500,0.08110,,,,,,,,,-39.40550,-39.40550,-26.43120,-36.44930,0.15220,-0.0393,-0.0393
2022-06-30,,,0.46900,0.65400,-1.12300,0.00400,-1.12700,-1.12700,-1.12700,-1.12700,-1.11800,-1.12300,15.47400,15.47400,-0.07000,-0.07000,4.51760,0.05680,0.06020,,,,,,,,,-35.32910,-35.32920,-26.10610,-33.32350,0.20620,-0.0591,-0.0594
2022-03-31,,,0.46000,0.63300,-1.09300,,-1.09300,-1.09300,-1.09300,-1.09300,-1.08400,-1.09300,15.46200,15.46200,-0.07000,-0.07000,5.71070,0.04640,0.04870,,,,,,,,,-25.83310,-25.83310,-20.39560,-24.63380,0.27380,-0.08180,-0.08180
2021-12-31,,,0.73300,0.77100,-1.50400,-0.00200,-1.50600,-1.50600,-1.50600,-1.50600,-1.49500,-1.50400,15.45100,15.45100,-0.09000,-0.09000,6.91390,0.03910,0.04070,,,,,,,,,-29.21440,-29.21440,-24.03830,-28.07080,0.33320,-0.063,-0.0632
2021-09-30,,,0.44700,0.32000,-0.76700,-0.03700,-0.80400,-0.80400,-0.80400,-0.80400,-0.75600,-0.76700,15.45200,15.45200,-0.05000,-0.05000,8.26170,0.03000,0.03090,,,,,,,,,-12.36730,-12.36730,-10.53320,-11.99640,0.42090,-0.0578,-0.0579
2021-06-30,,,0.32100,0.55200,-0.87300,0.02000,-0.85300,-0.85300,-0.85300,-0.85300,-0.86300,-0.87300,15.44800,15.44800,-0.06000,-0.06000,7.66080,0.02630,0.02700,,,,,,,,,-11.70740,-11.70740,-9.91050,-11.39920,0.47170,-0.0627,-0.0625
2021-03-31,,,0.30900,0.58700,-0.89600,-0.00800,-0.90400,-0.90400,-0.90400,-0.90400,-0.88400,-0.89600,15.44500,15.44500,-0.06000,-0.06000,7.43590,0.02300,0.02360,,,,,,,,,-11.09340,-11.09340,-9.38930,-10.83800,0.52780,-0.06040,-0.06040
2020-12-31,,,-0.14900,0.27100,-0.12200,-0.02300,-0.14500,-0.14500,-0.14500,-0.14500,-0.11000,-0.12200,15.07900,15.07900,-0.07000,-0.07000,7.60520,0.02150,0.02190,,,,,,,,,-1.61430,-1.61430,-1.36720,-1.57970,0.58150,-0.06,-0.0605
2020-09-30,,,0.47600,0.41100,-0.88700,0.37800,-0.50900,-0.50900,-0.50900,-0.50900,-0.87500,-0.88700,15.42600,15.42600,-0.03000,-0.03000,8.42890,0.01880,0.01920,,,,,,,,,-5.11730,-5.11730,-4.43660,-5.02100,0.64460,-0.0435,-0.0455
