Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,2.91700,0.27000,2.64700,6.51000,20.05400,26.56400,-23.91700,-0.88500,-24.80200,-24.80200,-24.80200,-24.80200,-23.70700,-23.91700,46.07390,46.07390,-0.54000,-0.54000,8.06440,0.50110,1.00500,90.74390,-819.91780,-819.91780,-850.25710,-850.25710,0.03000,0.96770,0.71640,125.63590,-58.62940,-58.62940,-25.53010,-29.25280,1.00570,-0.3208,-0.3222
2023-06-30,0.18200,0.13600,0.04600,5.72500,5.93700,11.66200,-11.61600,0.62600,-10.99000,-10.99000,-10.99000,-10.99000,-11.40900,-11.61600,45.91690,45.91690,-0.24000,-0.24000,9.90700,,,25.27470,-6382.41700,-6382.41700,-6038.46200,-6038.46200,0.00290,,1.05200,85.54950,-19.83760,-19.83760,-17.66850,-19.83760,1.32370,-0.0949,-0.0963
2023-03-31,0.03700,0.06800,-0.03100,2.73900,4.31900,7.05800,-7.08900,0.50000,-6.58900,-6.58900,-6.58900,-6.58900,-6.88700,-7.08900,43.02340,43.02340,-0.15000,-0.15000,23.87330,,,-83.78380,-19159.46000,-19159.46000,-17808.11000,-17808.11000,0.00050,,0.66070,136.21620,-10.16100,-10.16100,-9.59950,-10.16100,1.54940,-0.10670,-0.10690
2022-12-31,0.06800,0.06200,0.00600,3.03000,3.18900,6.21900,-6.21300,0.28100,-5.93200,-5.93200,-5.93200,-5.93200,-6.00100,-6.21300,34.16340,34.16340,-0.04000,-0.04000,11.30820,,,8.82260,-9136.85300,-9136.85300,-8723.61000,-8723.61000,0.00150,,0.13960,644.56490,-14.81780,-14.81780,-13.26450,-14.81780,0.97420,-0.2062,-0.2145
2022-09-30,8.31900,0.16600,8.15300,2.78000,3.92500,6.70500,1.44800,-1.36500,0.08300,0.08300,0.08300,0.08300,1.66500,1.44800,40.30490,40.32160,0.00000,0.00000,14.09840,,,98.00460,17.40590,17.40590,0.99770,0.99770,0.16930,,19.85440,4.53300,0.18540,0.18540,0.16890,0.18540,1.08930,0.2243,0.2296
2022-06-30,0.21400,0.21900,-0.00500,3.94300,5.17300,9.11600,-9.12100,-1.04700,-10.16800,-10.16800,-10.16800,-10.16800,-8.93100,-9.12100,27.51910,27.51910,-0.37000,-0.37000,1.25440,0.00080,2.59060,-2.33640,-4262.15000,-4262.15000,-4751.40200,-4751.40200,0.00340,,0.98170,91.68220,-62.25430,-62.25430,-16.02880,-62.20480,0.59350,-0.2609,-0.2717
2022-03-31,0.43100,0.27800,0.15300,2.44500,5.11800,7.56300,-7.41000,-1.06000,-8.47000,-8.47000,-8.47000,-8.47000,-7.20300,-7.41000,27.51910,27.51910,-0.31000,-0.31000,1.46810,0.00060,1.65320,35.49880,-1719.25800,-1719.25800,-1965.19700,-1965.19700,0.00600,,1.00000,90.00000,-33.32290,-33.32290,-11.82680,-33.30320,0.92370,-0.30310,-0.30340
2021-12-31,,,,3.35700,5.11200,,-8.46900,-1.07100,-9.54000,-9.54000,-9.54000,-9.54000,-8.20300,-8.46900,27.04450,27.04450,-0.36000,-0.36000,1.61390,0.00050,1.27940,,,,,,,,,,-29.25930,-29.25930,-11.90640,-29.24500,1.18480,-0.3336,-0.3474
2021-09-30,,,,3.76300,8.00500,,-11.76800,-1.06100,-12.82900,-12.82900,-12.82900,-12.82900,-11.65700,-11.76800,27.51650,27.51650,-0.47000,-0.47000,1.79320,0.00040,1.01270,,,,,,,,,,-31.40360,-31.40360,-14.45420,-31.38980,1.48450,-0.3851,-0.3866
2021-06-30,,,,3.44700,7.28400,,-10.73100,-1.04400,-11.77500,-11.77500,-11.77500,-11.77500,-10.63700,-10.73100,27.51370,27.51370,-0.43000,-0.43000,2.06210,0.00040,0.78670,,,,,,,,,,-22.57650,-22.57650,-11.89030,-22.56830,1.89560,0.12,0.1101
