Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-12-31,,,4.52940,5.79380,,-10.32310,-0.85510,-11.17820,,-11.17820,-11.17820,-11.17820,-10.29490,-10.32310,260.25800,260.25800,-0.04000,-0.04000,0.44350,,-1.50120,,,,,,,,,45.91900,45.91900,-51.54830,45.91900,-0.09350,-0.05010,-0.05010
2023-09-30,,,4.94410,7.51500,,-12.45900,-0.53170,-12.99080,,-12.99080,-12.99080,-12.99080,-12.44780,-12.45900,250.17700,250.17700,-0.05000,-0.05000,0.66290,,-2.46270,,,,,,,,,89.97760,89.97760,-40.21830,89.97760,-0.05550,-0.0541,-0.0541
2023-06-30,,,11.10150,7.03990,,-18.14140,-2.53370,-20.67510,,-20.67510,-20.67510,-20.67510,-18.13020,-18.14140,256.88200,256.88200,-0.08000,-0.08000,0.86160,,-6.31320,,,,,,,,,375.71720,375.71720,-46.51610,375.71710,-0.02130,-0.0514,-0.0514
2023-03-31,,,0.54490,6.29300,,-6.83790,0.18640,-6.65150,0.00280,-6.65430,-6.65430,-6.65430,-6.82690,-6.83790,256.66680,256.66680,-0.03000,-0.03000,1.21880,,3.03530,,,,,,,,,-63.44830,-63.44830,-12.31730,-63.44830,0.04090,-0.0272,-0.0272
2022-12-31,,,9.86240,5.82560,,-15.68800,-2.97450,-18.66250,,-18.66250,-18.66250,-18.66250,-15.67730,-15.68800,227.41100,227.41100,-0.08000,-0.08000,4.08940,0.66880,2.02010,,,,,,,,,-118.42720,-118.42740,-29.77030,-39.22370,0.06140,-0.03910,-0.03910
2022-09-30,,,8.98950,4.99800,,-13.98750,-0.36880,-14.34420,0.00080,-14.34500,-14.34500,-14.34500,-13.93610,-13.98750,212.07900,212.07900,-0.06000,-0.06000,1.39490,0.00050,1.25120,,,,,,,,,-164.19510,-164.19510,-50.28440,-164.11490,0.03840,-0.0567,-0.0567
2022-06-30,,,11.24920,5.77480,,-17.02400,-0.51600,-17.54000,,-17.54000,-17.54000,-17.54000,-16.97270,-17.02400,220.49800,220.49800,-0.08000,-0.08000,2.03550,0.00040,0.52190,,,,,,,,,-87.34130,-87.34130,-45.45480,-87.30930,0.08890,-0.0949,-0.0949
2022-03-31,,,12.21970,6.68990,,-18.90960,-0.78090,-19.70260,0.00200,-19.70460,-19.70460,-19.70460,-18.85850,-18.90960,219.06790,219.06790,-0.09000,-0.09000,2.11860,0.00030,0.63430,,,,,,,,,-54.79170,-54.79170,-29.11160,-54.77590,0.15930,-0.0572,-0.0572
2021-12-31,,,9.87250,3.27720,,-13.14970,-1.31300,-14.46270,,-14.46270,-14.46270,-14.46270,-13.09880,-13.14970,188.15800,188.15800,-0.08000,-0.08000,3.88340,0.16460,0.45790,,,,,,,,,-29.62250,-29.62250,-18.38210,-24.74760,0.21770,-0.05840,-0.05840
2021-09-30,,,9.93480,3.50080,,-13.43550,0.03120,-13.40440,,-13.40440,-13.40440,-13.40440,-13.38490,-13.43550,152.67600,152.67600,-0.07000,-0.07000,3.18530,0.70290,2.56810,,,,,,,,,-290.92780,-290.92810,-58.76160,-86.42780,0.02610,-0.0865,-0.0865
2021-06-30,,,8.54530,2.92970,,-11.47500,-0.72160,-12.19660,,-12.19660,-12.19660,-12.19660,-11.42680,-11.47500,168.42070,168.42070,-0.07000,-0.07000,1.62420,0.00170,0.90970,,,,,,,,,-95.66490,-95.66490,-37.09180,-95.50240,0.07290,-0.1025,-0.1025
2021-03-31,,,8.52940,4.09590,,-12.62530,-0.47920,-13.10450,0.00200,-13.10650,-13.10650,-13.10650,-12.54310,-12.62530,150.73000,150.73000,-0.09000,-0.09000,1.83250,0.00760,0.55060,,,,,,,,,-63.46630,-63.46620,-29.05340,-62.98460,0.11900,-0.0569,-0.0569
2020-12-31,,,11.94860,2.24240,,-14.19090,-0.26500,-14.45590,,-14.45590,-14.45590,-14.45590,-14.10980,-14.19090,121.75000,121.75000,-0.12000,-0.12000,0.90990,58.27750,-1.06060,,,,,,,,,138.00430,138.00420,-115.48120,-7904.53100,-0.08240,-0.10940,-0.10940
2020-09-30,,,7.62330,2.39040,,-10.01370,0.09130,-9.92240,-0.00080,-9.92160,-9.92160,-9.92160,-9.93360,-10.01370,72.55600,72.55600,0.34000,0.34000,1.12930,0.25090,1.64150,,,,,,,,,-351.05070,-351.04710,-50.28050,-262.96550,0.02220,-0.2209,-0.2209
2020-06-30,,,8.48810,3.28670,-0.10430,-11.87920,5.59320,-6.28600,-3.27120,-3.01490,-3.01490,-3.01490,-11.75690,-11.87920,90.75800,90.75800,-0.03000,-0.03000,1.53000,0.05140,0.42590,,,,,,,,,-27.49420,-27.49430,-9.96880,-26.08120,0.08680,0.07,0.07
2020-03-31,,,4.38320,1.95720,-0.42330,-6.76370,1.06370,-5.70010,,-5.70010,-5.70010,-17.45960,-6.58740,-6.76370,47.89600,47.89600,-0.36000,-0.36000,0.40020,-0.19660,-0.69540,,,,,,,,,27.77180,27.77180,-43.28120,33.23150,-0.22870,-0.064,-0.064
2019-12-31,,,5.84730,2.33670,,-8.18400,-8.41890,-16.60300,,-16.60300,-16.60300,-18.47770,-8.00870,-8.18400,29.90100,29.90100,-0.62000,-0.62000,0.32540,-0.15360,-0.56220,,,,,,,,,53.67520,65.34860,-159.29000,75.38500,-0.66110,-0.22320,-0.22320
2019-09-30,5.85350,5.85350,7.45530,2.78210,-8.30800,-12.69190,-0.03780,-12.72980,-2.63350,-10.09630,-10.09630,-10.25830,-11.80310,-12.69200,18.19200,18.19200,0.20000,0.20000,0.66540,-0.46450,-1.38770,100.00000,-216.82520,-216.82520,-217.47130,-175.25030,0.34160,,,62.59560,93.74470,-58.92190,137.29080,-0.37640,-0.6298,-0.6348
2019-06-30,0.58380,0.58380,4.34250,1.83450,-0.05090,-5.64420,0.42580,-5.21840,-0.77750,-4.44090,-4.44090,-4.59900,-4.81080,-5.64420,23.00700,23.00700,-0.20000,-0.20000,0.81010,1.66200,-11.02550,100.00000,-966.71790,-966.71790,-893.79150,-787.70700,0.01760,,,67.74210,326.95360,-13.37050,-216.45770,-0.04810,0.2461,0.252
2019-03-31,0.64110,0.64110,5.93590,1.84920,-0.56170,-7.70560,-2.53920,-10.24480,,-10.24480,-10.24480,-11.29000,-6.88910,-7.70560,11.52900,11.52900,-0.98000,-0.98000,0.07890,-0.17690,-0.69270,100.00000,-1201.86500,-1201.86500,-1597.90300,-1760.92000,0.03730,,,36.47630,44.45180,-59.65920,52.31520,-1.95980,-0.3977,-0.3985
2018-12-31,1.06760,1.06760,6.07150,2.90400,-2.34940,-10.25730,0.51550,-9.74180,,-9.74180,-9.74180,-9.89240,-9.43420,-10.25730,9.84400,9.84400,-1.00000,-1.00000,0.08370,-0.19390,-0.81780,100.00000,-960.78440,-960.78440,-912.50120,-926.59900,0.05710,,,36.96500,45.37560,-52.06840,54.17470,-2.01850,-0.99360,-1.01770
2018-09-30,0.77190,0.77190,7.14930,6.03630,,-12.41370,-0.28350,-12.69720,-0.49750,-12.19970,-12.19970,-12.64980,-11.58920,-12.41370,4.93200,4.93200,0.70000,0.70000,0.10310,-0.20580,-1.05380,100.00000,-1608.21400,-1608.21400,-1644.94400,-1638.80300,0.03460,,,47.75770,58.62260,-54.74750,70.68670,-2.30540,-0.9901,-1.2023
2018-06-30,0.77190,0.77190,5.79600,2.19580,,-7.21990,-1.21200,-8.43190,,-8.43190,-8.43190,-9.08450,-6.39780,-7.21990,4.31700,4.31700,-2.10000,-2.10000,0.40700,-0.37770,-1.65550,100.00000,-935.35240,-935.35240,-1092.37400,-1176.92100,0.02260,,,63.88010,63.88020,-24.73720,88.00810,-1.46260,-0.7011,-0.6331
2018-03-31,0.77190,0.77190,5.15640,2.44650,,-6.83100,-0.70890,-7.53990,,-7.53990,-7.53990,-8.55820,-6.09970,-6.83100,3.21700,3.21700,-2.66000,-2.66000,0.21790,-0.12160,-0.64700,100.00000,-884.97080,-884.97080,-976.80740,-1108.73800,0.02780,,,20.81280,22.46350,-27.13490,25.19470,-10.43200,-2.2334,-2.3091
2017-12-31,0.77190,0.77190,0.40240,3.54930,,-3.17980,-1.89150,-5.07120,-3.15070,-1.92050,-1.92050,-17.72630,-2.50310,-3.17980,3.12540,3.12540,-5.68000,-5.68000,0.49200,-0.00750,-0.68620,100.00000,-411.94530,-411.94530,-656.98710,-2296.48300,0.02390,,,6.92070,7.65500,-5.95010,7.71210,-7.86130,-2.77440,-3.11840
2017-09-30,2.90210,2.90210,2.30750,3.50520,,-2.91060,-2.96520,-5.87580,0.49750,-6.37330,-6.37330,-7.55000,-2.24060,-2.91060,3.00280,3.00530,-2.32000,-3.04000,0.13590,-0.77450,-0.59940,100.00000,-100.29370,-100.29370,-202.46720,-260.15800,0.14000,,,18.93940,20.74200,-30.73860,36.80660,-9.85850,-0.0583,-0.0677
2017-06-30,0.30310,0.30310,4.15770,3.48190,,-7.33640,2.00500,-5.33140,,-5.33140,-5.33140,-5.33140,-6.66430,-7.33640,3.05530,3.05530,-1.76000,-1.76000,0.03030,-0.00690,-0.58690,100.00000,-2420.13900,-2420.13900,-1758.71700,-1758.71700,0.01770,,,18.42120,18.42120,-31.12840,18.54920,-9.38940,-1.7559,-1.7792
2017-03-31,0.30310,0.30310,4.11690,4.02430,,-7.83800,-0.20800,-8.04600,,-8.04600,-8.04600,-8.04600,-7.15780,-7.83800,2.96550,2.97510,-2.72000,-3.04000,0.02460,-0.00830,-0.46030,100.00000,-2585.60100,-2585.60100,-2654.21300,-2654.21300,0.01740,,,29.96220,29.96220,-46.08160,30.21090,-8.91410,-1.3305,-1.3438
2016-12-31,0.30310,0.30310,13.22770,4.87070,,-17.79520,-1.29920,-19.09450,0.00400,-19.09850,-19.09850,-19.09850,-17.12550,-17.79520,2.89960,2.89960,-6.56000,-6.56000,0.09880,-0.01410,-0.50270,100.00000,-5870.30400,-5870.30400,-6298.89400,-6300.21400,0.01480,,,87.47960,87.47950,-93.40790,88.71610,-7.40440,-2.01460,-2.06580
2016-09-30,0.49490,0.49490,3.87320,6.57420,,-9.95250,-0.61550,-10.56800,0.00000,-10.56800,-10.56800,-10.56800,-9.34890,-9.95250,2.15160,2.15160,-3.12000,-3.12000,0.27790,-0.97560,-1.68780,100.00000,-2011.03600,-2011.03600,-2135.39900,-2135.40000,0.01950,,,204.29490,204.29460,-41.59650,403.60940,-1.81480,-6.2109,-6.394
2016-06-30,0.49490,0.49490,12.01770,10.50470,,-22.02750,-0.29940,-22.32690,0.00050,-22.32740,-22.32740,-30.19450,-21.42890,-22.02750,2.35210,2.35210,-12.80000,-12.80000,0.64790,0.65250,5.90900,100.00000,-4450.95200,-4450.95200,-4511.45800,-6101.19700,0.01500,10.52520,8.55090,-1428.38400,-1428.37900,-67.67460,-496.39310,0.54840,-4.1498,-4.2978
2016-03-31,0.99490,0.99490,4.13830,-0.18940,,-2.95390,-0.53790,-3.49190,0.05050,-3.54240,-3.54240,-4.57280,-2.35580,-2.95390,1.76940,1.76940,-2.56000,-2.56000,0.11410,-0.09730,-0.38760,100.00000,-296.91050,-296.91050,-350.98010,-459.62630,0.04010,1.81540,49.57710,9.35530,9.35530,-14.26570,10.26550,-24.37590,-3.421,-3.3772
