Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,,,20.74000,13.78900,-34.52900,1.66100,-32.86800,0.01700,-32.88500,-32.88500,-32.88500,-33.18000,-34.52900,100.99900,100.99900,-0.33000,-0.33000,4.31790,,,,,,,,,-32.01610,-32.01610,-16.71240,-32.01610,1.01670,-0.2358,-0.2407
2023-06-30,,,20.59900,12.46600,-33.06500,1.57600,-31.48900,0.02100,-31.51000,-31.51000,-31.51000,-32.24600,-33.06500,100.76800,100.76800,-0.31000,-0.31000,3.30520,,,,,,,,,-24.02500,-24.02500,-13.05150,-24.02500,1.29870,-0.2297,-0.23
2023-03-31,3.60000,3.60000,21.05900,12.78000,-30.23900,1.20000,-29.03900,0.01700,-29.05600,-29.05600,-29.05600,-29.60700,-30.23900,100.30400,100.30400,-0.29000,-0.29000,3.63390,100.00000,-839.97220,-839.97220,-806.63890,-807.11110,0.01310,,,-18.41820,-18.41820,-10.54370,-18.41820,1.56860,-0.22340,-0.22430
2022-12-31,,,22.19900,11.74100,-33.94000,1.22300,-32.71700,0.01900,-32.73600,-32.73600,-32.73600,-28.79100,-33.94000,99.25100,99.25100,-0.34000,-0.34000,5.91070,,,,,,,,,-18.03460,-18.03460,-10.61580,-18.03460,1.81310,-0.1882,-0.1903
2022-09-30,,,23.84900,17.18800,-41.03700,0.92300,-40.11400,0.01700,-40.13100,-40.13100,-40.13100,-39.78400,-41.03700,99.47500,99.47500,-0.40000,-0.40000,7.45060,,,,,,,,,-19.26250,-19.26250,-12.07450,-19.26250,2.08910,-0.317,-0.3247
2022-06-30,,,30.26500,13.76000,-44.02500,0.28300,-43.74200,0.01900,-43.76100,-43.76100,-43.76100,-42.37600,-44.02500,99.00000,99.00000,-0.44000,-0.44000,8.03500,,,,,,,,,-17.92590,-17.92590,-11.67100,-17.92590,2.45910,-0.2905,-0.3553
2022-03-31,,,22.96400,15.16900,-38.13300,0.24400,-37.88900,0.01900,-37.90800,-37.90800,-37.90800,-36.49600,-38.13300,98.59600,98.59600,-0.38000,-0.38000,12.05480,,,,,,,,,-13.39730,-13.39730,-9.30500,-13.39730,2.86480,-0.29340,-0.33780
2021-12-31,,,22.52400,11.89500,-34.41900,0.01000,-34.40900,,-34.40900,-34.40900,-34.40900,-29.88100,-34.41900,98.03900,98.03900,-0.35000,-0.35000,14.87550,,,,,,,,,-10.88260,-10.88260,-7.82510,-10.88260,3.21390,-0.2641,-0.3085
2021-09-30,,,24.06900,14.45300,-38.52200,0.16000,-38.36200,,-38.36200,-38.36200,-38.36200,-36.68500,-38.52200,98.12600,98.12600,-0.39000,-0.39000,13.73400,,,,,,,,,-11.08730,-11.08730,-7.81970,-11.08730,3.52550,-0.2622,-0.3205
2021-06-30,,,22.60800,21.93000,-44.53800,0.20500,-44.33300,,-44.33300,-44.33300,-44.33300,-42.80000,-44.53800,98.01800,98.01800,-0.45000,-0.45000,18.81500,,,,,,,,,-11.69300,-11.69300,-8.42600,-11.69300,3.88670,-0.3454,-0.3826
2021-03-31,7.50000,7.50000,19.98000,16.16300,-28.64300,0.20700,-28.43600,,-28.43600,-28.43600,-28.43600,-26.62200,-28.64300,97.75000,97.75000,-0.29000,-0.29000,20.57200,100.00000,-381.90660,-381.90660,-379.14670,-379.14670,0.01620,,,-6.85500,-6.85500,-6.16100,-6.85500,4.23600,-0.22820,-0.24250
2020-12-31,,,22.72800,13.65200,-36.38000,-0.13800,-36.51800,,-37.63200,-37.63200,-37.63200,-34.00900,-36.38000,85.14600,85.14600,-0.40000,-0.40000,20.81540,,,,,,,,,-8.66400,-8.66400,-7.79830,-8.66400,4.45260,-0.289,-0.311
2020-09-30,,,16.65300,11.35100,-28.00400,0.23500,-27.76900,,-27.76900,-27.76900,-27.76900,-28.11500,-28.00400,88.86700,88.86700,-0.31000,-0.31000,28.53330,,,,,,,,,-5.97550,-5.97550,-5.46950,-5.97550,4.76790,-0.2618,-0.2875
