Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-03-31,0.46200,,0.46200,122.55900,45.40700,,,-167.50400,-3.57800,-171.08200,-171.08200,-171.08200,-163.07900,-166.93800,-167.50400,138.62770,138.62770,-1.18000,-1.18000,9.97700,1.40070,-3.50530,100.00000,-36256.27000,-36256.27000,-37030.73000,-35298.48000,0.00040,1.00000,90.00000,43.93870,43.93870,-15.64810,-17.60400,-2.61120,-1.08760,-1.10170
2020-12-31,0.12200,,0.12200,90.17400,37.43700,,,-127.48900,-7.53600,-135.02500,-135.02500,-135.02500,-119.98100,-127.05400,-127.48900,117.99550,117.99550,-1.01000,-1.01000,6.72070,0.81750,4.49210,100.00000,-104499.40000,-104499.40000,-110676.50000,-98345.29000,0.00020,,,-127.07520,-127.07520,-19.19090,-23.19570,0.86490,-0.8195,-0.8391
2020-09-30,8.12700,,8.12700,92.05000,36.01600,,,-119.93900,-10.22800,-130.16700,-130.16700,-130.16700,-115.85900,-120.95400,-119.93900,118.16810,118.16810,-0.98000,-0.98000,9.84560,0.68620,2.18660,100.00000,-1475.80900,-1475.80900,-1601.66100,-1425.60600,0.01030,1.01590,88.59360,-60.31470,-60.31470,-16.52510,-18.92770,1.76110,-1.1,-1.1043
2020-06-30,,,,86.59800,37.96900,,,-124.56700,-11.64700,-136.21400,-136.21400,-136.21400,-121.03400,-123.07200,-124.56700,117.01210,117.01210,-1.03000,-1.03000,9.30410,0.58900,1.43290,,,,,,,,,-41.83400,-41.83400,-15.04750,-17.19520,2.66340,-0.7556,-0.7575
2020-03-31,,,,68.22500,34.26200,,,-102.48700,-1.59500,-104.08200,-104.08200,-104.08200,-91.85000,-101.94600,-102.48700,117.80340,117.80340,-0.78000,-0.78000,14.24900,0.50680,1.02740,,,,,,,,,-23.17990,-23.17990,-10.51550,-11.43310,3.69990,-0.71240,-0.75040
2019-12-31,13.81900,,13.81900,57.48500,34.97200,,,-78.63800,-5.51300,-84.15100,-84.15100,-84.15100,-73.45800,-78.63800,-78.63800,105.09910,105.09910,-0.60000,-0.60000,9.41660,0.16230,0.19380,100.00000,-569.05690,-569.05690,-608.95130,-531.57240,0.02190,4.85730,18.52880,-17.76340,-17.76340,-13.32180,-14.88020,3.83100,-0.8976,-0.9151
2019-09-30,26.74100,2.50000,24.24100,55.27800,23.49500,,78.77300,-54.53200,-6.13200,-60.66400,-60.66400,-60.66400,-59.98000,-54.53200,-54.53200,117.07120,117.07120,-0.51000,-0.51000,14.00360,0.12570,0.14380,90.65110,-203.92660,-203.92660,-226.85770,-224.29980,0.04170,,,-11.62820,-11.62820,-9.47090,-10.16640,4.44530,-0.1439,-0.146
2019-06-30,,,,52.33100,16.98700,,,-69.31800,-5.01600,-74.33400,-74.33400,-74.33400,-65.96400,-69.31800,-69.31800,92.89330,92.89330,-0.71000,-0.71000,,,,,,,,,,,,,,,,,-0.7308,-0.7316
2019-03-31,,,,44.85300,18.89900,,,-63.75200,-5.68400,-69.43600,-69.43600,-69.43600,-61.18500,-63.75200,-63.75200,92.33010,92.33010,-0.66000,-0.66000,,,,,,,,,,,,,,,,,-0.64050,-0.64520
2018-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,1.4804,1.5039
2018-09-30,,,,31.14800,10.30800,,,-41.45600,-0.62200,-42.07800,-42.07800,-42.07800,-31.40100,-41.45600,-41.45600,60.95060,60.95060,-0.52000,-0.52000,,,,,,,,,,,,,,,,,-1.4804,-1.5039
2017-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
