Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,3.76700,0.51100,3.25600,5.06300,2.37600,,7.43900,-4.18300,0.32000,-3.86300,-0.00500,-3.85800,-3.85800,-3.98400,-3.52200,-4.18300,48.92300,48.92300,-0.08000,-0.08000,6.25460,86.43480,-111.04330,-111.04330,-102.54840,-105.76060,0.06520,4.52210,1.17170,76.81180,-10.75760,-17.18560,-6.68100,-10.75760,0.70950,-0.0477,-0.0505
2023-06-30,0.65400,0.46100,0.19300,5.36900,2.72500,,8.09400,-7.90100,0.14400,-7.75700,0.02100,-7.77800,-7.77800,-7.02300,-7.25400,-7.90100,41.64400,41.64400,-0.17000,-0.17000,5.58910,29.51070,-1208.10400,-1208.10400,-1186.08600,-1073.85300,0.01230,1.85140,0.40950,219.77070,-25.00240,-44.57310,-14.58190,-25.00240,0.74560,-0.1217,-0.1247
2023-03-31,0.64100,0.32200,0.31900,4.80000,2.31500,,7.11500,-6.79600,-0.23000,-7.02600,-0.04500,-6.98100,-6.98100,-6.27100,-6.15500,-6.79600,41.48900,41.48900,-0.15000,-0.15000,5.86430,49.76600,-1060.21900,-1060.21900,-1096.10000,-978.31520,0.01300,0.54480,0.31690,284.04060,-24.49900,-47.83470,-14.11020,-24.49900,0.68470,-0.15050,-0.15850
2022-12-31,0.66000,0.36400,0.29600,4.75300,2.82500,,4.07800,-3.78200,0.00600,-3.77600,0.04500,-3.82100,-3.82100,-2.99800,-3.14100,-3.78200,41.21000,41.21000,-0.08000,-0.08000,6.71130,44.84850,-573.03060,-573.03070,-572.12140,-454.24250,0.01180,0.64310,0.36070,249.54550,-10.98300,-18.50360,-6.80790,-10.98300,0.84320,-0.0549,-0.0597
2022-09-30,0.46600,0.12000,0.34600,4.99600,2.44700,,7.44300,-7.09700,-0.06100,-7.15800,0.00500,-7.16300,-7.16300,-6.54400,-6.45200,-7.09700,41.21600,41.21600,-0.16000,-0.16000,7.30290,74.24890,-1522.96100,-1522.96100,-1536.05200,-1404.29200,0.00780,0.72730,0.17540,513.15450,-18.70330,-29.95440,-12.06140,-18.70330,0.92920,-0.1711,-0.1765
2022-06-30,0.31200,0.26200,0.05000,5.41700,2.64000,,8.05700,-8.00700,-1.70900,-9.71600,0.03800,-9.75400,-9.75400,-8.82100,-7.39400,-8.00700,41.20200,41.20200,-0.21000,-0.21000,6.80470,16.02560,-2566.34600,-2566.34600,-3114.10200,-2827.24400,0.00550,1.61730,0.13610,661.44230,-21.48600,-31.70280,-17.21440,-21.48600,1.10180,-0.1615,-0.169
2022-03-31,0.23700,0.16300,0.07400,5.62600,2.50300,,8.12900,-8.05500,-1.04900,-9.10400,0.00200,-9.10600,-9.10600,-8.27500,-7.37400,-8.05500,41.18800,41.18800,-0.20000,-0.20000,7.58170,31.22360,-3398.73400,-3398.73400,-3841.35000,-3491.56100,0.00350,0.94770,0.08180,1100.50600,-16.63770,-22.84550,-13.61520,-16.63770,1.32880,-0.18710,-0.19780
2021-12-31,0.31100,0.26700,0.04400,6.01600,4.73800,,8.73600,-8.69200,0.60200,-8.09000,-0.00600,-8.08400,-8.08400,-7.37100,-8.14000,-8.69200,40.43300,40.43300,-0.18000,-0.18000,8.26650,14.14790,-2794.85500,-2794.85500,-2601.28600,-2370.09600,0.00410,2.90220,0.10610,848.48860,-12.74680,-16.76730,-10.59450,-12.74680,1.54040,-0.2041,-0.2106
2021-09-30,0.15100,0.10100,0.05000,5.82600,2.00400,-0.77600,8.60600,-8.55600,0.22100,-8.33500,0.00800,-8.34300,-8.34300,-7.61000,-8.00800,-8.55600,40.84700,40.84700,-0.19000,-0.19000,9.72330,33.11260,-5666.22600,-5666.22600,-5519.86800,-5039.73500,0.00180,,0.07520,1196.22500,-11.79060,-15.08190,-10.00490,-11.79060,1.71900,-0.1405,-0.1448
2021-06-30,0.13500,0.12800,0.00700,4.98600,1.79500,-0.67200,7.45300,-7.44600,0.55100,-6.89500,0.00300,-6.89800,-6.89800,-6.21000,-6.87200,-7.44600,40.58100,40.58100,-0.15000,-0.15000,12.74260,5.18520,-5515.55500,-5515.55500,-5107.40700,-4600.00000,0.00150,,0.05390,1668.66700,-9.00020,-11.31450,-7.88010,-9.00020,1.88680,-0.1463,-0.1517
2021-03-31,0.33300,0.27100,0.06200,4.29700,1.45400,-0.57000,6.32100,-6.25900,-0.85300,-7.11200,0.00800,-7.12000,-7.12000,-6.60200,-5.69900,-6.25900,38.96000,38.96000,-0.17000,-0.17000,13.64530,18.61860,-1879.58000,-1879.58000,-2135.73600,-1982.58300,0.00360,,0.11880,757.56760,-8.67190,-10.75610,-7.67420,-8.67190,2.03160,-0.12040,-0.12510
2020-12-31,0.35100,0.34600,0.00500,4.81100,1.70100,-0.67000,7.18200,-7.17700,-1.56100,-8.73800,0.02500,-8.76300,-8.76300,-8.12200,-6.55000,-7.17700,28.15900,28.15900,-0.26000,-0.26000,5.35580,1.42450,-2044.73000,-2044.73000,-2489.45900,-2313.96100,0.00490,,0.09770,921.53860,-15.40560,-21.50800,-12.18520,-15.40560,1.59780,-0.2243,-0.2271
2020-09-30,0.31600,0.07500,0.24100,3.99800,1.23200,-0.56400,5.79400,-5.55300,0.14200,-5.41100,,-5.41100,-5.41100,-4.78600,-4.83400,-5.55300,26.97700,26.97700,-0.17000,-0.17000,9.78490,76.26580,-1757.27800,-1757.27800,-1712.34200,-1514.55700,0.00480,,0.16650,540.56960,-9.65040,-13.63110,-8.20030,-9.65040,1.77180,-0.1483,-0.1536
2020-06-30,0.29800,0.11400,0.18400,3.89100,1.05100,-0.46800,5.41000,-5.22600,0.40900,-4.81700,0.00100,-4.81800,-4.81800,-4.23800,-4.49800,-5.22600,25.75400,25.75400,-0.16000,-0.16000,8.26470,61.74500,-1753.69100,-1753.69100,-1616.44300,-1422.14800,0.00490,,0.16840,534.56370,-9.45190,-14.02010,-7.88470,-9.45190,1.97930,-0.1078,-0.1126
2020-03-31,0.07500,0.03900,0.03600,4.58700,1.33700,-0.97000,6.89400,-6.85800,-0.35000,-7.20800,0.00600,-7.21400,-7.21400,-6.22800,-6.20500,-6.85800,25.75400,25.75400,-0.24000,-0.24000,9.55330,48.00000,-9143.99900,-9143.99900,-9610.66700,-8304.00000,0.00120,,0.03230,2786.40000,-13.13140,-18.93640,-11.15940,-13.13140,2.13310,-0.21260,-0.22390
2019-12-31,0.11600,0.08100,0.03500,5.16400,1.14300,-0.60900,6.91600,-6.88100,0.21300,-6.66800,0.02400,-6.69200,-6.69200,-6.07800,-6.21200,-6.88100,25.75400,25.75400,-0.23000,-0.23000,8.53240,30.17240,-5931.89300,-5931.89300,-5748.27400,-5239.65400,0.00160,,0.05390,1668.87900,-11.11310,-15.51120,-9.37730,-11.11310,2.33820,-0.181,-0.1958
2019-09-30,0.09700,0.08100,0.01600,3.60300,0.87600,-0.45000,4.92900,-4.91300,0.38200,-4.53100,-0.00300,-4.52800,-4.52800,-4.23100,-4.12800,-4.91300,25.75400,25.75400,-0.16000,-0.16000,11.38250,16.49490,-5064.94800,-5064.94800,-4671.13400,-4361.85500,0.00130,,0.05680,1583.81400,-6.84670,-9.26370,-5.92340,-6.84670,2.56790,-0.1409,-0.1534
2019-06-30,0.19200,0.10100,0.09100,3.48000,0.83700,-0.47700,4.79400,-4.70300,0.56300,-4.14000,0.00100,-4.14100,-4.14100,-4.09400,-4.02600,-4.70300,25.75400,25.75400,-0.16000,-0.16000,10.14110,47.39580,-2449.47900,-2449.47900,-2156.25000,-2132.29200,0.00360,,0.09510,945.93760,-9.66210,-9.66210,-7.74680,-9.66210,1.66410,-0.1561,-0.1604
2019-03-31,0.34800,0.07100,0.27700,3.54400,0.90900,-0.49300,4.94600,-4.66900,0.91700,-3.75200,0.00200,-3.75400,-3.75400,-3.70900,-4.03100,-4.66900,25.75400,25.75400,-0.15000,-0.15000,9.88010,79.59770,-1341.66700,-1341.66700,-1078.16100,-1065.80500,0.00600,,0.18990,474.05170,-8.02910,-8.02910,-6.51340,-8.02910,1.81540,-0.20800,-0.21130
2018-12-31,0.63500,0.62700,0.00800,3.85800,0.94300,-0.47400,5.27500,-5.26700,-0.56600,-5.83300,-0.00400,-5.82900,-5.82900,-5.80100,-5.77300,-5.26700,25.75300,25.75300,-0.22000,-0.22000,10.21690,1.25980,-829.44910,-829.44920,-918.58270,-913.54330,0.01080,,0.62190,144.70870,-11.58710,-11.58710,-9.93120,-11.58710,1.95330,0.1551,0.1591
2018-09-30,0.36700,0.27600,0.09100,3.88300,0.78500,-0.52600,5.19400,-5.10300,0.29300,-4.81000,0.01800,-4.82800,-4.82800,-4.80200,-4.59700,-5.10300,25.75400,25.75400,-0.19000,-0.19000,11.85560,24.79560,-1390.46300,-1390.46300,-1310.62700,-1308.44700,0.00580,,0.20370,441.90730,-8.65620,-8.65620,-7.58330,-8.65620,2.16570,-0.1448,-0.1487
2018-06-30,0.37900,0.26500,0.11400,3.46000,0.84100,-0.48600,4.78700,-4.67300,-0.08300,-4.75600,0.01300,-4.76900,-4.76900,-4.76900,-4.16800,-4.67300,25.75300,25.75300,-0.19000,-0.19000,12.95650,30.07920,-1232.98100,-1232.98100,-1254.88100,-1258.31100,0.00560,,0.20920,430.29020,-7.95460,-7.95460,-7.00400,-7.95460,2.32790,-0.138,-0.1421
2018-03-31,0.36600,0.28400,0.08200,3.48500,0.94500,-0.59800,5.02800,-4.94600,-0.43700,-5.38300,0.00300,-5.38600,-5.38600,-5.38600,-4.45000,-4.94600,25.75100,25.75100,-0.21000,-0.21000,14.54320,22.40440,-1351.36600,-1351.36600,-1470.76500,-1471.58500,0.00510,,0.21380,420.98360,-8.37020,-8.37020,-7.47550,-8.37020,2.49890,-0.19150,-0.19340
2017-12-31,0.73400,0.63400,0.10000,4.66800,1.02900,-0.42200,6.11900,-6.01900,-0.20500,-6.22400,0.00000,-6.22400,-6.22400,-6.22400,-5.49800,-6.01900,25.67300,25.67300,-0.24000,-0.24000,15.60700,13.62400,-820.02730,-820.02730,-847.95650,-847.95640,0.00950,,0.70850,127.03000,-8.97110,-8.97110,-8.02040,-8.97110,2.69420,-0.1403,-0.146
