Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,,,0.55600,0.91200,,-1.46800,0.00500,-1.47300,,-1.47300,-1.47300,-1.47300,-1.45600,-1.46800,6.24600,6.24600,-0.24000,-0.24000,6.79010,,,,,,,,,,,-9.47450,-9.47450,-8.35130,-9.52970,3.85750,0.9836,0.9836
2023-06-30,,,0.80900,1.06200,,-1.87100,0.27800,-1.59300,,-1.59300,-1.59300,-1.59300,-1.68100,-1.87100,1.68020,1.68020,-0.95000,-0.95000,3.59380,,,,,,,,,,,-15.09380,-15.09380,-11.99820,-15.09380,6.28130,-0.8136,-0.8136
2023-03-31,,,1.08300,0.91900,,-2.00200,0.17200,-1.83000,,-1.83000,-1.83000,-1.83000,-2.16000,-2.00200,1.68020,1.68020,-1.09000,-1.09000,4.58190,,,,,,,,,,,-15.26270,-15.26270,-12.37240,-15.26270,7.13690,-1.00880,-1.00880
2022-12-31,,,1.37800,1.07100,,-2.44900,-0.19000,-2.63900,,-2.63900,-2.63900,-2.63900,-2.49900,-2.44900,1.67700,1.67700,-1.53470,-1.53470,4.75890,0.00330,0.00330,,,,,,,,,-19.66030,-19.66030,-15.93500,-19.59600,7.93320,-2.4097,-2.4103
2022-09-30,,,4.24100,1.13900,,-5.38000,0.03000,-5.35000,,-5.35000,-5.35000,-5.35000,-5.35000,-5.38000,1.67900,1.67900,-3.19000,-3.19000,4.07040,0.00560,0.00570,,,,,,,,,-33.97040,-33.97040,-25.63610,-33.77950,9.36860,-1.8286,-1.8286
2022-06-30,,,2.58000,1.15000,,-3.73000,-0.00400,-3.73400,,-3.73400,-3.73400,-3.73400,-3.71700,-3.73000,1.67260,1.67260,-2.25000,-2.25000,8.47560,0.00640,0.00650,,,,,,,,,-18.02820,-18.02820,-15.83880,-17.91230,12.37740,-3.5342,-3.536
2022-03-31,,,4.79600,1.29600,,-6.09200,-0.05100,-6.14300,,-6.14300,-6.14300,-6.14300,-6.05200,-6.09200,1.67260,1.67260,-3.67000,-3.67000,5.25930,0.00750,0.00750,,,,,,,,,-25.21140,-25.21140,-20.34380,-25.02340,14.56080,-3.25960,-3.25960
2021-12-31,,,6.26300,1.22900,,-7.49200,0.04000,-7.45200,,-7.45200,-7.45200,-7.45200,-7.47600,-7.49200,1.64070,1.64070,-4.49780,-4.49780,6.13270,0.00750,0.00750,,,,,,,,,-24.43520,-24.43520,-20.35790,-24.25310,18.22460,-4.5666,-4.5673
2021-09-30,,,6.54100,1.30400,,-7.84500,0.13100,-7.71400,,-7.71400,-7.71400,-7.71400,-7.84500,-7.84500,1.67310,1.67310,-4.64770,-4.64770,6.88280,0.00720,0.00730,,,,,,,,,-20.47460,-20.47460,-17.41390,-20.32680,22.51860,-5.3702,-5.3715
2021-06-30,,,7.03600,1.37600,,-8.41200,0.01600,-8.39600,,-8.39600,-8.39600,-8.39600,-8.29700,-8.41200,1.67310,1.67310,-4.94750,-4.94750,7.37230,0.00700,0.00710,,,,,,,,,-18.65820,-18.65820,-16.04590,-18.52730,26.89550,-4.155,-4.1591
2021-03-31,,,7.38000,1.75200,,-9.13200,0.22700,-8.90500,,-8.90500,-8.90500,-8.90500,-9.10000,-9.13200,1.55910,1.55910,-5.69720,-5.69720,8.36510,0.00530,0.00530,,,,,,,,,-16.81550,-16.81550,-14.74900,-16.72610,31.65200,-5.95620,-5.95680
2020-12-31,,,9.02500,1.31700,,-10.34200,0.06500,-10.27700,,-10.27700,-10.27700,-10.27700,-10.27700,-10.34200,1.41940,1.41940,-7.19640,-7.19640,6.46670,0.00490,0.00490,,,,,,,,,-23.27590,-23.27590,-19.61970,-23.16260,31.04030,-5.5147,-5.5457
2020-09-30,,,6.53600,1.05400,,-7.59000,0.68500,-6.90500,,-6.90500,-6.90500,-6.90500,-7.56100,-7.59000,1.41860,1.41860,-4.79760,-4.79760,9.80830,0.00460,0.00460,,,,,,,,,-12.86900,-12.86900,-11.51740,-12.81010,37.74580,-3.9027,-3.8992
2020-06-30,,,4.97100,0.84500,,-5.81600,0.29000,-5.52600,,-5.52600,-5.52600,-5.52600,-5.78200,-5.81600,1.41090,1.41090,-3.89810,-3.89810,13.62130,0.00420,0.00420,,,,,,,,,-9.22780,-9.22780,-8.52130,-9.18930,42.44370,-4.4322,-4.4357
2020-03-31,,,5.55000,0.91200,,-6.46200,0.39900,-6.06300,,-6.06300,-6.06300,-6.06300,-6.46100,-6.46200,1.41080,1.41080,-4.34780,-4.34780,11.56840,0.00470,0.00470,,,,,,,,,-9.45810,-9.45810,-8.60740,-9.41370,45.43470,-4.66980,-4.66980
2019-12-31,,,7.36300,1.26500,,-8.62800,0.34200,-8.28600,,-8.28600,-8.28600,-8.28600,-8.63200,-8.62800,1.40830,1.40830,-5.84710,-5.84710,11.02250,0.00500,0.00500,,,,,,,,,-11.86210,-11.86210,-10.74170,-11.80260,49.54210,-2.8903,-2.8924
2019-09-30,,,4.05400,0.95300,,-5.00700,0.49300,-4.51400,,-4.51400,-4.51400,-4.51400,-4.87600,-5.00700,1.40890,1.40890,-3.14840,-3.14840,22.77630,0.00500,0.00500,,,,,,,,,-5.83030,-5.83030,-5.54870,-5.80120,54.95000,-2.7447,-2.7482
2019-06-30,,,3.49400,1.20700,,-4.70100,0.53200,-4.16900,,-4.16900,-4.16900,-4.16900,-4.86800,-4.70100,1.40870,1.40870,-2.99850,-2.99850,25.69410,0.00540,0.00540,,,,,,,,,-5.12240,-5.12240,-4.89830,-5.09480,57.77160,-2.2541,-2.2542
2019-03-31,,,3.26900,0.77100,,-4.04000,0.54800,-3.49200,,-3.49200,-3.49200,-3.49200,-4.07000,-4.04000,1.40630,1.40630,-2.54870,-2.54870,36.10590,0.00580,0.00590,,,,,,,,,-4.11170,-4.11170,-3.97560,-4.08770,60.30800,-2.71710,-2.71990
2018-12-31,0.00000,0.00000,2.73600,1.46500,,-4.20100,0.49500,-3.70600,,-3.70600,-3.70600,-3.70600,-4.13800,-4.20100,1.20980,1.20980,-2.24890,-2.24890,33.40950,,,,,,,,0.00000,0.00000,,-4.21640,-4.21640,-4.09050,-4.21640,62.69330,-2.6119,-2.6484
2018-09-30,1.50000,1.50000,1.69300,0.98700,,-1.18000,0.29600,-0.88400,0.07500,-0.95900,-0.95900,-0.95900,-1.11400,-1.18000,1.39760,1.39760,-0.74960,-0.74960,43.29270,,,100.00000,-78.66670,-78.66670,-58.93330,-63.93330,0.01610,5.24480,17.16000,-1.05680,-1.05680,-1.03240,-1.05680,64.77530,-0.1592,-0.1962
2018-06-30,0.27000,0.27000,1.94000,1.10500,,-2.77500,0.09000,-2.68500,,-2.68500,-2.68500,-2.68500,-2.72900,-2.77500,1.04800,1.04800,-2.54870,-2.54870,24.83520,,,100.00000,-1027.77800,-1027.77800,-994.44440,-994.44440,0.00280,0.73370,122.66670,-2.94920,-2.94920,-2.83090,-2.94920,65.26860,-1.0965,-1.0963
