Ticker,RS,Volume SMA 5,Volume SMA 20,Volume SMA 5 Rank,Volume SMA 20 Rank
VST,100.0,4354060.0,5728200.0,106.0,97.0
NVDA,99.80119284294234,354432520.0,365406785.0,1.0,1.0
GDDY,99.60238568588468,757740.0,1176245.0,385.0,352.0
NRG,99.40357852882704,2655320.0,3052515.0,161.0,173.0
KKR,99.20477137176938,1991460.0,3327425.0,207.0,164.0
FICO,99.00596421471172,129820.0,163100.0,499.0,500.0
HWM,98.80715705765407,1636440.0,2435500.0,241.0,213.0
GE,98.50894632206759,3709000.0,4256670.0,124.0,134.0
PGR,98.50894632206759,2112060.0,2219450.0,198.0,233.0
ANET,98.11133200795229,1147740.0,1613310.0,302.0,291.0
MPWR,98.11133200795229,483960.0,603805.0,445.0,452.0
AVGO,97.51491053677933,20392480.0,24053780.0,15.0,15.0
CEG,97.51491053677933,2070460.0,3302195.0,203.0,165.0
CRWD,97.51491053677933,4367840.0,6140765.0,103.0,88.0
DECK,97.51491053677933,217080.0,276920.0,486.0,491.0
IRM,97.01789264413519,1311820.0,1821675.0,277.0,264.0
AXON,96.81908548707754,387620.0,760570.0,460.0,421.0
UHS,96.42147117296223,567960.0,661850.0,424.0,444.0
META,96.42147117296223,10394640.0,15293625.0,36.0,28.0
ALL,96.42147117296223,1743260.0,1613060.0,231.0,292.0
NTAP,95.92445328031809,1433420.0,1524555.0,264.0,299.0
SMCI,95.92445328031809,13798460.0,9839825.0,21.0,50.0
GRMN,95.52683896620279,509740.0,709760.0,435.0,433.0
TT,95.52683896620279,794040.0,1041715.0,378.0,372.0
LLY,95.2286282306163,2405000.0,3740250.0,174.0,150.0
RCL,95.02982107355865,1576040.0,2724365.0,246.0,189.0
PHM,94.73161033797217,1640780.0,1716205.0,240.0,276.0
TRGP,94.73161033797217,1216100.0,1845540.0,291.0,261.0
COST,94.43339960238568,1649480.0,1783225.0,239.0,269.0
KLAC,94.23459244532803,743880.0,1022515.0,387.0,375.0
FITB,93.93638170974154,3196340.0,3841580.0,144.0,146.0
NFLX,93.93638170974154,2405660.0,3092935.0,173.0,171.0
UBER,93.53876739562624,10090280.0,17288535.0,39.0,23.0
DHI,93.53876739562624,2194900.0,2292205.0,187.0,225.0
LDOS,93.14115308151094,551600.0,733325.0,426.0,425.0
AXP,93.14115308151094,2170920.0,2700075.0,190.0,193.0
CTAS,92.74353876739563,305660.0,351125.0,472.0,481.0
ISRG,92.74353876739563,1072600.0,1289530.0,323.0,334.0
HIG,92.2465208747515,1044620.0,1280965.0,328.0,338.0
LEN,92.2465208747515,1176400.0,1655730.0,296.0,287.0
URI,92.2465208747515,284720.0,411265.0,475.0,475.0
MHK,91.84890656063618,495740.0,613085.0,442.0,451.0
CFG,91.65009940357854,4880060.0,4698180.0,88.0,124.0
GS,91.25248508946322,1264380.0,2049650.0,286.0,239.0
MSI,91.25248508946322,572180.0,733175.0,422.0,426.0
SYF,91.25248508946322,2466280.0,3499565.0,171.0,160.0
KEY,90.55666003976143,13016660.0,16420730.0,24.0,24.0
QCOM,90.55666003976143,6805620.0,9172270.0,59.0,52.0
IFF,90.55666003976143,987720.0,1407945.0,338.0,313.0
PNC,90.55666003976143,1441480.0,1670935.0,263.0,282.0
APH,89.76143141153081,4519320.0,6734865.0,96.0,78.0
DFS,89.76143141153081,1150880.0,1055590.0,301.0,367.0
DVA,89.76143141153081,468700.0,730895.0,448.0,427.0
EFX,89.76143141153081,525300.0,835545.0,431.0,406.0
BK,88.76739562624255,2850020.0,3653125.0,154.0,154.0
MMM,88.76739562624255,2997040.0,3496690.0,151.0,161.0
PANW,88.76739562624255,2689780.0,3924360.0,160.0,142.0
TDG,88.76739562624255,196260.0,239195.0,492.0,493.0
TYL,88.76739562624255,161940.0,187820.0,497.0,498.0
WDC,88.76739562624255,3837640.0,6958015.0,119.0,74.0
SPG,87.57455268389663,1138900.0,1319280.0,304.0,329.0
STX,87.57455268389663,1564740.0,2236965.0,247.0,232.0
TFC,87.57455268389663,8843260.0,7458140.0,49.0,65.0
RMD,87.57455268389663,963960.0,1050535.0,342.0,368.0
JPM,87.57455268389663,5850980.0,7872135.0,66.0,61.0
ACGL,87.57455268389663,1264920.0,1330155.0,283.0,326.0
TMUS,86.48111332007953,3160080.0,3975355.0,146.0,140.0
WELL,86.48111332007953,2118760.0,2505960.0,197.0,206.0
C,86.48111332007953,9103360.0,13906680.0,48.0,31.0
RL,86.48111332007953,571960.0,850790.0,423.0,403.0
GM,86.48111332007953,9198880.0,12488880.0,46.0,37.0
BSX,85.58648111332008,3621740.0,4317750.0,129.0,133.0
NVR,85.58648111332008,19540.0,19310.0,503.0,503.0
