Ticker,RS,Volume SMA 5,Volume SMA 20,Volume SMA 5 Rank,Volume SMA 20 Rank
0605.HK,100.0,15446929.4,3863357.35,393.0,618.0
2286.HK,99.96237772761475,2175585.6,598196.4,1067.0,1300.0
0218.HK,99.9247554552295,89665795.2,22572210.65,79.0,172.0
0993.HK,99.88713318284425,132670707.2,33307251.8,57.0,111.0
3301.HK,99.84951091045899,57741910.2,15083552.55,141.0,245.0
0632.HK,99.81188863807374,20554581.4,5138645.35,324.0,543.0
1280.HK,99.77426636568849,2219360.0,1745138.2,1062.0,893.0
0365.HK,99.73664409330324,16322400.0,4112000.0,379.0,603.0
8019.HK,99.69902182091799,169157.0,559901.2,1959.0,1322.0
3883.HK,99.66139954853274,274785683.0,131513246.6,23.0,22.0
8117.HK,99.62377727614748,14080788.4,3558697.1,423.0,636.0
0227.HK,99.58615500376223,120237606.4,30306361.6,60.0,122.0
1638.HK,99.54853273137697,179846181.2,48037134.35,39.0,71.0
1201.HK,99.51091045899172,2905276.4,1188169.1,951.0,1038.0
0936.HK,99.47328818660647,3106800.0,795200.0,921.0,1194.0
0058.HK,99.43566591422122,5776996.0,1449249.0,695.0,962.0
1281.HK,99.37923250564334,8578200.0,2152300.0,571.0,814.0
1777.HK,99.37923250564334,62176400.0,16701444.75,126.0,219.0
6908.HK,99.32279909706546,46132400.0,11722800.0,170.0,306.0
2486.HK,99.2851768246802,1629520.0,687870.0,1164.0,1246.0
1640.HK,99.22874341610233,5868800.0,2792700.0,691.0,733.0
3383.HK,99.22874341610233,153303919.6,48538757.1,49.0,68.0
2531.HK,99.15349887133182,396424.0,239868.5,1695.0,1642.0
6099.HK,99.15349887133182,77293357.0,23829161.1,96.0,157.0
8513.HK,99.07825432656132,1006400.0,1165200.0,1348.0,1044.0
1918.HK,99.07825432656132,1316390422.4,506828619.85,2.0,4.0
8206.HK,99.02182091798345,2159200.0,619200.0,1070.0,1288.0
1354.HK,98.9841986455982,677880.0,261840.0,1501.0,1611.0
0813.HK,98.94657637321295,293894965.4,115659108.4,20.0,28.0
1628.HK,98.9089541008277,27717116.8,8654139.3,256.0,374.0
0439.HK,98.87133182844244,4435720.0,1310930.0,790.0,1004.0
2977.HK,98.83370955605719,15366200.0,47783900.0,397.0,73.0
2048.HK,98.79608728367192,22911520.0,6323400.0,300.0,470.0
1094.HK,98.75846501128667,1257539.0,898452.25,1262.0,1148.0
3678.HK,98.68322046651618,59180600.0,51990450.0,132.0,63.0
2312.HK,98.68322046651618,16498844.4,4125636.1,376.0,601.0
1920.HK,98.68322046651618,776600.0,1582930.0,1447.0,929.0
1375.HK,98.60797592174568,58502322.0,16518313.05,136.0,223.0
9933.HK,98.57035364936041,3143260.0,4294215.0,916.0,586.0
1788.HK,98.53273137697516,542522674.4,149649404.8,12.0,21.0
3928.HK,98.47629796839729,132400.0,75900.0,2023.0,2020.0
8491.HK,98.47629796839729,4186229.2,2007433.4,813.0,845.0
6158.HK,98.41986455981942,58250760.0,16538040.0,138.0,222.0
2066.HK,98.38224228743417,1962600.0,547825.0,1097.0,1328.0
1630.HK,98.34462001504892,30346804.0,8141401.0,241.0,390.0
2516.HK,98.30699774266365,7880518.8,8762929.7,590.0,369.0
1141.HK,98.25056433408578,9838787.0,2559946.5,534.0,757.0
2777.HK,98.25056433408578,79011525.8,28984844.3,92.0,127.0
6881.HK,98.1941309255079,223869624.2,83529646.45,29.0,38.0
1440.HK,98.15650865312266,824000.0,576250.0,1418.0,1311.0
8189.HK,98.1188863807374,150000.0,154225.0,1988.5,1793.0
2324.HK,98.0436418359669,43793796.2,10952449.05,179.0,318.0
6066.HK,98.0436418359669,77288058.6,24288209.8,97.0,155.0
8225.HK,98.0436418359669,2507960.0,724990.0,1020.0,1222.0
0132.HK,97.96839729119638,462845.2,257173.9,1647.0,1619.0
0717.HK,97.93077501881113,147683407.8,40757710.05,50.0,89.0
3958.HK,97.87434161023326,66775648.4,21465666.65,114.0,178.0
0760.HK,97.87434161023326,672300.0,168075.0,1507.0,1765.0
1813.HK,97.79909706546276,95152430.0,29613350.5,73.0,124.0
6030.HK,97.79909706546276,133158938.2,47702802.8,56.0,74.0
0718.HK,97.74266365688487,36254206.4,9129051.6,212.0,355.0
3366.HK,97.686230248307,10623600.0,3377000.0,508.0,663.0
8269.HK,97.686230248307,838200.0,284468.75,1412.0,1575.0
1456.HK,97.61098570353649,43775189.4,14655422.35,180.0,250.0
6886.HK,97.61098570353649,67020793.2,20932001.55,113.0,183.0
1233.HK,97.55455229495863,28023116.6,7807694.0,253.0,405.0
8178.HK,97.51693002257336,120676.4,107038.4,2051.0,1922.0
2202.HK,97.47930775018811,275082178.4,119109741.5,22.0,24.0
6178.HK,97.42287434161024,33978019.6,9899849.15,226.0,340.0
8221.HK,97.42287434161024,3440000.0,2217000.0,884.0,806.0
3908.HK,97.36644093303235,146363114.4,57425882.15,51.0,58.0
0299.HK,97.29119638826185,199221.4,51352.85,1909.0,2127.0
1996.HK,97.29119638826185,6495200.0,2136050.0,657.0,818.0
2487.HK,97.29119638826185,297680.0,431220.0,1793.0,1409.0
1776.HK,97.21595184349134,46596860.4,16163309.65,167.0,230.0
8609.HK,97.15951843491347,578000.0,513000.0,1561.5,1350.0
2359.HK,97.15951843491347,20669796.2,13074273.5,322.0,277.0
3759.HK,97.10308502633559,19054336.8,10263906.2,345.0,330.0
1359.HK,97.04665161775772,773880581.4,251897338.1,6.0,11.0
2772.HK,97.04665161775772,53149212.4,18734353.1,150.0,196.0
1030.HK,96.9714070729872,170042507.6,68280043.55,43.0,49.0
3738.HK,96.9714070729872,38924876.2,18674283.65,202.0,199.0
0337.HK,96.85854025583144,106429411.0,32166094.0,65.0,118.0
1327.HK,96.85854025583144,4231000.0,1311200.0,811.0,1003.0
2410.HK,96.85854025583144,120400.0,136542.0,2052.0,1834.0
6806.HK,96.85854025583144,143759060.0,39196417.5,52.0,95.0
1966.HK,96.76448457486832,49475233.2,14114958.3,160.0,258.0
1797.HK,96.72686230248307,27935726.8,12446318.5,254.0,290.0
0817.HK,96.68924003009782,176427562.8,69273874.05,40.0,47.0
8211.HK,96.65161775771257,1238000.0,464500.0,1270.0,1384.0
1895.HK,96.61399548532731,2059400.0,1264197.5,1084.0,1020.0
1873.HK,96.57637321294206,11394220.0,4449055.0,489.0,579.0
8370.HK,96.53875094055681,27040.0,37320.0,2328.0,2200.0
0147.HK,96.4635063957863,19782800.0,5815700.0,339.0,492.0
0905.HK,96.4635063957863,1190800.0,474900.0,1291.0,1378.0
1091.HK,96.4635063957863,58592470.6,18693835.6,134.0,198.0
0884.HK,96.3882618510158,617912442.8,227713298.3,9.0,12.0
9966.HK,96.35063957863055,13490863.8,5274478.25,438.0,535.0
0111.HK,96.3130173062453,17507600.0,4566500.0,361.0,573.0
0279.HK,96.21896162528216,134884453.4,48268513.35,55.0,69.0
1508.HK,96.21896162528216,83480316.2,36000679.2,87.0,103.0
1831.HK,96.21896162528216,7363100.0,1858275.0,610.0,871.0
2228.HK,96.21896162528216,3608469.2,4173266.6,865.0,596.0
0909.HK,96.08728367193379,42303579.0,17345032.45,186.0,210.0
2878.HK,96.08728367193379,100592674.6,26884318.65,68.0,141.0
8076.HK,96.08728367193379,4536250.0,45956412.5,783.0,76.0
1329.HK,96.01203912716329,3776400.0,1718100.0,854.0,901.0
8186.HK,95.9556057185854,360302.4,273188.0,1730.0,1598.0
1762.HK,95.9556057185854,9346200.0,2432700.0,550.0,778.0
0286.HK,95.86155003762227,4388227.8,1259277.0,793.0,1024.0
2208.HK,95.86155003762227,16495821.4,9680348.75,377.0,344.0
6181.HK,95.86155003762227,613527.0,699695.6,1538.0,1241.0
1086.HK,95.76749435665914,28604480.2,9603025.15,249.0,346.0
6058.HK,95.76749435665914,43609876.8,11043669.2,181.0,317.0
6988.HK,95.69224981188864,9343200.0,2885600.0,551.0,715.0
8220.HK,95.69224981188864,165120.0,283632.5,1964.0,1576.0
0845.HK,95.56057185854026,886462200.0,222648600.0,5.0,14.0
9926.HK,95.56057185854026,11269895.0,13938278.8,494.0,262.0
8603.HK,95.56057185854026,160000.0,129500.0,1974.5,1853.0
0755.HK,95.56057185854026,122121000.0,31952250.0,59.0,120.0
0723.HK,95.56057185854026,3460345.0,2104102.2,882.0,825.0
0873.HK,95.372460496614,12665707.8,4747045.1,459.0,558.0
1176.HK,95.372460496614,97563200.0,49017500.0,71.0,67.0
1931.HK,95.372460496614,819200.0,1018600.0,1421.0,1089.0
2269.HK,95.372460496614,197333231.4,113267283.35,35.0,30.0
3882.HK,95.372460496614,2170000.0,1744350.0,1069.0,894.0
1778.HK,95.22197140707299,4879616.0,1537928.0,762.0,942.0
1872.HK,95.22197140707299,201500.0,365075.0,1907.0,1471.0
8083.HK,95.22197140707299,565007994.2,178120487.45,11.0,18.0
2985.HK,95.12791572610986,2251813.2,,1055.5,
1226.HK,95.12791572610986,45624.0,23413.75,2251.0,2280.0
2522.HK,95.07148231753197,114600.0,95792.0,2067.0,1952.0
8057.HK,95.0150489089541,6400.0,1600.0,2449.0,2504.0
2799.HK,95.0150489089541,236720099.8,73612480.45,26.0,44.0
0736.HK,94.9398043641836,3250950.8,832161.95,901.0,1174.0
3839.HK,94.9398043641836,1243812.0,343952.0,1268.0,1495.0
2550.HK,94.80812641083521,554660.0,631940.0,1582.0,1281.0
8471.HK,94.80812641083521,1484000.0,908000.0,1213.0,1145.0
9698.HK,94.80812641083521,5216972.6,3147599.25,733.0,677.0
1336.HK,94.80812641083521,30121416.4,15920658.95,243.0,236.0
0527.HK,94.80812641083521,7680080.0,7321150.0,597.0,421.0
3347.HK,94.67644845748683,4573646.8,2780823.4,780.0,736.0
6877.HK,94.67644845748683,1891000.0,693750.0,1108.0,1244.0
0305.HK,94.60120391271633,25510792.8,7277963.2,281.0,424.0
1349.HK,94.60120391271633,8216189.2,2702597.3,581.0,740.0
3380.HK,94.52595936794582,54955460.2,19016162.6,145.0,194.0
3690.HK,94.52595936794582,98246782.4,55274949.1,70.0,61.0
1165.HK,94.39428141459743,52898800.0,15746700.0,151.0,239.0
2246.HK,94.39428141459743,18097240.0,5714300.0,353.0,499.0
9996.HK,94.39428141459743,3784400.0,2299107.5,853.0,793.0
0770.HK,94.39428141459743,3000.0,3300.0,2476.5,2472.5
0547.HK,94.39428141459743,7835120.0,4567098.45,592.0,572.0
0966.HK,94.24379232505643,23404951.4,13906170.75,297.0,263.0
1668.HK,94.24379232505643,50865193.8,21507946.9,156.0,176.0
9993.HK,94.24379232505643,4354999.2,1838699.8,797.0,875.0
0241.HK,94.13092550790067,208384638.6,88786413.85,31.0,35.0
1461.HK,94.13092550790067,10881810.4,2795752.6,503.0,732.0
2618.HK,94.13092550790067,40290691.8,20201377.25,198.0,188.0
0876.HK,94.03686982693755,13174000.0,3925000.0,441.0,612.0
1528.HK,94.03686982693755,13764642.8,5763729.5,432.0,494.0
2423.HK,93.88638073739654,12017317.0,4288206.5,472.0,587.0
9618.HK,93.88638073739654,43045835.4,22457682.15,182.0,173.0
8280.HK,93.88638073739654,644800.0,161200.0,1519.0,1780.0
0702.HK,93.88638073739654,89146840.0,24876210.0,80.0,151.0
1418.HK,93.88638073739654,1454830.8,469907.7,1220.0,1381.0
0841.HK,93.88638073739654,1398000.0,383000.0,1232.0,1453.0
0668.HK,93.73589164785552,2994800.0,2048500.0,937.0,834.0
1682.HK,93.73589164785552,850400.0,621835.0,1408.0,1286.0
0768.HK,93.66064710308503,3009600.0,763500.0,936.0,1203.0
6186.HK,93.66064710308503,64329527.4,30579850.35,119.0,121.0
2342.HK,93.54778028592928,17341819.4,7859974.65,363.0,403.0
8217.HK,93.54778028592928,286000.0,262156.25,1806.5,1610.0
2013.HK,93.54778028592928,198596686.6,72394517.35,34.0,45.0
1995.HK,93.54778028592928,22303160.0,8341490.0,308.0,381.0
1431.HK,93.2844243792325,2455200.0,831150.0,1032.0,1175.0
